  1001  19
   100.0
      0.0  -33.0000  -33.0000  -33.0000  -33.0000
     10.0   -7.9935   -7.7739  -12.5322   -6.7965
     30.0   -7.1391   -7.2268  -12.3356   -6.0053
     50.0   -6.8499   -6.8186  -12.1490   -5.7395
     70.0   -6.7310   -6.5933  -11.9722   -5.5945
     90.0   -6.6876   -6.4574  -11.8053   -5.4992
    110.0   -6.6821   -6.3661  -11.6484   -5.4312
    130.0   -6.6959   -6.3088  -11.5013   -5.3818
    150.0   -6.7181   -6.2730  -11.3641   -5.3481
    170.0   -6.7380   -6.2521  -11.2368   -5.3299
    190.0   -6.7430   -6.2425  -11.1195   -5.3256
    210.0   -6.7162   -6.2407  -11.0120   -5.3272
    230.0   -6.6385   -6.2428  -10.9144   -5.3190
    250.0   -6.4980   -6.2462  -10.8452   -5.2768
    270.0   -6.3002   -6.2466  -10.7645   -5.1681
    290.0   -6.0641   -6.2384  -10.6878   -4.9631
    310.0   -5.8150   -6.2183  -10.6150   -4.6619
    330.0   -5.5860   -6.1897  -10.5463   -4.3128
    350.0   -5.4238   -6.1634  -10.4873   -4.0486
    370.0   -5.3702   -6.1575  -10.4256   -4.0431
    390.0   -5.4074   -6.1797  -10.3661   -4.2218
    410.0   -5.4887   -6.2237  -10.3087   -4.4305
    430.0   -5.5819   -6.2769  -10.2534   -4.6182
    450.0   -5.6682   -6.3280  -10.2029   -4.7735
    470.0   -5.7312   -6.3678  -10.1516   -4.8838
    490.0   -5.7510   -6.3858  -10.1015   -4.9195
    510.0   -5.7060   -6.3695  -10.0530   -4.8378
    530.0   -5.5884   -6.3114  -10.0063   -4.6209
    550.0   -5.4210   -6.2292   -9.9607   -4.3044
    570.0   -5.2547   -6.1436   -9.9157   -3.9741
    590.0   -5.1547   -6.0817   -9.8716   -3.8036
    610.0   -5.1551   -6.0712   -9.8285   -3.8990
    630.0   -5.2245   -6.1145   -9.7866   -4.1116
    650.0   -5.3235   -6.1890   -9.7454   -4.3273
    670.0   -5.4300   -6.2739   -9.7047   -4.5210
    690.0   -5.5340   -6.3614   -9.6645   -4.6927
    710.0   -5.6323   -6.4467   -9.6251   -4.8460
    730.0   -5.7261   -6.5260   -9.5865   -4.9829
    750.0   -5.8147   -6.5968   -9.5484   -5.1009
    770.0   -5.8945   -6.6575   -9.5107   -5.1864
    790.0   -5.9614   -6.7107   -9.4733   -5.2080
    810.0   -6.0178   -6.7601   -9.4366   -5.1773
    830.0   -6.0772   -6.8093   -9.4004   -5.2347
    850.0   -6.1450   -6.8623   -9.3646   -5.3837
    870.0   -6.2123   -6.9216   -9.3290   -5.5380
    890.0   -6.2669   -6.9843   -9.2938   -5.6748
    910.0   -6.2987   -7.0465   -9.2589   -5.7962
    930.0   -6.3103   -7.1065   -9.2245   -5.9063
    950.0   -6.3315   -7.1653   -9.1903   -6.0078
    970.0   -6.3861   -7.2239   -9.1563   -6.1012
    990.0   -6.4636   -7.2815   -9.1226   -6.1832
   1010.0   -6.5478   -7.3371   -9.0891   -6.2432
   1030.0   -6.6302   -7.3907   -9.0560   -6.2818
   1050.0   -6.7064   -7.4427   -9.0231   -6.3538
   1070.0   -6.7729   -7.4937   -8.9904   -6.4600
   1090.0   -6.8239   -7.5430   -8.9578   -6.5638
   1110.0   -6.8496   -7.5898   -8.9254   -6.3150
   1130.0   -6.8386   -7.6342   -8.8933   -6.3932
   1150.0   -6.7918   -7.6769   -8.8613   -6.4697
   1170.0   -6.7445   -7.7187   -8.8295   -6.5451
   1190.0   -6.7486   -7.7598   -8.7978   -6.6197
   1210.0   -6.8083   -7.8005   -8.7663   -6.6936
   1230.0   -6.8948   -7.8411   -8.7349   -6.7669
   1250.0   -6.9884   -7.8818   -8.7037   -6.8398
   1270.0   -7.0804   -7.9231   -8.6726   -6.9124
   1290.0   -7.1674   -7.9650   -8.6416   -6.9847
   1310.0   -7.2485   -8.0074   -8.6108   -7.0567
   1330.0   -7.3228   -8.0501   -8.5801   -7.1285
   1350.0   -7.3887   -8.0933   -8.5495   -7.2000
   1370.0   -7.4441   -8.1367   -8.5190   -7.2712
   1390.0   -7.4896   -8.1805   -8.4886   -7.3423
   1410.0   -7.5358   -8.2243   -8.4582   -7.4131
   1430.0   -7.5923   -8.2682   -8.4280   -7.4838
   1450.0   -7.6548   -8.3119   -8.3979   -7.5543
   1470.0   -7.7167   -8.3555   -8.3679   -7.6246
   1490.0   -7.7742   -8.3989   -8.3380   -7.6948
   1510.0   -7.8248   -8.4420   -8.3082   -7.7648
   1530.0   -7.8671   -8.4850   -8.2785   -7.8346
   1550.0   -7.8996   -8.5280   -8.2489   -7.9042
   1570.0   -7.9212   -8.5711   -8.2194   -7.9737
   1590.0   -7.9333   -8.6143   -8.1901   -8.0431
   1610.0   -7.9397   -8.6576   -8.1608   -8.1123
   1630.0   -7.9458   -8.7009   -8.1315   -8.1814
   1650.0   -7.9562   -8.7442   -8.1024   -8.2503
   1670.0   -7.9743   -8.7875   -8.0734   -8.3191
   1690.0   -8.0005   -8.8308   -8.0446   -8.3876
   1710.0   -8.0341   -8.8745   -8.0158   -8.4560
