 Teff =  2700.00  logg =  3.34  mixLengthPara =  0.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.00
          31
                2.160000E-01  4.000000E-01  4.950000E-01  5.720000E-01  6.120000E-01  6.750000E-01  7.450000E-01  7.850000E-01  8.600000E-01  9.100000E-01  9.600000E-01  1.005000E+00  1.100000E+00  1.197000E+00  1.330000E+00  1.497000E+00  1.593000E+00  1.777000E+00  2.020000E+00  2.170000E+00  2.505000E+00  2.989000E+00  3.288000E+00  3.800000E+00  4.400000E+00  5.220000E+00  6.452000E+00  1.040000E+01  2.000000E+01  4.600000E+01  3.246800E+02
  p[dyn/cm2]   single scatt albedo  Qsca / Qext
  3.419600E+00  1.716385E-04  1.344898E-04  1.860823E-04  2.492079E-04  3.006694E-04  4.466136E-04  8.536601E-04  5.670367E-01  5.049112E-01  4.625005E-01  4.189415E-01  3.797107E-01  3.138280E-01  2.587168E-01  1.968544E-01  1.408696E-01  1.170506E-01  8.622666E-02  6.011222E-02  4.911781E-02  3.002396E-02  1.517640E-02  1.048618E-02  5.789983E-03  2.948111E-03  1.221619E-03  2.101410E-04  3.739365E-09  5.952518E-10  1.073814E-10  1.896819E-12
  3.419600E+00  1.716396E-04  1.344878E-04  1.860724E-04  2.491815E-04  3.006223E-04  4.464767E-04  8.530064E-04  3.570294E-01  3.062075E-01  2.751702E-01  2.451319E-01  2.202085E-01  1.795610E-01  1.469004E-01  1.118713E-01  8.074966E-02  6.795042E-02  5.222540E-02  3.947784E-02  3.389067E-02  2.283802E-02  1.259815E-02  8.992938E-03  5.173743E-03  2.724652E-03  1.162805E-03  2.067300E-04  3.739392E-09  5.951813E-10  1.073835E-10  1.896766E-12
  3.419600E+00  1.716418E-04  1.344838E-04  1.860525E-04  2.491285E-04  3.005283E-04  4.462032E-04  8.517021E-04  2.051106E-01  1.713499E-01  1.520260E-01  1.339739E-01  1.196741E-01  9.676635E-02  7.879512E-02  6.003772E-02  4.356614E-02  3.695171E-02  2.919915E-02  2.340843E-02  2.092042E-02  1.544524E-02  9.403397E-03  6.999592E-03  4.265781E-03  2.366006E-03  1.060682E-03  2.002303E-04  3.739447E-09  5.950403E-10  1.073877E-10  1.896666E-12
  3.419600E+00  1.716461E-04  1.344759E-04  1.860129E-04  2.490227E-04  3.003405E-04  4.456572E-04  8.491058E-04  1.108167E-01  9.110938E-02  8.022823E-02  7.026111E-02  6.255975E-02  5.034506E-02  4.088787E-02  3.116355E-02  2.268089E-02  1.932352E-02  1.551759E-02  1.290444E-02  1.185087E-02  9.376011E-03  6.239387E-03  4.849892E-03  3.157650E-03  1.872996E-03  9.022309E-04  1.883862E-04  3.739556E-09  5.947588E-10  1.073961E-10  1.896461E-12
  3.419600E+00  1.716548E-04  1.344600E-04  1.859336E-04  2.488115E-04  2.999657E-04  4.445695E-04  8.439619E-04  5.774124E-02  4.705297E-02  4.126353E-02  3.601541E-02  3.201239E-02  2.569691E-02  2.084088E-02  1.588679E-02  1.158063E-02  9.889940E-03  8.011731E-03  6.801839E-03  6.348217E-03  5.250693E-03  3.730020E-03  3.004796E-03  2.078240E-03  1.322162E-03  6.947300E-04  1.684628E-04  3.739774E-09  5.941975E-10  1.074129E-10  1.896051E-12
  3.419600E+00  1.716720E-04  1.344282E-04  1.857754E-04  2.483903E-04  2.992193E-04  4.424112E-04  8.338643E-04  2.949932E-02  2.392622E-02  2.093726E-02  1.824231E-02  1.620023E-02  1.298723E-02  1.052547E-02  8.024103E-03  5.853894E-03  5.005428E-03  4.073357E-03  3.496590E-03  3.292447E-03  2.793734E-03  2.067775E-03  1.706860E-03  1.234648E-03  8.326885E-04  4.759455E-04  1.390671E-04  3.740211E-09  5.930813E-10  1.074465E-10  1.895238E-12
  3.419600E+00  1.717066E-04  1.343649E-04  1.854603E-04  2.475531E-04  2.977393E-04  4.381614E-04  8.143977E-04  1.492005E-02  1.207210E-02  1.055240E-02  9.185949E-03  8.153967E-03  6.532450E-03  5.292294E-03  4.034756E-03  2.944722E-03  2.519492E-03  2.055115E-03  1.774227E-03  1.678441E-03  1.443971E-03  1.093938E-03  9.162536E-04  6.818064E-04  4.786931E-04  2.921614E-04  1.031250E-04  3.741083E-09  5.908746E-10  1.075138E-10  1.893610E-12
  3.419600E+00  1.717757E-04  1.342387E-04  1.848346E-04  2.458994E-04  2.948293E-04  4.299202E-04  7.781455E-04  7.511472E-03  6.070206E-03  5.303124E-03  4.614365E-03  4.095061E-03  3.279614E-03  2.656515E-03  2.025331E-03  1.478472E-03  1.265375E-03  1.033373E-03  8.947468E-04  8.484784E-04  7.352181E-04  5.639827E-04  4.761841E-04  3.601006E-04  2.590107E-04  1.650298E-04  6.804458E-05  3.742826E-09  5.865605E-10  1.076482E-10  1.890369E-12
  3.419600E+00  1.719137E-04  1.339883E-04  1.836018E-04  2.426720E-04  2.892016E-04  4.144003E-04  7.147865E-04  3.776882E-03  3.050279E-03  2.664093E-03  2.317601E-03  2.056572E-03  1.646777E-03  1.333787E-03  1.016898E-03  7.424035E-04  6.355005E-04  5.192997E-04  4.503182E-04  4.275660E-04  3.718740E-04  2.871201E-04  2.434508E-04  1.857021E-04  1.353702E-04  8.844357E-05  4.058014E-05  3.746308E-09  5.783079E-10  1.079169E-10  1.883955E-12
  3.419601E+00  1.721890E-04  1.334958E-04  1.812078E-04  2.365200E-04  2.786588E-04  3.867245E-04  6.154336E-04  1.901940E-03  1.535536E-03  1.340958E-03  1.166462E-03  1.035057E-03  8.287466E-04  6.712087E-04  5.117486E-04  3.736301E-04  3.198555E-04  2.614571E-04  2.269175E-04  2.156025E-04  1.878940E-04  1.455613E-04  1.236941E-04  9.477930E-05  6.958402E-05  4.609012E-05  2.255869E-05  3.753255E-09  5.631461E-10  1.084536E-10  1.871365E-12
  3.419602E+00  1.727369E-04  1.325423E-04  1.766876E-04  2.253031E-04  2.600358E-04  3.418559E-04  4.833644E-04  9.625527E-04  7.769668E-04  6.784838E-04  5.902027E-04  5.237327E-04  4.193287E-04  3.396161E-04  2.589403E-04  1.890585E-04  1.618559E-04  1.323337E-04  1.149190E-04  1.092414E-04  9.531924E-05  7.398014E-05  6.294003E-05  4.834087E-05  3.562487E-05  2.377083E-05  1.206366E-05  3.767076E-09  5.372005E-10  1.095240E-10  1.847126E-12
  3.419604E+00  1.738214E-04  1.307532E-04  1.685899E-04  2.064167E-04  2.303196E-04  2.792593E-04  3.416503E-04  4.923861E-04  3.973875E-04  3.470239E-04  3.019038E-04  2.679314E-04  2.145213E-04  1.737457E-04  1.324791E-04  9.672720E-05  8.281230E-05  6.772196E-05  5.884587E-05  5.596678E-05  4.888626E-05  3.798806E-05  3.234175E-05  2.487243E-05  1.836961E-05  1.230814E-05  6.372195E-06  3.794441E-09  4.975690E-10  1.116532E-10  1.802085E-12
  3.419608E+00  1.759484E-04  1.275874E-04  1.553663E-04  1.785192E-04  1.898255E-04  2.080441E-04  2.206165E-04  2.572014E-04  2.075352E-04  1.812473E-04  1.577202E-04  1.400034E-04  1.120984E-04  9.079612E-05  6.923718E-05  5.055196E-05  4.328095E-05  3.540476E-05  3.079270E-05  2.930845E-05  2.563671E-05  1.994462E-05  1.698983E-05  1.307755E-05  9.673723E-06  6.500114E-06  3.405317E-06  3.848105E-09  4.459959E-10  1.158664E-10  1.723709E-12
  3.419610E+00  1.771175E-04  1.260193E-04  1.492820E-04  1.667608E-04  1.738558E-04  1.835512E-04  1.860857E-04  2.057114E-04  1.659706E-04  1.449542E-04  1.261549E-04  1.119972E-04  8.967595E-05  7.263675E-05  5.539211E-05  4.044288E-05  3.462622E-05  2.832917E-05  2.465041E-05  2.347141E-05  2.054525E-05  1.599157E-05  1.362541E-05  1.049092E-05  7.764652E-06  5.222280E-06  2.744912E-06  3.877600E-09  4.261719E-10  1.182026E-10  1.685457E-12
  3.419615E+00  1.794089E-04  1.232525E-04  1.392052E-04  1.485923E-04  1.503415E-04  1.505459E-04  1.440515E-04  1.497825E-04  1.208216E-04  1.055311E-04  9.186772E-05  8.157616E-05  6.531991E-05  5.291129E-05  4.035283E-05  2.946151E-05  2.522452E-05  2.064282E-05  1.797827E-05  1.713119E-05  1.501526E-05  1.169769E-05  9.970587E-06  7.680365E-06  5.689576E-06  3.832296E-06  2.023463E-06  3.935401E-09  3.973620E-10  1.228212E-10  1.618770E-12
  3.419624E+00  1.838208E-04  1.188740E-04  1.247263E-04  1.249777E-04  1.217076E-04  1.145858E-04  1.032530E-04  1.014743E-04  8.182057E-05  7.147551E-05  6.224895E-05  5.529743E-05  4.427968E-05  3.587077E-05  2.736019E-05  1.997376E-05  1.710124E-05  1.400162E-05  1.221463E-05  1.165546E-05  1.024112E-05  7.991166E-06  6.815646E-06  5.253826E-06  3.897609E-06  2.631287E-06  1.397704E-06  4.046657E-09  3.629914E-10  1.318525E-10  1.514861E-12
  3.419642E+00  1.920657E-04  1.131207E-04  1.077857E-04  1.004490E-04  9.402609E-05  8.353527E-05  7.156439E-05  6.741148E-05  5.431052E-05  4.745165E-05  4.135505E-05  3.676001E-05  2.943593E-05  2.384762E-05  1.819198E-05  1.327698E-05  1.136677E-05  9.313472E-06  8.149007E-06  7.795813E-06  6.880890E-06  5.384510E-06  4.597401E-06  3.547850E-06  2.638037E-06  1.787215E-06  9.570879E-07  4.254337E-09  3.319094E-10  1.491475E-10  1.379261E-12
  3.419674E+00  2.054713E-04  1.079277E-04  9.347233E-05  8.176199E-05  7.415725E-05  6.312276E-05  5.225073E-05  4.794508E-05  3.857157E-05  3.370316E-05  2.939748E-05  2.615129E-05  2.093789E-05  1.696202E-05  1.293915E-05  9.436678E-06  8.076834E-06  6.623790E-06  5.821938E-06  5.591909E-06  4.971470E-06  3.907768E-06  3.341907E-06  2.582967E-06  1.926636E-06  1.311401E-06  7.093048E-07  4.590879E-09  3.155394E-10  1.780923E-10  1.251012E-12
  3.419739E+00  2.283395E-04  1.051237E-04  8.349548E-05  6.928271E-05  6.130229E-05  5.053105E-05  4.080158E-05  3.679533E-05  2.952599E-05  2.579429E-05  2.251791E-05  2.004766E-05  1.604262E-05  1.299080E-05  9.904761E-06  7.211169E-06  6.167168E-06  5.061951E-06  4.480485E-06  4.331373E-06  3.897646E-06  3.086263E-06  2.645867E-06  2.049375E-06  1.535183E-06  1.051434E-06  5.757357E-07  5.159553E-09  3.192872E-10  2.283217E-10  1.155228E-12
  3.419868E+00  2.647517E-04  1.073735E-04  7.994360E-05  6.383360E-05  5.548767E-05  4.470346E-05  3.545435E-05  3.161076E-05  2.526833E-05  2.206024E-05  1.926832E-05  1.716411E-05  1.371967E-05  1.109737E-05  8.448208E-06  6.128801E-06  5.232199E-06  4.295182E-06  3.838840E-06  3.746626E-06  3.435099E-06  2.750350E-06  2.365814E-06  1.836882E-06  1.382661E-06  9.532719E-07  5.285459E-07  6.043328E-09  3.504066E-10  3.056913E-10  1.129627E-12
  3.420127E+00  3.171339E-04  1.157972E-04  8.268196E-05  6.435151E-05  5.527020E-05  4.382804E-05  3.431013E-05  3.035959E-05  2.416126E-05  2.107381E-05  1.840950E-05  1.640223E-05  1.309016E-05  1.056974E-05  8.025838E-06  5.791440E-06  4.930349E-06  4.042581E-06  3.652053E-06  3.605562E-06  3.386475E-06  2.749986E-06  2.374563E-06  1.847429E-06  1.396532E-06  9.679990E-07  5.418825E-07  7.249283E-09  4.115919E-10  4.055490E-10  1.190026E-12
  3.420199E+00  3.278056E-04  1.177470E-04  8.363011E-05  6.488270E-05  5.564273E-05  4.403597E-05  3.441675E-05  3.042519E-05  2.419900E-05  2.110408E-05  1.843666E-05  1.642697E-05  1.310627E-05  1.057965E-05  8.030196E-06  5.790243E-06  4.927206E-06  4.038400E-06  3.652617E-06  3.611408E-06  3.403445E-06  2.769475E-06  2.392818E-06  1.862332E-06  1.408827E-06  9.773983E-07  5.479740E-07  7.481251E-09  4.253286E-10  4.253898E-10  1.211178E-12
  3.420341E+00  3.459959E-04  1.211667E-04  8.542223E-05  6.598320E-05  5.646910E-05  4.456788E-05  3.475481E-05  3.068396E-05  2.438495E-05  2.126290E-05  1.857707E-05  1.655321E-05  1.320133E-05  1.065171E-05  8.080320E-06  5.820400E-06  4.949831E-06  4.054121E-06  3.672097E-06  3.637665E-06  3.444195E-06  2.810794E-06  2.430642E-06  1.892905E-06  1.433595E-06  9.959713E-07  5.596813E-07  7.862926E-09  4.496219E-10  4.593213E-10  1.252696E-12
  3.420626E+00  3.739581E-04  1.266312E-04  8.852998E-05  6.805712E-05  5.811108E-05  4.572634E-05  3.557189E-05  3.135993E-05  2.490068E-05  2.170988E-05  1.897115E-05  1.690663E-05  1.347580E-05  1.086726E-05  8.238432E-06  5.927664E-06  5.037540E-06  4.121908E-06  3.738184E-06  3.710432E-06  3.531145E-06  2.891219E-06  2.502740E-06  1.950502E-06  1.479355E-06  1.029514E-06  5.801418E-07  8.412665E-09  4.889491E-10  5.119490E-10  1.327385E-12
  3.421195E+00  4.116126E-04  1.343182E-04  9.322853E-05  7.139291E-05  6.084570E-05  4.776075E-05  3.708221E-05  3.265166E-05  2.590991E-05  2.258978E-05  1.974646E-05  1.760155E-05  1.402203E-05  1.130183E-05  8.562984E-06  6.155814E-06  5.228498E-06  4.274025E-06  3.878969E-06  3.855864E-06  3.684988E-06  3.025348E-06  2.620972E-06  2.043750E-06  1.552028E-06  1.081465E-06  6.106764E-07  9.076107E-09  5.452078E-10  5.838696E-10  1.443692E-12
  3.421457E+00  4.243024E-04  1.369814E-04  9.491821E-05  7.262755E-05  6.187316E-05  4.854156E-05  3.767292E-05  3.316269E-05  2.631244E-05  2.294149E-05  2.005634E-05  1.787926E-05  1.424124E-05  1.147700E-05  8.694588E-06  6.249376E-06  5.307400E-06  4.337594E-06  3.937121E-06  3.914841E-06  3.744705E-06  3.076083E-06  2.665296E-06  2.078413E-06  1.578721E-06  1.100218E-06  6.214062E-07  9.279027E-09  5.649031E-10  6.082353E-10  1.486105E-12
  3.421980E+00  4.446277E-04  1.413034E-04  9.770779E-05  7.469208E-05  6.360233E-05  4.986726E-05  3.868355E-05  3.404093E-05  2.700656E-05  2.354860E-05  2.059135E-05  1.835883E-05  1.462051E-05  1.178066E-05  8.923289E-06  6.412649E-06  5.445486E-06  4.449383E-06  4.039052E-06  4.017557E-06  3.846917E-06  3.161938E-06  2.739982E-06  2.136558E-06  1.623218E-06  1.131180E-06  6.388257E-07  9.585373E-09  5.971195E-10  6.472786E-10  1.556480E-12
  3.423026E+00  4.734963E-04  1.475660E-04  1.018395E-04  7.779873E-05  6.622482E-05  5.189903E-05  4.024615E-05  3.540568E-05  2.808931E-05  2.449668E-05  2.142695E-05  1.910788E-05  1.521406E-05  1.225686E-05  9.282923E-06  6.670695E-06  5.664509E-06  4.627821E-06  4.201314E-06  4.179957E-06  4.005239E-06  3.292972E-06  2.853256E-06  2.224104E-06  1.689557E-06  1.176563E-06  6.635892E-07  9.981033E-09  6.440358E-10  7.018328E-10  1.661150E-12
