 Teff =  2700.00  logg =  3.34  mixLengthPara =  0.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.00
          18
 
             z             p             T          n<H>            He             H             C             N             O            Si            Mg            Al            Fe             S            Na             K            Ti            Ca            Li            Cl             V
  9.582275E+07  2.025555E+03  1.113329E+03  2.217553E+16  1.887444E+15  9.184722E+09  6.607866E-11  2.193831E-04  9.407102E-03  2.764074E-03  9.296681E+07  4.017719E+03  2.054158E+08  2.156591E+05  3.548950E+10  1.466793E+09  1.053835E+00  6.361813E+06  3.158021E+03  2.216643E+03  2.817723E+05
  9.803037E+07  2.283970E+03  1.120203E+03  2.485106E+16  2.115168E+15  1.124123E+10  1.088255E-10  3.177572E-04  1.305941E-02  3.570123E-03  9.803854E+07  4.759446E+03  2.245369E+08  2.824000E+05  3.986821E+10  1.669585E+09  1.312917E+00  6.740413E+06  3.815089E+03  2.811957E+03  3.632881E+05
  9.845282E+07  2.337055E+03  1.121519E+03  2.539870E+16  2.161780E+15  1.168200E+10  1.196775E-10  3.409518E-04  1.389736E-02  3.749605E-03  9.908824E+07  4.916462E+03  2.282949E+08  2.970458E+05  4.076560E+10  1.711427E+09  1.369355E+00  6.816336E+06  3.955558E+03  2.941629E+03  3.813263E+05
  9.926565E+07  2.442693E+03  1.124050E+03  2.648660E+16  2.254376E+15  1.257703E+10  1.436205E-10  3.902983E-04  1.565819E-02  4.121851E-03  1.011446E+08  5.232679E+03  2.357451E+08  3.270304E+05  4.254935E+10  1.794858E+09  1.484509E+00  6.965549E+06  4.240481E+03  3.206951E+03  4.184209E+05
  1.008913E+08  2.665811E+03  1.129245E+03  2.877322E+16  2.448998E+15  1.459979E+10  2.078631E-10  5.134155E-04  1.995530E-02  5.019871E-03  1.060298E+08  5.973936E+03  2.518116E+08  3.966671E+05  4.630889E+10  1.972952E+09  1.757346E+00  7.306767E+06  4.878930E+03  3.819516E+03  5.044350E+05
  1.034487E+08  3.055962E+03  1.137537E+03  3.274447E+16  2.787007E+15  1.845964E+10  3.721163E-10  7.906722E-04  2.923854E-02  6.908488E-03  1.149908E+08  7.405239E+03  2.798621E+08  5.333336E+05  5.285753E+10  2.287720E+09  2.303199E+00  7.915964E+06  6.088724E+03  5.023145E+03  6.758202E+05
  1.052429E+08  3.363296E+03  1.143355E+03  3.585353E+16  3.051630E+15  2.173014E+10  5.578732E-10  1.067050E-03  3.808786E-02  8.663561E-03  1.220661E+08  8.607684E+03  3.011676E+08  6.511749E+05  5.799471E+10  2.537326E+09  2.782319E+00  8.382228E+06  7.110968E+03  6.068807E+03  8.278139E+05
  1.059329E+08  3.489553E+03  1.145592E+03  3.712629E+16  3.159960E+15  2.312958E+10  6.513563E-10  1.196610E-03  4.213224E-02  9.457225E-03  1.249810E+08  9.120056E+03  3.097559E+08  7.019414E+05  6.010006E+10  2.640229E+09  2.991531E+00  8.570850E+06  7.547879E+03  6.522317E+03  8.945073E+05
  1.065734E+08  3.610166E+03  1.147820E+03  3.833487E+16  3.262827E+15  2.457501E+10  7.576100E-10  1.338920E-03  4.656632E-02  1.031625E-02  1.279205E+08  9.667121E+03  3.184516E+08  7.563381E+05  6.210720E+10  2.740002E+09  3.213001E+00  8.760134E+06  7.993565E+03  6.999810E+03  9.633558E+05
  1.066381E+08  3.622410E+03  1.148077E+03  3.845636E+16  3.273167E+15  2.474071E+10  7.705119E-10  1.356009E-03  4.710603E-02  1.042031E-02  1.282628E+08  9.734574E+03  3.194503E+08  7.628018E+05  6.231049E+10  2.750419E+09  3.239470E+00  8.782303E+06  8.043549E+03  7.055932E+03  9.711047E+05
  1.067675E+08  3.647022E+03  1.148592E+03  3.870049E+16  3.293946E+15  2.507531E+10  7.969633E-10  1.390822E-03  4.820358E-02  1.063181E-02  1.289523E+08  9.870902E+03  3.214550E+08  7.758390E+05  6.271907E+10  2.771368E+09  3.293055E+00  8.826883E+06  8.144455E+03  7.169418E+03  9.867756E+05
  1.070264E+08  3.696750E+03  1.149620E+03  3.919341E+16  3.335900E+15  2.575743E+10  8.525621E-10  1.463067E-03  5.047269E-02  1.106843E-02  1.303491E+08  1.014922E+04  3.254956E+08  8.024527E+05  6.354420E+10  2.813726E+09  3.402829E+00  8.916850E+06  8.350075E+03  7.401442E+03  1.018832E+06
  1.075441E+08  3.798249E+03  1.151678E+03  4.019817E+16  3.421419E+15  2.717488E+10  9.753925E-10  1.618625E-03  5.532209E-02  1.199912E-02  1.332183E+08  1.072932E+04  3.337231E+08  8.579630E+05  6.522687E+10  2.900314E+09  3.633196E+00  9.100176E+06  8.776983E+03  7.886328E+03  1.085893E+06
  1.085796E+08  4.009685E+03  1.155793E+03  4.228561E+16  3.599089E+15  3.023491E+10  1.275236E-09  1.979251E-03  6.639679E-02  1.411727E-02  1.392875E+08  1.199000E+04  3.508394E+08  9.786107E+05  6.872578E+10  3.081218E+09  4.140573E+00  9.481396E+06  9.697156E+03  8.944831E+03  1.232553E+06
  1.089030E+08  4.078110E+03  1.157078E+03  4.295960E+16  3.656455E+15  3.125593E+10  1.386192E-09  2.107053E-03  7.027116E-02  1.485761E-02  1.412807E+08  1.241338E+04  3.563583E+08  1.019080E+06  6.985633E+10  3.139905E+09  4.312926E+00  9.604697E+06  1.000381E+04  9.301309E+03  1.282050E+06
  1.095499E+08  4.218485E+03  1.159648E+03  4.433998E+16  3.773944E+15  3.339698E+10  1.637192E-09  2.387081E-03  7.868061E-02  1.646507E-02  1.454167E+08  1.330544E+04  3.676732E+08  1.104224E+06  7.217296E+10  3.260504E+09  4.679046E+00  9.857621E+06  1.064635E+04  1.005376E+04  1.386663E+06
  1.108437E+08  4.513895E+03  1.164790E+03  4.723521E+16  4.020369E+15  3.810376E+10  2.279787E-09  3.059316E-03  9.848805E-02  2.026443E-02  1.543434E+08  1.528625E+04  3.914920E+08  1.292468E+06  7.703680E+10  3.515106E+09  5.505228E+00  1.039014E+07  1.205698E+04  1.172924E+04  1.620194E+06
  1.109511E+08  4.539343E+03  1.165217E+03  4.748403E+16  4.041546E+15  3.852180E+10  2.343107E-09  3.122749E-03  1.003330E-01  2.061979E-02  1.551276E+08  1.546346E+04  3.935461E+08  1.309245E+06  7.745507E+10  3.537085E+09  5.579964E+00  1.043605E+07  1.218217E+04  1.187935E+04  1.641152E+06
  1.111660E+08  4.590669E+03  1.166071E+03  4.798559E+16  4.084236E+15  3.937097E+10  2.474952E-09  3.253461E-03  1.041229E-01  2.135082E-02  1.567172E+08  1.582410E+04  3.976908E+08  1.343347E+06  7.829838E+10  3.581437E+09  5.732452E+00  1.052868E+07  1.243642E+04  1.218489E+04  1.683829E+06
  1.115356E+08  4.680287E+03  1.167539E+03  4.886046E+16  4.158700E+15  4.087288E+10  2.718837E-09  3.490723E-03  1.109634E-01  2.267390E-02  1.595187E+08  1.646401E+04  4.049345E+08  1.403737E+06  7.976979E+10  3.658945E+09  6.004288E+00  1.069051E+07  1.288596E+04  1.272724E+04  1.759634E+06
  1.122077E+08  4.847780E+03  1.170210E+03  5.049265E+16  4.297622E+15  4.374474E+10  3.224055E-09  3.965882E-03  1.245255E-01  2.531264E-02  1.648485E+08  1.769493E+04  4.185004E+08  1.519440E+06  8.251624E+10  3.804017E+09  6.531511E+00  1.099334E+07  1.374518E+04  1.377087E+04  1.905681E+06
  1.128407E+08  5.011016E+03  1.172726E+03  5.207981E+16  4.432711E+15  4.662402E+10  3.783289E-09  4.470357E-03  1.387457E-01  2.810462E-02  1.701711E+08  1.893851E+04  4.317650E+08  1.635692E+06  8.518853E+10  3.945652E+09  7.069573E+00  1.128906E+07  1.460620E+04  1.482530E+04  2.053448E+06
  1.137042E+08  5.237870E+03  1.176710E+03  5.425471E+16  4.617825E+15  5.134700E+10  4.829323E-09  5.377152E-03  1.645106E-01  3.322903E-02  1.792459E+08  2.116756E+04  4.537322E+08  1.836053E+06  8.888663E+10  4.149520E+09  8.009110E+00  1.178026E+07  1.598965E+04  1.660663E+04  2.290751E+06
  1.145843E+08  5.478445E+03  1.180909E+03  5.654666E+16  4.812902E+15  5.676235E+10  6.225766E-09  6.519079E-03  1.966248E-01  3.977249E-02  1.898990E+08  2.382789E+04  4.783794E+08  2.068513E+06  9.279592E+10  4.367998E+09  9.134097E+00  1.233278E+07  1.756746E+04  1.868291E+04  2.563183E+06
  1.151896E+08  5.650291E+03  1.183797E+03  5.817898E+16  4.951835E+15  6.079508E+10  7.407326E-09  7.437061E-03  2.221280E-01  4.509824E-02  1.979925E+08  2.584969E+04  4.962970E+08  2.242639E+06  9.558203E+10  4.524364E+09  9.996425E+00  1.273267E+07  1.874140E+04  2.024503E+04  2.767237E+06
  1.154650E+08  5.730234E+03  1.185111E+03  5.893700E+16  5.016352E+15  6.271762E+10  8.014613E-09  7.894870E-03  2.347562E-01  4.777998E-02  2.019137E+08  2.682546E+04  5.047261E+08  2.325922E+06  9.687635E+10  4.597181E+09  1.041466E+01  1.292024E+07  1.930082E+04  2.099415E+04  2.864819E+06
  1.160157E+08  5.893529E+03  1.187739E+03  6.048279E+16  5.147921E+15  6.673613E+10  9.378236E-09  8.893626E-03  2.621193E-01  5.369581E-02  2.102652E+08  2.888930E+04  5.221373E+08  2.500518E+06  9.951673E+10  4.746059E+09  1.130332E+01  1.330650E+07  2.046971E+04  2.256851E+04  3.069337E+06
  1.167329E+08  6.113201E+03  1.191161E+03  6.255698E+16  5.324463E+15  7.233493E+10  1.149706E-08  1.037893E-02  3.023962E-01  6.267245E-02  2.223094E+08  3.181814E+04  5.459858E+08  2.744835E+06  1.030615E+11  4.946592E+09  1.257305E+01  1.383290E+07  2.209756E+04  2.477984E+04  3.355340E+06
  1.176934E+08  6.420252E+03  1.195743E+03  6.544646E+16  5.570397E+15  8.052927E+10  1.507746E-08  1.274790E-02  3.657774E-01  7.746569E-02  2.409554E+08  3.621295E+04  5.801839E+08  3.104352E+06  1.080029E+11  5.227302E+09  1.449489E+01  1.458217E+07  2.447905E+04  2.804987E+04  3.775662E+06
  1.187654E+08  6.781187E+03  1.200858E+03  6.882919E+16  5.858314E+15  9.070652E+10  2.035866E-08  1.600929E-02  4.516556E-01  9.883013E-02  2.660689E+08  4.184308E+04  6.217501E+08  3.553590E+06  1.137921E+11  5.557749E+09  1.698160E+01  1.548386E+07  2.743599E+04  3.215957E+04  4.299728E+06
  1.191129E+08  6.902512E+03  1.202516E+03  6.996304E+16  5.954821E+15  9.425875E+10  2.242909E-08  1.723011E-02  4.834604E-01  1.071268E-01  2.753894E+08  4.385166E+04  6.360694E+08  3.711009E+06  1.157335E+11  5.668915E+09  1.787458E+01  1.579221E+07  2.846799E+04  3.360523E+04  4.483029E+06
  1.198081E+08  7.151713E+03  1.205832E+03  7.228710E+16  6.152630E+15  1.017607E+11  2.720260E-08  1.994737E-02  5.536844E-01  1.261704E-01  2.960608E+08  4.816568E+04  6.660539E+08  4.044412E+06  1.197142E+11  5.897358E+09  1.980169E+01  1.643415E+07  3.064749E+04  3.667550E+04  4.870611E+06
  1.209889E+08  7.582934E+03  1.212140E+03  7.625185E+16  6.490085E+15  1.170949E+11  3.881466E-08  2.618696E-02  7.153704E-01  1.735351E-01  3.438819E+08  5.773787E+04  7.273509E+08  4.753352E+06  1.265631E+11  6.304144E+09  2.400616E+01  1.772928E+07  3.504814E+04  4.309757E+04  5.641238E+06
  1.221018E+08  8.013004E+03  1.218092E+03  8.018577E+16  6.824916E+15  1.335311E+11  5.410757E-08  3.377601E-02  9.091771E-01  2.366864E-01  4.022828E+08  6.856228E+04  7.925583E+08  5.520892E+06  1.333629E+11  6.709953E+09  2.879023E+01  1.908681E+07  3.976334E+04  5.007113E+04  6.463912E+06
  1.237079E+08  8.676969E+03  1.226682E+03  8.622307E+16  7.338773E+15  1.611070E+11  8.691638E-08  4.857313E-02  1.280436E+00  3.752483E-01  5.163479E+08  8.796538E+04  9.014769E+08  6.824197E+06  1.438040E+11  7.335946E+09  3.742745E+01  2.130974E+07  4.767373E+04  6.193736E+04  7.836561E+06
  1.243286E+08  8.948057E+03  1.230002E+03  8.867616E+16  7.547565E+15  1.731321E+11  1.042153E-07  5.582677E-02  1.459952E+00  4.496662E-01  5.719631E+08  9.679922E+04  9.481315E+08  7.398337E+06  1.480479E+11  7.591238E+09  4.149446E+01  2.224041E+07  5.112325E+04  6.716612E+04  8.432178E+06
  1.255699E+08  9.515907E+03  1.236641E+03  9.379369E+16  7.983137E+15  1.997559E+11  1.494229E-07  7.359707E-02  1.894456E+00  6.466301E-01  7.059810E+08  1.163013E+05  1.043973E+09  8.680486E+06  1.569036E+11  8.125263E+09  5.135425E+01  2.406938E+07  5.876037E+04  7.883977E+04  9.744620E+06
  1.267765E+08  1.010238E+04  1.243095E+03  9.905091E+16  8.430600E+15  2.292841E+11  2.113800E-07  9.603215E-02  2.434535E+00  9.240214E-01  8.743677E+08  1.390275E+05  1.149673E+09  1.011590E+07  1.660036E+11  8.675611E+09  6.325388E+01  2.603351E+07  6.723042E+04  9.191737E+04  1.119078E+07
  1.280600E+08  1.074568E+04  1.250331E+03  1.047559E+17  8.916171E+15  2.665654E+11  3.090894E-07  1.287055E-01  3.216084E+00  1.383658E+00  1.121339E+09  1.710466E+05  1.290200E+09  1.198474E+07  1.759209E+11  9.286578E+09  8.008071E+01  2.861118E+07  7.786364E+04  1.086789E+05  1.296992E+07
  1.290354E+08  1.126106E+04  1.255843E+03  1.093023E+17  9.303137E+15  2.986745E+11  4.116949E-07  1.605286E-01  3.967831E+00  1.883835E+00  1.361167E+09  2.007928E+05  1.414063E+09  1.360665E+07  1.838259E+11  9.774727E+09  9.585310E+01  3.085321E+07  8.701253E+04  1.232384E+05  1.448656E+07
  1.309862E+08  1.236716E+04  1.266868E+03  1.189957E+17  1.012818E+16  3.740601E+11  7.255662E-07  2.484277E-01  6.008152E+00  3.490854E+00  2.019646E+09  2.784071E+05  1.715677E+09  1.746735E+07  2.006793E+11  1.081712E+10  1.374669E+02  3.620450E+07  1.084587E+05  1.577591E+05  1.800038E+07
  1.345900E+08  1.469216E+04  1.287423E+03  1.390972E+17  1.183909E+16  5.637124E+11  2.035374E-06  5.501197E-01  1.278698E+01  1.089724E+01  4.254241E+09  5.237053E+05  2.540427E+09  2.745756E+07  2.356413E+11  1.298850E+10  2.712360E+02  5.034494E+07  1.620718E+05  2.460656E+05  2.657123E+07
  1.370744E+08  1.648942E+04  1.302364E+03  1.543378E+17  1.313627E+16  7.509646E+11  4.192373E-06  9.620438E-01  2.182114E+01  2.453466E+01  7.297387E+09  8.464063E+05  3.453548E+09  3.776229E+07  2.622198E+11  1.466078E+10  4.482626E+02  6.555135E+07  2.141958E+05  3.347791E+05  3.459503E+07
  1.386317E+08  1.772637E+04  1.311729E+03  1.647305E+17  1.402084E+16  8.964213E+11  6.546091E-06  1.357637E+00  3.031960E+01  4.047819E+01  1.020310E+10  1.153372E+06  4.224829E+09  4.592365E+07  2.803333E+11  1.579899E+10  6.175643E+02  7.826760E+07  2.542239E+05  4.042031E+05  4.066092E+07
  1.399710E+08  1.886427E+04  1.319784E+03  1.742276E+17  1.482918E+16  1.042171E+12  9.561558E-06  1.819328E+00  4.008674E+01  6.193925E+01  1.357825E+10  1.512956E+06  5.049757E+09  5.421020E+07  2.968788E+11  1.683751E+10  8.165279E+02  9.182422E+07  2.939138E+05  4.740792E+05  4.661787E+07
  1.405396E+08  1.936914E+04  1.323204E+03  1.784230E+17  1.518626E+16  1.110497E+12  1.121645E-05  2.058042E+00  4.508644E+01  7.408667E+01  1.531755E+10  1.700149E+06  5.453997E+09  5.812703E+07  3.041858E+11  1.729578E+10  9.202955E+02  9.846512E+07  3.123745E+05  5.069213E+05  4.937356E+07
  1.416768E+08  2.041553E+04  1.330148E+03  1.870696E+17  1.592221E+16  1.261689E+12  1.546016E-05  2.637579E+00  5.714274E+01  1.062629E+02  1.953144E+10  2.158333E+06  6.386081E+09  6.689604E+07  3.192511E+11  1.824224E+10  1.174158E+03  1.137373E+08  3.528391E+05  5.797988E+05  5.535915E+07
  1.425421E+08  2.122192E+04  1.336088E+03  1.936085E+17  1.647875E+16  1.401769E+12  2.017489E-05  3.245309E+00  6.984722E+01  1.442492E+02  2.400630E+10  2.660454E+06  7.321363E+09  7.534428E+07  3.306958E+11  1.897480E+10  1.449026E+03  1.290762E+08  3.895326E+05  6.477980E+05  6.061640E+07
  1.434693E+08  2.212141E+04  1.342455E+03  2.008692E+17  1.709674E+16  1.567827E+12  2.677134E-05  4.045206E+00  8.644619E+01  1.995363E+02  2.988965E+10  3.337760E+06  8.493969E+09  8.547783E+07  3.433970E+11  1.978616E+10  1.819149E+03  1.483791E+08  4.324507E+05  7.285663E+05  6.672965E+07
  1.448889E+08  2.357300E+04  1.352201E+03  2.125168E+17  1.808811E+16  1.857808E+12  4.109374E-05  5.647274E+00  1.193652E+02  3.259215E+02  4.164776E+10  4.747767E+06  1.070441E+10  1.034400E+08  3.637583E+11  2.108343E+10  2.587723E+03  1.850345E+08  5.059274E+05  8.699168E+05  7.713498E+07
  1.454480E+08  2.417050E+04  1.356040E+03  2.172873E+17  1.849415E+16  1.985114E+12  4.857529E-05  6.432524E+00  1.353729E+02  3.946035E+02  4.739775E+10  5.463357E+06  1.173905E+10  1.114195E+08  3.720930E+11  2.161333E+10  2.976953E+03  2.023213E+08  5.376123E+05  9.320657E+05  8.160683E+07
  1.464457E+08  2.527459E+04  1.362890E+03  2.260677E+17  1.924148E+16  2.232628E+12  6.533252E-05  8.101335E+00  1.691709E+02  5.535237E+02  5.958752E+10  7.033317E+06  1.386058E+10  1.270767E+08  3.874275E+11  2.258665E+10  3.829329E+03  2.380264E+08  5.982528E+05  1.053019E+06  9.015180E+07
  1.469392E+08  2.583914E+04  1.366278E+03  2.305405E+17  1.962218E+16  2.365363E+12  7.557185E-05  9.073208E+00  1.887354E+02  6.535079E+02  6.666781E+10  7.976580E+06  1.505739E+10  1.355443E+08  3.952360E+11  2.308151E+10  4.340575E+03  2.583192E+08  6.302649E+05  1.117935E+06  9.465952E+07
  1.479260E+08  2.700635E+04  1.373053E+03  2.397534E+17  2.040632E+16  2.653097E+12  1.009206E-04  1.136329E+01  2.345512E+02  9.085463E+02  8.329782E+10  1.027692E+07  1.779136E+10  1.540508E+08  4.113139E+11  2.409892E+10  5.585125E+03  3.050673E+08  6.984900E+05  1.258749E+06  1.042687E+08
  1.484928E+08  2.770035E+04  1.376944E+03  2.452097E+17  2.087073E+16  2.832702E+12  1.190193E-04  1.291932E+01  2.654868E+02  1.096093E+03  9.455541E+10  1.189773E+07  1.959358E+10  1.656982E+08  4.208325E+11  2.470035E+10  6.460458E+03  3.361661E+08  7.402956E+05  1.346695E+06  1.101630E+08
  1.496263E+08  2.912514E+04  1.385171E+03  2.562833E+17  2.181324E+16  3.244671E+12  1.675916E-04  1.688094E+01  3.443544E+02  1.622676E+03  1.232157E+11  1.618406E+07  2.398467E+10  1.930268E+08  4.401742E+11  2.592837E+10  8.756009E+03  4.120285E+08  8.333644E+05  1.548790E+06  1.231232E+08
  1.511077E+08  3.103469E+04  1.397468E+03  2.707248E+17  2.304242E+16  3.942754E+12  2.745869E-04  2.490278E+01  5.051411E+02  2.891105E+03  1.818220E+11  2.592745E+07  3.258729E+10  2.415852E+08  4.654849E+11  2.755685E+10  1.387968E+04  5.639773E+08  9.815844E+05  1.892288E+06  1.433674E+08
  1.512418E+08  3.121360E+04  1.398581E+03  2.720716E+17  2.315705E+16  4.012338E+12  2.870190E-04  2.578674E+01  5.228129E+02  3.044612E+03  1.882570E+11  2.706165E+07  3.350929E+10  2.464892E+08  4.678436E+11  2.770813E+10  1.447279E+04  5.804645E+08  9.958870E+05  1.926524E+06  1.453287E+08
  1.515100E+08  3.157454E+04  1.400807E+03  2.747853E+17  2.338802E+16  4.154915E+12  3.135334E-04  2.764563E+01  5.599502E+02  3.375598E+03  2.017741E+11  2.948302E+07  3.543494E+10  2.565713E+08  4.725954E+11  2.801268E+10  1.573715E+04  6.150152E+08  1.024940E+06  1.996668E+06  1.493181E+08
  1.518219E+08  3.199963E+04  1.403396E+03  2.779760E+17  2.365959E+16  4.326630E+12  3.473528E-04  2.996940E+01  6.063322E+02  3.804414E+03  2.186419E+11  3.257656E+07  3.781888E+10  2.687705E+08  4.781811E+11  2.837028E+10  1.734915E+04  6.579998E+08  1.059488E+06  2.081138E+06  1.540722E+08
  1.521573E+08  3.246292E+04  1.406180E+03  2.814467E+17  2.395500E+16  4.518472E+12  3.876216E-04  3.267523E+01  6.602864E+02  4.323898E+03  2.382406E+11  3.626760E+07  4.056545E+10  2.824696E+08  4.842554E+11  2.875872E+10  1.926811E+04  7.077965E+08  1.097531E+06  2.175493E+06  1.593206E+08
  1.525760E+08  3.305093E+04  1.409656E+03  2.858420E+17  2.432910E+16  4.769059E+12  4.442637E-04  3.638380E+01  7.341531E+02  5.069386E+03  2.650275E+11  4.147336E+07  4.428459E+10  3.004697E+08  4.919457E+11  2.924982E+10  2.196750E+04  7.756630E+08  1.146372E+06  2.298712E+06  1.660809E+08
  1.529491E+08  3.358378E+04  1.412753E+03  2.898159E+17  2.466733E+16  5.003048E+12  5.013857E-04  4.002456E+01  8.065912E+02  5.836919E+03  2.912396E+11  4.673935E+07  4.789091E+10  3.173784E+08  4.988963E+11  2.969308E+10  2.469085E+04  8.419175E+08  1.191139E+06  2.413735E+06  1.723004E+08
  1.534580E+08  3.432450E+04  1.416977E+03  2.953257E+17  2.513629E+16  5.339302E+12  5.908269E-04  4.555679E+01  9.165374E+02  7.066774E+03  3.309094E+11  5.501539E+07  5.329719E+10  3.418390E+08  5.085303E+11  3.030656E+10  2.895848E+04  9.419956E+08  1.254115E+06  2.578964E+06  1.810902E+08
  1.540887E+08  3.526520E+04  1.422212E+03  3.022996E+17  2.572987E+16  5.784899E+12  7.231335E-04  5.343246E+01  1.072853E+03  8.940445E+03  3.870510E+11  6.731881E+07  6.086302E+10  3.745231E+08  5.207193E+11  3.108128E+10  3.528005E+04  1.083413E+09  1.335236E+06  2.797793E+06  1.924860E+08
  1.553502E+08  3.722463E+04  1.432683E+03  3.167453E+17  2.695940E+16  6.780581E+12  1.078386E-03  7.326583E+01  1.465824E+03  1.422580E+04  5.267570E+11  1.006230E+08  7.937851E+10  4.485255E+08  5.459515E+11  3.268029E+10  5.229501E+04  1.435021E+09  1.507724E+06  3.286158E+06  2.170128E+08
  1.556088E+08  3.763965E+04  1.434830E+03  3.197915E+17  2.721867E+16  7.003304E+12  1.169597E-03  7.812374E+01  1.561986E+03  1.563200E+04  5.606225E+11  1.092179E+08  8.381554E+10  4.652435E+08  5.512697E+11  3.301656E+10  5.666907E+04  1.520247E+09  1.544780E+06  3.395277E+06  2.223369E+08
  1.556330E+08  3.767864E+04  1.435031E+03  3.200774E+17  2.724301E+16  7.024440E+12  1.178483E-03  7.859273E+01  1.571268E+03  1.576992E+04  5.638849E+11  1.100558E+08  8.424203E+10  4.668325E+08  5.517689E+11  3.304811E+10  5.709519E+04  1.528456E+09  1.548270E+06  3.405630E+06  2.228393E+08
  1.556700E+08  3.773852E+04  1.435338E+03  3.205165E+17  2.728038E+16  7.056973E+12  1.192238E-03  7.931734E+01  1.585609E+03  1.598375E+04  5.689229E+11  1.113531E+08  8.490032E+10  4.692798E+08  5.525353E+11  3.309655E+10  5.775486E+04  1.541133E+09  1.553631E+06  3.421565E+06  2.236116E+08
  1.557441E+08  3.785856E+04  1.435953E+03  3.213964E+17  2.735527E+16  7.122458E+12  1.220212E-03  8.078577E+01  1.614671E+03  1.641981E+04  5.791231E+11  1.139923E+08  8.623221E+10  4.742084E+08  5.540713E+11  3.319361E+10  5.909643E+04  1.566800E+09  1.564390E+06  3.453635E+06  2.251625E+08
  1.558923E+08  3.809979E+04  1.437183E+03  3.231635E+17  2.750567E+16  7.255108E+12  1.278065E-03  8.380105E+01  1.674341E+03  1.732653E+04  6.000304E+11  1.194531E+08  8.895741E+10  4.842059E+08  5.571557E+11  3.338844E+10  6.187086E+04  1.619406E+09  1.586049E+06  3.518588E+06  2.282899E+08
  1.561886E+08  3.858687E+04  1.439643E+03  3.267268E+17  2.780896E+16  7.527261E+12  1.401777E-03  9.015775E+01  1.800120E+03  1.928657E+04  6.439410E+11  1.311402E+08  9.466193E+10  5.047805E+08  5.633747E+11  3.378104E+10  6.780212E+04  1.729861E+09  1.629932E+06  3.651795E+06  2.346475E+08
  1.567813E+08  3.957979E+04  1.444562E+03  3.339718E+17  2.842561E+16  8.099984E+12  1.684586E-03  1.042822E+02  2.079560E+03  2.386515E+04  7.407264E+11  1.578741E+08  1.071474E+11  5.483068E+08  5.760159E+11  3.457810E+10  8.134172E+04  1.973034E+09  1.719948E+06  3.931886E+06  2.477785E+08
  1.579667E+08  4.159423E+04  1.455185E+03  3.484119E+17  2.965466E+16  9.452224E+12  2.478651E-03  1.419872E+02  2.835710E+03  3.746689E+04  9.954604E+11  2.299196E+08  1.378139E+11  6.541384E+08  6.012404E+11  3.617458E+10  1.173158E+05  2.561336E+09  1.917061E+06  4.592872E+06  2.764003E+08
  1.595442E+08  4.435306E+04  1.470559E+03  3.677104E+17  3.129723E+16  1.173535E+13  4.256685E-03  2.195052E+02  4.415838E+03  7.074864E+04  1.506259E+12  3.806431E+08  1.933767E+11  8.396351E+08  6.349822E+11  3.831454E+10  1.950216E+05  3.605596E+09  2.210305E+06  5.706686E+06  3.197989E+08
