 Teff =  2700.00  logg =  3.34  mixLengthPara =  0.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.00
          18
 
             z             p             T          n<H>            He             H             C             N             O            Si            Mg            Al            Fe             S            Na             K            Ti            Ca            Li            Cl             V
  2.082874E+08  2.508998E+05  1.961833E+03  1.559063E+18  1.326978E+17  2.147135E+15  1.992891E+03  7.249227E+06  1.487176E+08  2.718439E+09  6.160911E+13  2.822365E+12  4.932540E+13  2.557208E+11  2.696864E+12  1.517928E+11  6.867742E+09  3.385130E+12  1.684605E+07  9.327474E+08  7.390364E+09
  2.084692E+08  2.522976E+05  1.963337E+03  1.566562E+18  1.333361E+17  2.174521E+15  2.059187E+03  7.429672E+06  1.521160E+08  2.772455E+09  6.190368E+13  2.784224E+12  4.954969E+13  2.590814E+11  2.709777E+12  1.524114E+11  6.695684E+09  3.398731E+12  1.692819E+07  9.463746E+08  7.448329E+09
  2.085117E+08  2.526253E+05  1.963688E+03  1.568319E+18  1.334856E+17  2.180963E+15  2.074982E+03  7.472426E+06  1.529197E+08  2.785226E+09  6.197268E+13  2.775677E+12  4.960212E+13  2.598719E+11  2.712802E+12  1.525561E+11  6.607954E+09  3.400957E+12  1.694743E+07  9.495709E+08  7.461928E+09
  2.085966E+08  2.532818E+05  1.964391E+03  1.571839E+18  1.337852E+17  2.193899E+15  2.106830E+03  7.558633E+06  1.545455E+08  2.810821E+09  6.211092E+13  2.761650E+12  4.970859E+13  2.614601E+11  2.718863E+12  1.528459E+11  6.563291E+09  3.408450E+12  1.698599E+07  9.559140E+08  7.489036E+09
  2.087665E+08  2.546000E+05  1.965796E+03  1.578902E+18  1.343864E+17  2.219978E+15  2.171623E+03  7.733869E+06  1.578687E+08  2.862300E+09  6.238840E+13  2.753083E+12  4.992612E+13  2.646665E+11  2.731024E+12  1.534269E+11  6.502458E+09  3.423496E+12  1.706339E+07  9.682497E+08  7.542984E+09
  2.091063E+08  2.572569E+05  1.968607E+03  1.593123E+18  1.355968E+17  2.272975E+15  2.306146E+03  8.095903E+06  1.647763E+08  2.966926E+09  6.294711E+13  2.785138E+12  5.037344E+13  2.711931E+11  2.755510E+12  1.545939E+11  6.576705E+09  3.453865E+12  1.721931E+07  9.921826E+08  7.650513E+09
  2.092666E+08  2.585200E+05  1.969933E+03  1.599877E+18  1.361716E+17  2.298370E+15  2.372291E+03  8.272190E+06  1.681361E+08  3.017454E+09  6.321240E+13  2.804281E+12  5.058642E+13  2.743208E+11  2.767137E+12  1.551468E+11  6.602450E+09  3.467549E+12  1.729334E+07  1.003563E+09  7.701558E+09
  2.095871E+08  2.610647E+05  1.972585E+03  1.613470E+18  1.373285E+17  2.349929E+15  2.510035E+03  8.635686E+06  1.750518E+08  3.120893E+09  6.374638E+13  2.843944E+12  5.101589E+13  2.806698E+11  2.790537E+12  1.562569E+11  6.735922E+09  3.496783E+12  1.744232E+07  1.026644E+09  7.804356E+09
  2.097127E+08  2.620684E+05  1.973624E+03  1.618826E+18  1.377844E+17  2.370410E+15  2.566061E+03  8.782153E+06  1.778328E+08  3.162316E+09  6.395680E+13  2.859616E+12  5.118515E+13  2.831913E+11  2.799758E+12  1.566934E+11  6.789539E+09  3.508313E+12  1.750101E+07  1.035812E+09  7.844909E+09
  2.097382E+08  2.622728E+05  1.973835E+03  1.619917E+18  1.378773E+17  2.374591E+15  2.577590E+03  8.812197E+06  1.784028E+08  3.170795E+09  6.399963E+13  2.862809E+12  5.121960E+13  2.837060E+11  2.801635E+12  1.567822E+11  6.800521E+09  3.510661E+12  1.751296E+07  1.037684E+09  7.853169E+09
  2.097438E+08  2.623176E+05  1.973881E+03  1.620156E+18  1.378976E+17  2.375508E+15  2.580122E+03  8.818792E+06  1.785279E+08  3.172656E+09  6.400904E+13  2.863508E+12  5.122718E+13  2.838189E+11  2.802046E+12  1.568016E+11  6.802929E+09  3.511176E+12  1.751558E+07  1.038094E+09  7.854978E+09
  2.097550E+08  2.624072E+05  1.973974E+03  1.620634E+18  1.379383E+17  2.377343E+15  2.585195E+03  8.831996E+06  1.787783E+08  3.176379E+09  6.402777E+13  2.864909E+12  5.124222E+13  2.840447E+11  2.802869E+12  1.568406E+11  6.807755E+09  3.512205E+12  1.752082E+07  1.038916E+09  7.858601E+09
  2.097611E+08  2.624563E+05  1.974024E+03  1.620896E+18  1.379606E+17  2.378347E+15  2.587975E+03  8.839232E+06  1.789156E+08  3.178420E+09  6.403809E+13  2.865675E+12  5.125054E+13  2.841684E+11  2.803320E+12  1.568619E+11  6.810396E+09  3.512769E+12  1.752369E+07  1.039366E+09  7.860584E+09
  2.097623E+08  2.624655E+05  1.974034E+03  1.620945E+18  1.379648E+17  2.378536E+15  2.588497E+03  8.840591E+06  1.789414E+08  3.178803E+09  6.404001E+13  2.865819E+12  5.125208E+13  2.841916E+11  2.803405E+12  1.568659E+11  6.810893E+09  3.512875E+12  1.752423E+07  1.039450E+09  7.860956E+09
  2.097623E+08  2.624655E+05  1.974034E+03  1.620945E+18  1.379648E+17  2.378537E+15  2.588499E+03  8.840595E+06  1.789415E+08  3.178804E+09  6.404002E+13  2.865820E+12  5.125209E+13  2.841917E+11  2.803405E+12  1.568659E+11  6.810894E+09  3.512875E+12  1.752423E+07  1.039450E+09  7.860957E+09
  2.097623E+08  2.624656E+05  1.974034E+03  1.620945E+18  1.379648E+17  2.378537E+15  2.588500E+03  8.840598E+06  1.789415E+08  3.178805E+09  6.404002E+13  2.865820E+12  5.125209E+13  2.841917E+11  2.803405E+12  1.568659E+11  6.810895E+09  3.512875E+12  1.752423E+07  1.039450E+09  7.860958E+09
  2.097623E+08  2.624656E+05  1.974034E+03  1.620945E+18  1.379648E+17  2.378537E+15  2.588500E+03  8.840598E+06  1.789415E+08  3.178805E+09  6.404002E+13  2.865820E+12  5.125209E+13  2.841917E+11  2.803405E+12  1.568659E+11  6.810895E+09  3.512875E+12  1.752423E+07  1.039450E+09  7.860958E+09
  2.101955E+08  2.659630E+05  1.977618E+03  1.639584E+18  1.395512E+17  2.450649E+15  2.792845E+03  9.367316E+06  1.889098E+08  3.326446E+09  6.477211E+13  2.920288E+12  5.184084E+13  2.930667E+11  2.835486E+12  1.583798E+11  6.934041E+09  3.551624E+12  1.772842E+07  1.071742E+09  8.002332E+09
  2.110619E+08  2.730982E+05  1.984785E+03  1.677507E+18  1.427790E+17  2.600812E+15  3.248834E+03  1.051080E+07  2.104255E+08  3.641175E+09  6.626140E+13  3.032309E+12  5.303982E+13  3.115338E+11  2.900747E+12  1.614399E+11  7.363604E+09  3.633978E+12  1.814365E+07  1.138977E+09  8.290765E+09
  2.127947E+08  2.879481E+05  1.999120E+03  1.756005E+18  1.494602E+17  2.926252E+15  4.384254E+03  1.320396E+07  2.604760E+08  4.356482E+09  6.934306E+13  3.262608E+12  5.552161E+13  3.514825E+11  3.035773E+12  1.676895E+11  8.295543E+09  3.804415E+12  1.900225E+07  1.284813E+09  8.891381E+09
  2.162604E+08  3.201143E+05  2.027791E+03  1.924192E+18  1.637753E+17  3.689352E+15  7.899084E+03  2.065596E+07  3.954897E+08  6.201186E+09  7.594108E+13  3.748724E+12  6.083895E+13  4.446870E+11  3.324812E+12  1.807082E+11  1.048500E+10  4.169460E+12  2.083823E+07  1.627168E+09  1.019218E+10
  2.208368E+08  3.663752E+05  2.058869E+03  2.169206E+18  1.846294E+17  4.764053E+15  1.503056E+04  3.347297E+07  6.137106E+08  9.206278E+09  8.554601E+13  4.392614E+12  6.858510E+13  5.699804E+11  3.745661E+12  1.999923E+11  1.371501E+10  4.700440E+12  2.349556E+07  2.108652E+09  1.200921E+10
  2.254132E+08  4.189295E+05  2.088643E+03  2.444983E+18  2.081018E+17  6.067373E+15  2.757004E+04  5.265598E+07  9.234148E+08  1.340453E+10  9.634386E+13  5.098043E+12  7.730364E+13  7.177017E+11  4.218756E+12  2.212326E+11  1.772274E+10  5.297668E+12  2.647774E+07  2.692256E+09  1.406303E+10
  2.299897E+08  4.785234E+05  2.116414E+03  2.755835E+18  2.345596E+17  7.597772E+15  4.834358E+04  7.986644E+07  1.337659E+09  1.905901E+10  1.085001E+14  5.869579E+12  8.713084E+13  8.848200E+11  4.751421E+12  2.449263E+11  2.257950E+10  5.970309E+12  2.982864E+07  3.376656E+09  1.637146E+10
  2.345661E+08  5.448488E+05  2.138038E+03  3.106257E+18  2.643853E+17  9.145573E+15  7.626708E+04  1.112217E+08  1.773111E+09  2.562987E+10  1.221906E+14  6.686411E+12  9.820882E+13  1.040452E+12  5.351845E+12  2.727412E+11  2.790634E+10  6.727598E+12  3.358819E+07  4.066725E+09  1.888496E+10
  2.391425E+08  6.203672E+05  2.159663E+03  3.501237E+18  2.980036E+17  1.098076E+16  1.195150E+05  1.540432E+08  2.336953E+09  3.434360E+10  1.375997E+14  7.603596E+12  1.106951E+14  1.219518E+12  6.027812E+12  3.036493E+11  3.439313E+10  7.580662E+12  3.781678E+07  4.884208E+09  2.174855E+10
  2.437189E+08  7.051643E+05  2.177689E+03  3.946798E+18  3.359270E+17  1.289349E+16  1.764311E+05  2.032994E+08  2.929297E+09  4.459506E+10  1.549606E+14  8.604338E+12  1.247801E+14  1.392224E+12  6.790135E+12  3.394392E+11  4.167713E+10  8.541987E+12  4.256973E+07  5.734242E+09  2.493010E+10
  2.482954E+08  8.005271E+05  2.192980E+03  4.449366E+18  3.787024E+17  1.489114E+16  2.491667E+05  2.588710E+08  3.537606E+09  5.657134E+10  1.745167E+14  9.704456E+12  1.406669E+14  1.558785E+12  7.649733E+12  3.807032E+11  4.988088E+10  9.625254E+12  4.791268E+07  6.620173E+09  2.848428E+10
  2.528718E+08  9.087864E+05  2.208271E+03  5.015928E+18  4.269247E+17  1.717809E+16  3.507951E+05  3.287985E+08  4.260974E+09  7.164520E+10  1.965269E+14  1.093907E+13  1.585762E+14  1.742834E+12  8.617834E+12  4.270460E+11  5.961863E+10  1.084553E+13  5.392049E+07  7.633574E+09  3.252302E+10
  2.574482E+08  1.030208E+06  2.222198E+03  5.650572E+18  4.809417E+17  1.964360E+16  4.825528E+05  4.099555E+08  5.036387E+09  8.960244E+10  2.211421E+14  1.230193E+13  1.786369E+14  1.929338E+12  9.701576E+12  4.794794E+11  7.075226E+10  1.221116E+13  6.062900E+07  8.724557E+09  3.704481E+10
  2.620246E+08  1.167504E+06  2.235842E+03  6.364565E+18  5.417123E+17  2.240695E+16  6.594202E+05  5.084363E+08  5.920604E+09  1.116613E+11  2.487851E+14  1.382344E+13  2.012052E+14  2.129642E+12  1.091969E+13  5.385229E+11  8.377381E+10  1.374616E+13  6.815379E+07  9.946196E+09  4.215867E+10
  2.666011E+08  1.322890E+06  2.249809E+03  7.166674E+18  6.099829E+17  2.557556E+16  9.027924E+05  6.315662E+08  6.972474E+09  1.392661E+11  2.797779E+14  1.552673E+13  2.265578E+14  2.352770E+12  1.228653E+13  6.045112E+11  9.917274E+10  1.546904E+13  7.658253E+07  1.134605E+10  4.795296E+10
  2.711775E+08  1.494500E+06  2.269882E+03  8.025313E+18  6.830649E+17  3.000512E+16  1.333120E+06  8.352720E+08  8.788606E+09  1.802802E+11  3.128585E+14  1.742978E+13  2.536954E+14  2.691268E+12  1.374451E+13  6.697703E+11  1.191177E+11  1.731259E+13  8.559856E+07  1.330545E+10  5.443766E+10
  2.757539E+08  1.688372E+06  2.289954E+03  8.986826E+18  7.649029E+17  3.513755E+16  1.959067E+06  1.100339E+09  1.103246E+10  2.327711E+11  3.498171E+14  1.955014E+13  2.840829E+14  3.071603E+12  1.537453E+13  7.420930E+11  1.427579E+11  1.937488E+13  9.566338E+07  1.557312E+10  6.174414E+10
  2.803303E+08  1.905920E+06  2.312270E+03  1.004673E+19  8.551151E+17  4.149470E+16  2.946463E+06  1.477583E+09  1.413965E+10  3.039840E+11  3.904430E+14  2.191277E+13  3.175777E+14  3.542538E+12  1.716633E+13  8.184779E+11  1.716697E+11  2.164607E+13  1.067307E+08  1.837966E+10  6.994613E+10
  2.849068E+08  2.144877E+06  2.343536E+03  1.115703E+19  9.496173E+17  5.086695E+16  4.911209E+06  2.159859E+09  1.985822E+10  4.177041E+11  4.328199E+14  2.452925E+13  3.526612E+14  4.278279E+12  1.902994E+13  8.857408E+11  2.102324E+11  2.402376E+13  1.183202E+08  2.251489E+10  7.900517E+10
  2.894832E+08  2.413795E+06  2.374801E+03  1.239004E+19  1.054563E+18  6.210444E+16  8.099168E+06  3.129904E+09  2.763870E+10  5.706970E+11  4.797393E+14  2.741278E+13  3.916190E+14  5.138842E+12  2.109221E+13  9.576466E+11  2.561595E+11  2.666040E+13  1.311419E+08  2.746215E+10  8.908917E+10
  2.940596E+08  2.712530E+06  2.409838E+03  1.372081E+19  1.167830E+18  7.671882E+16  1.380081E+07  4.660472E+09  3.962321E+10  7.921154E+11  5.301771E+14  3.057241E+13  4.336606E+14  6.257845E+12  2.330268E+13  1.025670E+12  3.129245E+11  2.950188E+13  1.449378E+08  3.388145E+10  1.001877E+11
  2.986360E+08  3.035676E+06  2.455725E+03  1.507253E+19  1.282881E+18  9.849293E+16  2.616655E+07  7.580966E+09  6.251944E+10  1.158263E+12  5.810953E+14  3.395610E+13  4.763552E+14  7.972337E+12  2.551061E+13  1.068931E+12  3.874232E+11  3.238256E+13  1.589153E+08  4.341605E+10  1.120218E+11
  3.032125E+08  3.397317E+06  2.501612E+03  1.655743E+19  1.409266E+18  1.254893E+17  4.862876E+07  1.213294E+10  9.699415E+10  1.675431E+12  6.368155E+14  3.762755E+13  5.232497E+14  1.004476E+13  2.791223E+13  1.110487E+12  4.749898E+11  3.553908E+13  1.741756E+08  5.519268E+10  1.249532E+11
  3.077889E+08  3.798197E+06  2.546665E+03  1.817907E+19  1.547290E+18  1.581654E+17  8.783132E+07  1.897820E+10  1.469800E+11  2.386056E+12  6.974293E+14  4.158938E+13  5.744560E+14  1.247970E+13  3.050791E+13  1.151550E+12  5.756549E+11  3.897703E+13  1.907319E+08  6.939392E+10  1.389888E+11
  3.123653E+08  4.225450E+06  2.587641E+03  1.990848E+19  1.694486E+18  1.946815E+17  1.490022E+08  2.824485E+10  2.118024E+11  3.283150E+12  7.618455E+14  4.574241E+13  6.290590E+14  1.509951E+13  3.325524E+13  1.196873E+12  6.846121E+11  4.263404E+13  2.082749E+08  8.521062E+10  1.537983E+11
  3.169417E+08  4.700764E+06  2.628618E+03  2.180241E+19  1.855686E+18  2.383886E+17  2.493441E+08  4.157326E+10  3.017266E+11  4.483440E+12  8.320910E+14  5.026284E+13  6.888474E+14  1.814147E+13  3.622995E+13  1.242726E+12  8.088220E+11  4.662728E+13  2.273565E+08  1.040800E+11  1.699806E+11
  3.215182E+08  5.229545E+06  2.669595E+03  2.387652E+19  2.032221E+18  2.904668E+17  4.118487E+08  6.054799E+10  4.251472E+11  6.077988E+12  9.086754E+14  5.518614E+13  7.543128E+14  2.165359E+13  3.944771E+13  1.289546E+12  9.496343E+11  5.098654E+13  2.481010E+08  1.264907E+11  1.876685E+11
  3.260946E+08  5.808227E+06  2.660960E+03  2.660449E+19  2.264410E+18  2.971654E+17  4.213040E+08  5.965075E+10  3.958146E+11  6.471598E+12  1.010211E+15  6.074359E+13  8.404615E+14  2.145040E+13  4.404067E+13  1.502854E+12  1.042833E+12  5.675533E+13  2.756695E+08  1.294771E+11  2.087715E+11
  3.306710E+08  6.449886E+06  2.647392E+03  2.969520E+19  2.527472E+18  2.986938E+17  4.106475E+08  5.649653E+10  3.534592E+11  6.724902E+12  1.124995E+15  6.682014E+13  9.380658E+14  2.079740E+13  4.926883E+13  1.766248E+12  1.137234E+12  6.328325E+13  3.067395E+08  1.302424E+11  2.324107E+11
  3.352474E+08  7.162433E+06  2.633825E+03  3.314497E+19  2.821095E+18  3.000558E+17  3.996774E+08  5.344707E+10  3.152795E+11  6.982750E+12  1.252693E+15  7.343148E+13  1.047004E+15  2.009726E+13  5.509241E+13  2.068977E+12  1.239341E+12  7.055495E+13  3.411763E+08  1.309240E+11  2.586979E+11
  3.398239E+08  7.970838E+06  2.604057E+03  3.731432E+19  3.175963E+18  2.843890E+17  3.314677E+08  4.433596E+10  2.443374E+11  6.696834E+12  1.407066E+15  8.075988E+13  1.178685E+15  1.809499E+13  6.221301E+13  2.501545E+12  1.321286E+12  7.933672E+13  3.824728E+08  1.242580E+11  2.893685E+11
  3.444003E+08  8.883616E+06  2.563159E+03  4.225651E+19  3.596612E+18  2.579766E+17  2.437943E+08  3.333057E+10  1.704909E+11  6.048414E+12  1.589956E+15  8.862575E+13  1.334791E+15  1.536920E+13  7.067187E+13  3.067580E+12  1.380890E+12  8.972380E+13  4.308185E+08  1.128890E+11  3.244796E+11
  3.489767E+08  9.900920E+06  2.522260E+03  4.785329E+19  4.072976E+18  2.327534E+17  1.767848E+08  2.477292E+10  1.175839E+11  5.421521E+12  1.796539E+15  9.679899E+13  1.511576E+15  1.287329E+13  8.019662E+13  3.719715E+12  1.433384E+12  1.014467E+14  4.847898E+08  1.019497E+11  3.633697E+11
  3.535531E+08  1.105927E+07  2.481111E+03  5.433528E+19  4.624682E+18  2.088677E+17  1.262660E+08  1.817525E+10  7.991847E+10  4.826710E+12  2.035126E+15  1.053438E+14  1.716323E+15  1.062551E+13  9.117069E+13  4.477487E+12  1.480206E+12  1.149722E+14  5.463423E+08  9.151217E+10  4.073435E+11
  3.581296E+08  1.239665E+07  2.439565E+03  6.195475E+19  5.273204E+18  1.863810E+17  8.871002E+07  1.314348E+10  5.340966E+10  4.268373E+12  2.314724E+15  1.141912E+14  1.957000E+15  8.635928E+12  1.040112E+14  5.363234E+12  1.521604E+12  1.308019E+14  6.174743E+08  8.160957E+10  4.576646E+11
  3.627060E+08  1.389576E+07  2.398019E+03  7.064270E+19  6.012669E+18  1.652547E+17  6.125840E+07  9.375578E+09  3.520350E+10  3.740497E+12  2.632603E+15  1.226639E+14  2.231433E+15  6.923245E+12  1.185985E+14  6.366984E+12  1.551216E+12  1.487590E+14  6.970083E+08  7.223588E+10  5.130995E+11
  3.672824E+08  1.560239E+07  2.361854E+03  8.051908E+19  6.853285E+18  1.492510E+17  4.444425E+07  6.962493E+09  2.420812E+10  3.363172E+12  2.992248E+15  1.310644E+14  2.543387E+15  5.654042E+12  1.351035E+14  7.474930E+12  1.592264E+12  1.690617E+14  7.857981E+08  6.506382E+10  5.751095E+11
  3.718588E+08  1.757534E+07  2.336021E+03  9.171084E+19  7.805858E+18  1.408899E+17  3.630100E+07  5.691988E+09  1.840793E+10  3.216468E+12  3.396872E+15  1.403876E+14  2.896838E+15  4.869931E+12  1.537055E+14  8.678254E+12  1.674887E+12  1.919568E+14  8.850654E+08  6.123113E+10  6.463298E+11
  3.764353E+08  1.979777E+07  2.310187E+03  1.044582E+20  8.890835E+18  1.326248E+17  2.939544E+07  4.624894E+09  1.392052E+10  3.062305E+12  3.855704E+15  1.491828E+14  3.299409E+15  4.170754E+12  1.748352E+14  1.004374E+13  1.754669E+12  2.178708E+14  9.957505E+08  5.741955E+10  7.253963E+11
  3.810117E+08  2.233134E+07  2.288370E+03  1.189426E+20  1.012366E+19  1.270002E+17  2.489085E+07  3.899918E+09  1.095288E+10  2.984123E+12  4.373806E+15  1.582082E+14  3.756799E+15  3.645997E+12  1.987548E+14  1.157220E+13  1.854639E+12  2.471355E+14  1.119200E+09  5.475962E+10  8.147168E+11
  3.855881E+08  2.523541E+07  2.272014E+03  1.353816E+20  1.152284E+19  1.247576E+17  2.253600E+07  3.475543E+09  9.139085E+09  3.011135E+12  4.957370E+15  1.682402E+14  4.275848E+15  3.291375E+12  2.257880E+14  1.327865E+13  1.989866E+12  2.801565E+14  1.257055E+09  5.358283E+10  9.168457E+11
  3.901645E+08  2.851714E+07  2.255658E+03  1.540925E+20  1.311540E+19  1.224051E+17  2.028384E+07  3.088641E+09  7.616653E+09  3.028891E+12  5.617648E+15  1.778161E+14  4.866604E+15  2.964355E+12  2.564590E+14  1.521694E+13  2.128963E+12  3.174499E+14  1.410308E+09  5.234786E+10  1.030746E+12
  3.947410E+08  3.226242E+07  2.243507E+03  1.752715E+20  1.491803E+19  1.225722E+17  1.923587E+07  2.869189E+09  6.660515E+09  3.130190E+12  6.358800E+15  1.885570E+14  5.535195E+15  2.741554E+12  2.910243E+14  1.738749E+13  2.304358E+12  3.593751E+14  1.580686E+09  5.221630E+10  1.160364E+12
  3.993174E+08  3.652964E+07  2.234393E+03  1.992646E+20  1.696016E+19  1.246010E+17  1.893429E+07  2.753673E+09  6.038874E+09  3.297752E+12  7.191199E+15  2.004728E+14  6.292524E+15  2.586063E+12  3.300089E+14  1.982783E+13  2.514542E+12  4.065203E+14  1.770048E+09  5.289509E+10  1.307513E+12
  4.038938E+08  4.136127E+07  2.225279E+03  2.265420E+20  1.928185E+19  1.266125E+17  1.852991E+07  2.639820E+09  5.484676E+09  3.463682E+12  8.130257E+15  2.122557E+14  7.153451E+15  2.437971E+12  3.741521E+14  2.259677E+13  2.736215E+12  4.596044E+14  1.979897E+09  5.355639E+10  1.471926E+12
  4.084702E+08  4.685647E+07  2.223722E+03  2.568185E+20  2.185880E+19  1.336996E+17  2.008006E+07  2.754061E+09  5.453371E+09  3.832442E+12  9.159364E+15  2.284497E+14  8.108787E+15  2.421674E+12  4.228439E+14  2.562597E+13  3.049356E+12  5.182279E+14  2.210878E+09  5.643511E+10  1.661453E+12
  4.130467E+08  5.308946E+07  2.224261E+03  2.909108E+20  2.476052E+19  1.427061E+17  2.231231E+07  2.941218E+09  5.570723E+09  4.295120E+12  1.030567E+16  2.468032E+14  9.184326E+15  2.441260E+12  4.773771E+14  2.901753E+13  3.415968E+12  5.837074E+14  2.466276E+09  6.013808E+10  1.876051E+12
  4.176231E+08  6.015157E+07  2.224800E+03  3.295287E+20  2.804744E+19  1.523187E+17  2.465617E+07  3.140021E+09  5.706677E+09  4.800311E+12  1.159091E+16  2.661390E+14  1.040246E+16  2.461595E+12  5.388294E+14  3.284901E+13  3.817175E+12  6.571095E+14  2.748691E+09  6.408758E+10  2.116825E+12
  4.221995E+08  6.811679E+07  2.231097E+03  3.721141E+20  3.167205E+19  1.673466E+17  2.944020E+07  3.574109E+09  6.261409E+09  5.579593E+12  1.298679E+16  2.912011E+14  1.174529E+16  2.583622E+12  6.060992E+14  3.702396E+13  4.342810E+12  7.376345E+14  3.057858E+09  7.038613E+10  2.392127E+12
  4.267759E+08  7.713676E+07  2.237394E+03  4.202028E+20  3.576506E+19  1.838222E+17  3.495018E+07  4.065040E+09  6.884364E+09  6.467391E+12  1.454407E+16  3.182052E+14  1.326135E+16  2.711699E+12  6.815998E+14  4.172097E+13  4.929350E+12  8.276009E+14  3.399086E+09  7.729269E+10  2.701499E+12
  4.313524E+08  8.729125E+07  2.250046E+03  4.728771E+20  4.024837E+19  2.083095E+17  4.522906E+07  4.954480E+09  8.139029E+09  7.831048E+12  1.621854E+16  3.535702E+14  1.492123E+16  2.971589E+12  7.635709E+14  4.679228E+13  5.710992E+12  9.258255E+14  3.772171E+09  8.767269E+10  3.056724E+12
  4.359288E+08  9.852017E+07  2.287337E+03  5.251067E+20  4.469383E+19  2.655150E+17  8.262486E+07  7.851401E+09  1.255104E+10  1.127676E+13  1.781138E+16  4.180279E+14  1.656488E+16  3.829078E+12  8.433499E+14  5.154444E+13  7.188736E+12  1.025576E+15  4.168298E+09  1.123287E+11  3.485188E+12
  4.405052E+08  1.111936E+08  2.324628E+03  5.831052E+20  4.963030E+19  3.363483E+17  1.482346E+08  1.227452E+10  1.910525E+10  1.608191E+13  1.954783E+16  4.888216E+14  1.838905E+16  4.892732E+12  9.311198E+14  5.673874E+13  8.977707E+12  1.135259E+15  4.600316E+09  1.429203E+11  3.961309E+12
  4.450816E+08  1.251600E+08  2.373869E+03  6.428740E+20  5.471745E+19  4.463297E+17  3.056529E+08  2.131183E+10  3.234027E+10  2.456103E+13  2.127177E+16  5.781187E+14  2.026632E+16  6.667521E+12  1.019974E+15  6.179054E+13  1.151464E+13  1.248610E+15  5.055286E+09  1.906079E+11  4.493031E+12
  4.496580E+08  1.401237E+08  2.447040E+03  6.986441E+20  5.946426E+19  6.473782E+17  8.230348E+08  4.527645E+10  6.714854E+10  4.275962E+13  2.277180E+16  6.949762E+14  2.201283E+16  1.027568E+13  1.100158E+15  6.579158E+13  1.546848E+13  1.355199E+15  5.505482E+09  2.780338E+11  5.064597E+12
  4.542345E+08  1.568763E+08  2.520211E+03  7.592522E+20  6.462285E+19  9.209077E+17  2.093657E+09  9.222804E+10  1.338516E+11  7.217952E+13  2.436064E+16  8.142412E+14  2.390826E+16  1.541418E+13  1.185955E+15  6.980042E+13  2.020682E+13  1.468064E+15  5.979425E+09  3.967583E+11  5.663269E+12
  4.588109E+08  1.756318E+08  2.593382E+03  8.251182E+20  7.022895E+19  1.286889E+18  5.057600E+09  1.807672E+11  2.570141E+11  1.184013E+14  2.604207E+16  9.368897E+14  2.596505E+16  2.255634E+13  1.277639E+15  7.377543E+13  2.573100E+13  1.587845E+15  6.480470E+09  5.551111E+11  6.294317E+12
