 Teff =  2700.00  logg =  3.34  mixLengthPara =  0.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.00
         191
 
             z             p             T          n<H>            CH            CO           CH2           H2O           C2H            C2            C3            C4            C5          C2H2           HCO          H2CO           CH3           CH4           CO2          C2H4         C2H4O           C2O          C3O2            OH           HO2           HCN            CN           C2N          C2N2            NH           HNO           NH2            NO           NO2           N2O            H+            H-            C-          CHNO          CHO+           CN+           CN-           CNN           NCN           C2-          C4N2     HNO2(cis)      HNO2(tr)          HNO3           OH+           OH-          N2H2           NH3          H3O+          N2H4           NO+          NO2-           NO3          N2O3          N2O4          N2O5            O-           O2-            O3          CO2-           SI2           SI3           SIC          SI2C          SIC2           SIH          SIH4           SIN          SI2N           SIO          SIO2           AL+           ALH          HALO          ALOH         ALOH+         ALOH-         ALO2H           ALN           ALO          ALO+          ALO2         ALO2-          AL2O         AL2O+         AL2O2        AL202+           CAL           MGH          MGOH         MGOH+       MG(OH)2           MG+           MGN           MGO           ALS           CKN          NACN           COS
  2.425865E+05  3.488520E+00  7.339321E+02  5.793278E+13  5.718233E-24  1.555492E+10  8.659520E-15  5.886467E+09  9.892239E-18  2.024614E-37  2.241641E-37  3.458275E-52  2.137457E-55  2.844025E-06  2.328969E-06  7.634044E-02  5.762504E-04  3.958513E+05  2.272252E+07  1.010655E-05  4.242925E-21  2.418401E-20  3.765367E-18  6.425278E-05  3.379989E-25  3.910213E+00  3.554598E-15  1.071770E-25  1.925787E-17  4.191668E-15  2.999650E-17  1.714538E-07  8.508789E-11  4.738506E-29  1.249547E-19  4.622220E-69  1.908519E-14  2.675778E-41  2.808235E-04  5.500428E-43  3.275627E-89  3.818675E-11  2.838940E-34  1.730374E-23  4.480184E-32  4.987948E-37  5.458050E-27  7.712766E-27  7.918036E-46  1.714324E-73  7.222292E-15  7.238819E-18  3.936481E+03  2.564284E-33  5.838239E-21  4.256892E-53  1.053559E-23  7.233233E-55  1.422372E-62  2.394179E-81  1.000000E-99  8.142216E-27  2.234819E-37  9.129971E-51  4.062412E-11  1.293068E-25  8.415393E-34  6.263527E-32  2.031316E-24  1.645284E-26  2.261431E-11  1.236969E-05  8.655482E-14  2.346017E-20  2.593450E+06  1.363080E-02  5.039859E-23  3.123631E-03  1.366042E-09  2.107741E+06  4.451648E-23  8.087730E-12  3.661395E+04  2.195291E-18  1.574149E-05  6.215791E-50  3.718314E-10  4.576727E-11  3.339859E+05  1.216079E-26  1.077764E+01  1.322404E-45  2.591669E-29  6.803709E+01  3.462265E+03  1.286798E-29  5.099056E+04  3.302646E-23  2.215130E-09  1.657551E-07  2.336842E-03  5.949943E-02  3.385729E+00  8.433661E+03
  3.195725E+05  3.510682E+00  7.340946E+02  5.828796E+13  6.004711E-24  1.565000E+10  9.052482E-15  5.788344E+09  1.059884E-17  2.191214E-37  2.483446E-37  3.948558E-52  2.501504E-55  3.028618E-06  2.363555E-06  7.726455E-02  5.989760E-04  4.093762E+05  2.231165E+07  1.075915E-05  4.437348E-21  2.529637E-20  3.925068E-18  6.363640E-05  3.298452E-25  4.050681E+00  3.710979E-15  1.151820E-25  2.057521E-17  4.275362E-15  2.986552E-17  1.742294E-07  8.442766E-11  4.626440E-29  1.243394E-19  4.866060E-69  1.938388E-14  2.821308E-41  2.842589E-04  5.707247E-43  3.566843E-89  3.961867E-11  2.989699E-34  1.812195E-23  4.814829E-32  5.640638E-37  5.324389E-27  7.523382E-27  7.600421E-46  1.765359E-73  7.158124E-15  7.384785E-18  3.978110E+03  2.586700E-33  5.967703E-21  4.331920E-53  1.021639E-23  6.973662E-55  1.376287E-62  2.278277E-81  1.000000E-99  8.117049E-27  2.184905E-37  8.797418E-51  4.011715E-11  1.241600E-25  7.847801E-34  6.387080E-32  1.994641E-24  1.712238E-26  2.229259E-11  1.215528E-05  8.531217E-14  2.244139E-20  2.469949E+06  1.270662E-02  4.553251E-23  2.784897E-03  1.191091E-09  1.823478E+06  3.925339E-23  7.035996E-12  3.092156E+04  1.970070E-18  1.369886E-05  5.556012E-50  3.162641E-10  3.877743E-11  2.540215E+05  9.438206E-27  8.010676E+00  1.009741E-45  2.397811E-29  5.417759E+01  2.685956E+03  1.018680E-29  3.855655E+04  2.670934E-23  1.771656E-09  1.292399E-07  2.121326E-03  6.110580E-02  3.495486E+00  8.664677E+03
  4.735446E+05  3.555427E+00  7.344197E+02  5.900488E+13  6.489248E-24  1.584229E+10  9.695286E-15  5.710980E+09  1.168650E-17  2.465256E-37  2.869326E-37  4.748929E-52  3.097870E-55  3.298908E-06  2.434314E-06  7.914819E-02  6.342425E-04  4.290986E+05  2.195092E+07  1.171206E-05  4.756653E-21  2.712534E-20  4.180238E-18  6.369200E-05  3.270438E-25  4.260246E+00  3.963969E-15  1.277759E-25  2.255898E-17  4.447705E-15  3.020784E-17  1.799137E-07  8.481459E-11  4.591606E-29  1.256241E-19  5.376938E-69  2.005345E-14  3.082883E-41  2.912632E-04  6.126518E-43  4.132540E-89  4.191711E-11  3.249473E-34  1.947962E-23  5.356917E-32  6.655024E-37  5.275244E-27  7.452933E-27  7.439454E-46  1.904474E-73  7.195596E-15  7.685502E-18  4.062681E+03  2.677822E-33  6.235235E-21  4.563789E-53  1.003119E-23  6.886164E-55  1.368863E-62  2.236252E-81  1.000000E-99  8.255134E-27  2.180642E-37  8.677303E-51  4.003658E-11  1.140862E-25  6.790407E-34  6.498008E-32  1.878563E-24  1.778193E-26  2.162608E-11  1.171776E-05  8.273970E-14  2.046546E-20  2.282103E+06  1.147710E-02  4.039866E-23  2.413365E-03  1.007351E-09  1.518258E+06  3.385238E-23  5.941084E-12  2.503391E+04  1.729710E-18  1.154079E-05  4.923655E-50  2.597108E-10  3.169051E-11  1.782192E+05  6.874874E-27  5.476698E+00  7.264021E-46  2.193046E-29  4.064231E+01  1.951405E+03  7.683961E-30  2.715486E+04  2.060623E-23  1.340754E-09  9.484694E-08  1.851573E-03  6.352930E-02  3.655267E+00  8.885812E+03
  7.249784E+05  3.629726E+00  7.349505E+02  6.019460E+13  7.207421E-24  1.616170E+10  1.061143E-14  5.709463E+09  1.312531E-17  2.861255E-37  3.403454E-37  5.885450E-52  3.940759E-55  3.632069E-06  2.554434E-06  8.232464E-02  6.814025E-04  4.534342E+05  2.184404E+07  1.288205E-05  5.213981E-21  2.974770E-20  4.533822E-18  6.518021E-05  3.368096E-25  4.526741E+00  4.319790E-15  1.449366E-25  2.510459E-17  4.743946E-15  3.144924E-17  1.895918E-07  8.732182E-11  4.736224E-29  1.305489E-19  6.306383E-69  2.126804E-14  3.498269E-41  3.030792E-04  6.854469E-43  5.124294E-89  4.512654E-11  3.642962E-34  2.144753E-23  6.126159E-32  7.993701E-37  5.426245E-27  7.664581E-27  7.666752E-46  2.195026E-73  7.441425E-15  8.202846E-18  4.204668E+03  2.885678E-33  6.697995E-21  5.060534E-53  1.020220E-23  7.198847E-55  1.447983E-62  2.365785E-81  1.000000E-99  8.700818E-27  2.277697E-37  9.054634E-51  4.092021E-11  1.014904E-25  5.534475E-34  6.609270E-32  1.702534E-24  1.830370E-26  2.079916E-11  1.115476E-05  7.954196E-14  1.798329E-20  2.071461E+06  1.025946E-02  3.717913E-23  2.144616E-03  8.791467E-10  1.291665E+06  3.039604E-23  5.189075E-12  2.079115E+04  1.570223E-18  1.000840E-05  4.621453E-50  2.207518E-10  2.681716E-11  1.287121E+05  5.260454E-27  3.874964E+00  5.565735E-46  2.082468E-29  3.191485E+01  1.486214E+03  6.200477E-30  2.008983E+04  1.688073E-23  1.068022E-09  7.343362E-08  1.646474E-03  6.668882E-02  3.852382E+00  9.157365E+03
  1.227846E+06  3.783013E+00  7.360121E+02  6.264648E+13  8.653331E-24  1.682003E+10  1.237308E-14  5.861751E+09  1.568859E-17  3.651656E-37  4.416863E-37  8.116952E-52  5.574710E-55  4.172545E-06  2.812528E-06  8.906533E-02  7.656510E-04  4.929557E+05  2.222131E+07  1.477084E-05  6.098969E-21  3.482477E-20  5.191955E-18  7.010990E-05  3.768417E-25  4.975336E+00  4.993400E-15  1.767028E-25  2.946338E-17  5.395881E-15  3.500901E-17  2.105162E-07  9.506459E-11  5.315981E-29  1.447995E-19  8.635860E-69  2.401019E-14  4.400517E-41  3.281703E-04  8.543906E-43  7.635032E-89  5.110782E-11  4.456293E-34  2.530700E-23  7.620619E-32  1.035831E-36  6.056929E-27  8.551662E-27  8.822992E-46  2.981700E-73  8.205414E-15  9.343306E-18  4.503780E+03  3.427968E-33  7.728668E-21  6.363649E-53  1.117641E-23  8.524190E-55  1.755443E-62  2.946652E-81  1.000000E-99  9.964244E-27  2.631335E-37  1.068184E-50  4.407674E-11  9.041326E-26  4.391652E-34  7.061260E-32  1.532629E-24  1.949984E-26  2.041147E-11  1.072649E-05  7.799302E-14  1.563258E-20  1.860248E+06  9.178617E-03  3.667977E-23  1.980764E-03  8.044794E-10  1.123305E+06  2.932427E-23  4.774306E-12  1.770073E+04  1.513314E-18  9.042923E-06  4.870964E-50  1.968270E-10  2.379151E-11  9.435607E+04  4.310904E-27  2.800612E+00  4.697502E-46  2.137666E-29  2.654841E+01  1.194679E+03  5.572044E-30  1.565439E+04  1.521992E-23  9.141841E-10  6.099473E-08  1.501216E-03  7.208875E-02  4.171726E+00  9.588474E+03
  2.233581E+06  4.109281E+00  7.381353E+02  6.785394E+13  1.220091E-23  1.821802E+10  1.646156E-14  6.310601E+09  2.147660E-17  5.694674E-37  6.975262E-37  1.417331E-51  1.002948E-54  5.279010E-06  3.408463E-06  1.042473E-01  9.464208E-04  5.706803E+05  2.348854E+07  1.862346E-05  8.171514E-21  4.670112E-20  6.665985E-18  8.280159E-05  4.916144E-25  5.884452E+00  6.528430E-15  2.516152E-25  3.889765E-17  6.975480E-15  4.427917E-17  2.594468E-07  1.150004E-10  6.978990E-29  1.818241E-19  1.608408E-68  3.070509E-14  6.836202E-41  3.847549E-04  1.319954E-42  1.647790E-88  6.442719E-11  6.522635E-34  3.447587E-23  1.134120E-31  1.598141E-36  7.866152E-27  1.109635E-26  1.243505E-45  5.581012E-73  1.022553E-14  1.211674E-17  5.167837E+03  4.914348E-33  1.028825E-20  1.021449E-52  1.404027E-23  1.271378E-54  2.744498E-62  4.964774E-81  1.000000E-99  1.338731E-26  3.673802E-37  1.581151E-50  5.243340E-11  9.505349E-26  4.218234E-34  9.077166E-32  1.611444E-24  2.441459E-26  2.262141E-11  1.142208E-05  8.629133E-14  1.565468E-20  1.764146E+06  8.822845E-03  4.321053E-23  2.055348E-03  8.369067E-10  1.055935E+06  3.374783E-23  5.042343E-12  1.628824E+04  1.709200E-18  9.171161E-06  6.684746E-50  1.985436E-10  2.386274E-11  7.670039E+04  4.356212E-27  2.260149E+00  5.140791E-46  2.680977E-29  2.525584E+01  1.084136E+03  6.286532E-30  1.363880E+04  1.692201E-23  9.205912E-10  5.907263E-08  1.500916E-03  8.316770E-02  4.798153E+00  1.039336E+04
  4.245051E+06  4.848544E+00  7.424020E+02  7.959941E+13  2.396024E-23  2.137116E+10  2.880420E-14  7.390677E+09  3.937537E-17  1.353189E-36  1.682815E-36  4.136338E-51  3.076091E-54  8.274590E-06  5.002680E-06  1.428059E-01  1.430745E-03  7.573216E+05  2.652348E+07  2.900858E-05  1.451729E-20  8.302085E-20  1.087230E-17  1.165889E-04  8.528253E-25  8.144698E+00  1.102979E-14  4.989997E-25  6.636901E-17  1.164076E-14  7.148885E-17  3.937689E-07  1.698567E-10  1.226024E-28  2.893695E-19  5.531713E-68  5.033869E-14  1.634657E-40  5.288424E-04  3.129815E-42  7.526293E-88  1.016290E-10  1.380430E-33  6.324188E-23  2.465124E-31  3.647186E-36  1.352814E-26  1.905018E-26  2.543530E-45  1.958880E-72  1.608916E-14  2.036056E-17  6.804664E+03  1.014524E-32  1.822314E-20  2.639672E-52  2.268391E-23  2.910228E-54  6.902367E-62  1.464611E-80  1.000000E-99  2.446209E-26  7.323277E-37  3.563905E-50  7.522555E-11  1.555076E-25  7.014435E-34  1.803844E-31  2.610928E-24  4.558259E-26  3.379295E-11  1.577115E-05  1.284734E-13  2.325301E-20  1.951665E+06  1.013265E-02  7.349259E-23  2.726617E-03  1.127646E-09  1.162564E+06  5.537980E-23  7.029347E-12  1.736844E+04  2.684566E-18  1.174313E-05  1.557388E-49  2.541495E-10  3.032208E-11  7.786932E+04  6.795300E-27  2.285540E+00  9.498454E-46  5.135583E-29  3.026737E+01  1.195126E+03  1.065074E-29  1.401321E+04  2.754778E-23  1.235693E-09  7.411586E-08  1.837981E-03  1.103981E-01  6.292335E+00  1.214144E+04
  4.739247E+06  5.046638E+00  7.439539E+02  8.268006E+13  2.969775E-23  2.219901E+10  3.391061E-14  7.667962E+09  4.670977E-17  1.780142E-36  2.183846E-36  5.641128E-51  4.190417E-54  9.185472E-06  5.579091E-06  1.538260E-01  1.582187E-03  7.912023E+05  2.716012E+07  3.150414E-05  1.652374E-20  9.830348E-20  1.223757E-17  1.305555E-04  1.029129E-24  8.810737E+00  1.294844E-14  6.089697E-25  7.596657E-17  1.373145E-14  8.328315E-17  4.444636E-07  1.935153E-10  1.486226E-28  3.353692E-19  8.643598E-68  5.896997E-14  2.174184E-40  5.703482E-04  4.193266E-42  1.278211E-87  1.151890E-10  1.740650E-33  7.573412E-23  3.107947E-31  4.463176E-36  1.611497E-26  2.267865E-26  3.223879E-45  3.081738E-72  1.856040E-14  2.360906E-17  7.225558E+03  1.292207E-32  2.111752E-20  3.718365E-52  2.640530E-23  3.879435E-54  9.426077E-62  2.117547E-80  1.000000E-99  3.007842E-26  9.286946E-37  4.771019E-50  8.311962E-11  1.607803E-25  6.787221E-34  2.109698E-31  2.639231E-24  5.113978E-26  3.598570E-11  1.585035E-05  1.366440E-13  2.299101E-20  1.882197E+06  9.899619E-03  8.479114E-23  2.818569E-03  1.171619E-09  1.122977E+06  6.242367E-23  7.317502E-12  1.657571E+04  2.949507E-18  1.209688E-05  2.011861E-49  2.616392E-10  3.081213E-11  6.954350E+04  7.159871E-27  2.037182E+00  1.063298E-45  6.005715E-29  2.968196E+01  1.136594E+03  1.195141E-29  1.285895E+04  3.078686E-23  1.262399E-09  7.458544E-08  1.864508E-03  1.163701E-01  6.609177E+00  1.259557E+04
  5.727639E+06  5.467435E+00  7.470579E+02  8.920366E+13  4.547675E-23  2.395153E+10  4.688971E-14  8.264347E+09  6.550518E-17  3.065374E-36  3.657252E-36  1.041923E-50  7.716387E-54  1.129222E-05  6.934103E-06  1.784832E-01  1.932300E-03  8.632570E+05  2.851921E+07  3.709762E-05  2.138615E-20  1.374920E-19  1.548337E-17  1.637177E-04  1.499148E-24  1.029749E+01  1.779971E-14  9.035266E-25  9.925325E-17  1.907647E-14  1.130087E-16  5.658210E-07  2.511385E-10  2.184691E-28  4.504155E-19  2.097971E-67  8.083380E-14  3.831830E-40  6.633858E-04  7.500356E-42  3.658383E-87  1.477479E-10  2.758825E-33  1.083344E-22  4.921102E-31  6.649650E-36  2.288485E-26  3.216568E-26  5.185631E-45  7.591057E-72  2.470663E-14  3.171568E-17  8.148729E+03  2.092911E-32  2.834770E-20  7.353341E-52  3.582996E-23  6.896247E-54  1.758469E-61  4.430225E-80  1.000000E-99  4.544101E-26  1.493641E-36  8.550862E-50  1.015839E-10  1.782998E-25  6.721630E-34  2.931879E-31  2.796287E-24  6.538035E-26  4.154966E-11  1.632503E-05  1.573918E-13  2.333573E-20  1.786398E+06  9.653317E-03  1.147884E-22  3.069892E-03  1.290660E-09  1.070201E+06  8.080608E-23  8.096166E-12  1.544143E+04  3.626247E-18  1.309756E-05  3.414031E-49  2.832767E-10  3.252666E-11  5.779811E+04  8.260804E-27  1.688647E+00  1.385463E-45  8.350102E-29  2.936320E+01  1.059174E+03  1.546414E-29  1.117793E+04  3.945755E-23  1.354637E-09  7.775283E-08  1.954455E-03  1.292981E-01  7.287604E+00  1.354693E+04
  7.704421E+06  6.417217E+00  7.532658E+02  1.038356E+14  1.056504E-22  2.788215E+10  8.912777E-14  9.615228E+09  1.279473E-16  8.973042E-36  1.013438E-35  3.504950E-50  2.581078E-53  1.702130E-05  1.068373E-05  2.403112E-01  2.876793E-03  1.029608E+06  3.151696E+07  5.145824E-05  3.581149E-20  2.673247E-19  2.474411E-17  2.566671E-04  3.164908E-24  1.404250E+01  3.341255E-14  1.972746E-24  1.687394E-16  3.658875E-14  2.072383E-16  9.141075E-07  4.213274E-10  4.695482E-28  8.094132E-19  1.208550E-66  1.510758E-13  1.175705E-39  8.975357E-04  2.368556E-41  2.919178E-86  2.422009E-10  6.866975E-33  2.202145E-22  1.222288E-30  1.466288E-35  4.598983E-26  6.448144E-26  1.335059E-44  4.509201E-71  4.364562E-14  5.703690E-17  1.037238E+04  5.441161E-32  5.100577E-20  2.830684E-51  6.584802E-23  2.161057E-53  6.067561E-61  1.920343E-79  1.000000E-99  1.029775E-25  3.836441E-36  2.720497E-49  1.517293E-10  2.337017E-25  7.283242E-34  5.807399E-31  3.350216E-24  1.098553E-25  5.710773E-11  1.795722E-05  2.153016E-13  2.570401E-20  1.668139E+06  9.524974E-03  2.151628E-22  3.753785E-03  1.616652E-09  1.006800E+06  1.389952E-22  1.024191E-11  1.391149E+04  5.632987E-18  1.583967E-05  1.001601E-48  3.431322E-10  3.752944E-11  4.278279E+04  1.167132E-26  1.245498E+00  2.493166E-45  1.652716E-28  3.010342E+01  9.665584E+02  2.694694E-29  8.914665E+03  6.729866E-23  1.630787E-09  8.846943E-08  2.211897E-03  1.598824E-01  8.868882E+00  1.565944E+04
  1.165799E+07  8.797859E+00  7.669394E+02  1.398206E+14  6.171923E-22  3.755410E+10  3.337580E-13  1.294680E+10  5.003492E-16  8.477253E-35  8.262558E-35  4.209438E-49  2.974495E-52  3.764463E-05  2.588701E-05  4.299594E-01  6.288878E-03  1.379143E+06  3.801707E+07  9.257186E-05  9.661436E-20  1.051199E-18  6.213324E-17  6.647787E-04  1.554102E-23  2.579364E+01  1.235392E-13  9.799739E-24  4.832263E-16  1.438487E-13  7.409121E-16  2.451898E-06  1.262111E-09  2.396208E-27  2.771175E-18  5.176037E-65  5.617936E-13  1.247189E-38  1.622975E-03  2.715504E-40  2.442538E-84  6.596523E-10  4.587437E-32  9.527748E-22  8.000763E-30  6.922920E-35  2.003755E-25  2.794597E-25  9.910322E-44  2.064861E-69  1.439613E-13  1.899080E-16  1.644965E+04  4.113981E-31  1.653297E-19  5.110757E-50  2.367429E-22  2.480254E-52  8.443320E-60  4.365953E-78  5.584475E-99  5.878621E-25  2.868539E-35  3.270594E-48  3.443027E-10  3.450531E-25  6.497778E-34  2.221759E-30  3.961413E-24  2.867366E-25  1.012583E-10  1.893238E-05  3.778989E-13  2.576973E-20  1.310266E+06  8.433473E-03  7.719236E-22  5.233996E-03  2.376928E-09  8.007597E+05  4.093887E-22  1.514906E-11  1.009782E+04  1.312601E-17  2.190439E-05  9.410827E-48  4.767693E-10  4.628407E-11  1.895843E+04  2.099785E-26  5.484503E-01  7.547633E-45  6.379111E-28  2.875562E+01  7.201347E+02  8.159515E-29  4.912351E+03  1.971273E-22  2.198842E-09  1.073561E-07  2.648208E-03  2.346608E-01  1.258273E+01  2.076613E+04
  1.623441E+07  1.258535E+01  7.850586E+02  1.953993E+14  5.471792E-21  5.255552E+10  1.644719E-12  1.804643E+10  2.558477E-15  1.359577E-33  1.054602E-33  8.457569E-48  5.449376E-51  9.128067E-05  7.478349E-05  8.267575E-01  1.529790E-02  1.761208E+06  4.615453E+07  1.653223E-04  2.882576E-19  5.521110E-18  1.769566E-16  2.176324E-03  1.145076E-22  5.140566E+01  6.122185E-13  6.796020E-23  1.628235E-15  7.850888E-13  3.576566E-15  8.052313E-06  4.971804E-09  1.854569E-26  1.266554E-17  6.187920E-63  2.839103E-12  2.345596E-37  3.164327E-03  5.823713E-39  6.571871E-82  2.152153E-09  4.722041E-31  5.646784E-21  7.822523E-29  4.069712E-34  1.241564E-24  1.719985E-24  1.206811E-42  2.681181E-67  6.230819E-13  8.037485E-16  2.710319E+04  5.178559E-30  6.479192E-19  2.032316E-48  1.141281E-21  5.371027E-51  2.286369E-58  2.203521E-76  6.999147E-97  5.223465E-24  3.584358E-34  7.673810E-47  9.074152E-10  1.820181E-26  3.238757E-36  2.107332E-30  1.513572E-25  1.606744E-25  3.678779E-11  3.330466E-06  1.355455E-13  8.133744E-22  1.723360E+05  1.289828E-03  7.376988E-22  1.430739E-03  6.938542E-10  1.069751E+05  2.972717E-22  4.325012E-12  1.198921E+03  6.894512E-18  6.044005E-06  3.054999E-47  1.320984E-10  1.070260E-11  2.253915E+02  1.524515E-27  6.456646E-03  1.060159E-45  6.248617E-28  4.762563E+00  8.678185E+01  6.014465E-29  3.941921E+02  1.426246E-22  5.645028E-10  2.459926E-08  6.087094E-04  3.400040E-01  1.763122E+01  2.845769E+04
  2.081084E+07  1.784694E+01  8.055121E+02  2.700576E+14  5.363134E-20  7.259267E+10  8.421591E-12  2.503189E+10  1.327539E-14  2.453246E-32  1.422109E-32  1.779196E-46  9.931358E-50  2.087244E-04  2.210714E-04  1.550542E+00  3.603112E-02  2.038746E+06  5.511782E+07  2.626007E-04  8.005103E-19  3.023247E-17  4.836390E-16  7.697619E-03  9.752826E-22  9.953305E+01  3.211169E-12  4.895940E-22  5.305680E-15  4.692127E-12  1.886710E-14  2.738136E-05  2.145839E-08  1.665827E-25  6.303379E-17  1.041385E-60  1.587819E-11  5.242001E-36  6.026423E-03  1.488364E-37  2.528644E-79  7.178149E-09  5.340821E-30  3.529921E-20  8.273930E-28  2.208779E-33  8.628591E-24  1.186754E-23  1.746456E-41  4.963442E-65  2.969055E-12  3.528235E-15  4.314149E+04  7.528964E-29  2.528461E-18  1.054567E-46  6.151511E-21  1.468963E-49  7.812749E-57  1.481652E-74  1.260391E-94  5.490883E-23  5.472667E-33  2.327425E-45  2.487276E-09  9.720208E-25  4.866065E-34  6.762479E-29  5.464775E-24  2.800475E-24  4.321484E-10  1.702410E-05  1.570716E-12  2.457596E-20  6.960252E+05  6.174042E-03  2.434245E-20  1.205363E-02  6.319676E-09  4.203385E+05  7.221920E-21  3.830604E-11  4.181203E+03  1.172197E-16  5.274578E-05  3.782541E-45  1.166289E-09  7.754992E-11  2.317117E+03  1.097553E-25  6.616275E-02  1.562905E-43  2.020739E-26  2.414897E+01  3.148531E+02  1.531360E-27  9.145714E+02  3.597699E-21  4.585088E-09  1.814326E-07  4.338979E-03  4.739922E-01  2.311483E+01  3.848182E+04
  2.297403E+07  2.098509E+01  8.157919E+02  3.135440E+14  1.601737E-19  8.427740E+10  1.830666E-11  2.909097E+10  2.897008E-14  9.816161E-32  4.909863E-32  7.574817E-46  3.920964E-49  3.054129E-04  3.695032E-04  2.072567E+00  5.361172E-02  2.144043E+06  5.961508E+07  3.199170E-04  1.277132E-18  6.792221E-17  7.713721E-16  1.412072E-02  2.735143E-21  1.352057E+02  7.087494E-12  1.252495E-21  9.216165E-15  1.106074E-11  4.184862E-14  4.896186E-05  4.334493E-08  4.793997E-25  1.359588E-16  1.230563E-59  3.660321E-11  2.355001E-35  8.116863E-03  7.019310E-37  4.429362E-78  1.279878E-08  1.703816E-29  8.454601E-20  2.572367E-27  4.852422E-33  2.186019E-23  2.996124E-23  6.306115E-41  6.137230E-64  6.329542E-12  7.114952E-15  5.325341E+04  2.700238E-28  4.784342E-18  7.048509E-46  1.391382E-20  7.241552E-49  4.274809E-56  1.124423E-73  1.539790E-93  1.722509E-22  2.055206E-32  1.210154E-44  4.045061E-09  1.173251E-23  1.286074E-32  4.776032E-28  5.424525E-23  1.463135E-23  1.881949E-09  4.907288E-05  6.795763E-12  2.244508E-19  1.813624E+06  1.746126E-02  1.737025E-19  4.455364E-02  2.424782E-08  1.073721E+06  4.425784E-20  1.457760E-10  1.007811E+04  6.085312E-16  1.989325E-04  5.115978E-44  4.421357E-09  2.687081E-10  1.251987E+04  1.510726E-24  3.567837E-01  3.041462E-42  1.427808E-25  7.004606E+01  7.763356E+02  9.630269E-27  1.809746E+03  2.261323E-20  1.670371E-08  6.329435E-07  1.485986E-02  5.578534E-01  2.601298E+01  4.426527E+04
  2.713042E+07  2.849208E+01  8.363166E+02  4.152472E+14  1.301520E-18  1.116325E+11  8.050239E-11  3.859837E+10  1.280084E-13  1.395723E-30  5.221714E-31  1.199906E-44  5.342474E-48  6.240297E-04  9.834100E-04  3.579257E+00  1.134000E-01  2.320254E+06  6.895654E+07  4.568870E-04  3.065314E-18  3.185111E-16  1.862312E-15  4.521881E-02  1.982076E-20  2.408185E+02  3.219173E-11  7.516771E-21  2.619982E-14  5.718537E-11  1.925521E-13  1.483348E-04  1.670776E-07  3.651816E-24  5.930614E-16  1.407296E-57  1.831079E-10  4.237317E-34  1.422871E-02  1.364379E-35  1.073382E-75  3.879118E-08  1.567693E-28  4.483888E-19  2.266411E-26  2.143675E-32  1.299759E-22  1.769525E-22  7.416665E-40  7.658550E-62  2.724319E-11  2.709451E-14  7.888288E+04  3.099070E-27  1.603458E-17  2.694521E-44  6.715490E-20  1.554372E-47  1.118296E-54  5.523450E-72  1.891085E-91  1.563288E-21  2.637038E-31  2.884961E-43  1.031941E-08  2.842386E-22  6.312193E-31  9.144422E-27  8.969230E-22  1.559830E-22  1.425760E-08  1.667935E-04  5.084922E-11  3.172077E-18  5.132685E+06  5.790679E-02  3.405006E-18  2.474277E-01  1.447862E-07  2.930790E+06  6.457363E-19  8.614371E-10  2.462125E+04  6.495100E-15  1.152587E-03  3.434081E-42  2.588450E-08  1.331266E-09  6.530824E+04  4.725506E-23  1.855246E+00  1.853060E-40  2.748668E-24  2.429905E+02  1.971466E+03  1.470239E-25  3.004611E+03  3.457176E-19  8.982223E-08  3.144124E-06  7.132709E-02  7.665546E-01  3.229495E+01  5.748873E+04
  2.918005E+07  3.300619E+01  8.465018E+02  4.752790E+14  3.546807E-18  1.277820E+11  1.636088E-10  4.423600E+10  2.607584E-13  4.969765E-30  1.618034E-30  4.502629E-44  1.866214E-47  8.795292E-04  1.572172E-03  4.655386E+00  1.624795E-01  2.413991E+06  7.403376E+07  5.430473E-04  4.673349E-18  6.677291E-16  2.845298E-15  7.896208E-02  5.118059E-20  3.177265E+02  6.642177E-11  1.773032E-20  4.325311E-14  1.255476E-10  4.000748E-13  2.522989E-04  3.188244E-07  9.658391E-24  1.201419E-15  1.358892E-56  3.953710E-10  1.687191E-33  1.864229E-02  5.649185E-35  1.484585E-74  6.589265E-08  4.536535E-28  9.971096E-19  6.414886E-26  4.373988E-32  3.055193E-22  4.146102E-22  2.417616E-39  7.713636E-61  5.476712E-11  5.144306E-14  9.533296E+04  9.977697E-27  2.867167E-17  1.541248E-43  1.427122E-19  6.752919E-47  5.343255E-54  3.570431E-71  1.896218E-90  4.488638E-21  8.940327E-31  1.317022E-42  1.616213E-08  8.680244E-22  2.203385E-30  3.060781E-26  2.282308E-21  3.946980E-22  3.063117E-08  2.446368E-04  1.086056E-10  7.489902E-18  6.885995E+06  8.388229E-02  1.156788E-17  4.597697E-01  2.787491E-07  3.879721E+06  1.906770E-18  1.648207E-09  3.093383E+04  1.649669E-14  2.186329E-03  2.103975E-41  4.937791E-08  2.342477E-09  9.640600E+04  1.643584E-22  2.736542E+00  8.872650E-40  9.254683E-24  3.595293E+02  2.514364E+03  4.424171E-25  3.131362E+03  1.039870E-18  1.638999E-07  5.526599E-06  1.233720E-01  8.922477E-01  3.585737E+01  6.509059E+04
