 Teff =  2700.00  logg =  3.34  mixLengthPara =  0.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.00
         191
 
             z             p             T          n<H>            CH            CO           CH2           H2O           C2H            C2            C3            C4            C5          C2H2           HCO          H2CO           CH3           CH4           CO2          C2H4         C2H4O           C2O          C3O2            OH           HO2           HCN            CN           C2N          C2N2            NH           HNO           NH2            NO           NO2           N2O            H+            H-            C-          CHNO          CHO+           CN+           CN-           CNN           NCN           C2-          C4N2     HNO2(cis)      HNO2(tr)          HNO3           OH+           OH-          N2H2           NH3          H3O+          N2H4           NO+          NO2-           NO3          N2O3          N2O4          N2O5            O-           O2-            O3          CO2-           SI2           SI3           SIC          SI2C          SIC2           SIH          SIH4           SIN          SI2N           SIO          SIO2           AL+           ALH          HALO          ALOH         ALOH+         ALOH-         ALO2H           ALN           ALO          ALO+          ALO2         ALO2-          AL2O         AL2O+         AL2O2        AL202+           CAL           MGH          MGOH         MGOH+       MG(OH)2           MG+           MGN           MGO           ALS           CKN          NACN           COS
  1.735176E+08  7.699260E+04  1.612358E+03  5.821449E+17  3.107374E+00  1.566647E+14  3.879140E+03  1.052824E+14  1.043419E+01  1.998858E-07  8.473985E-10  2.396375E-19  2.594613E-23  6.281959E+04  2.432531E+06  6.718974E+06  1.298058E+07  2.137762E+09  1.810854E+10  3.711859E+02  1.218295E-07  6.872662E-02  1.206817E-05  1.025990E+09  5.898273E-03  4.097199E+08  1.105059E+03  2.450858E-04  1.606801E-03  1.675166E+04  1.312363E+01  4.173960E+06  1.387965E+05  3.064355E-06  1.711761E-02  6.449726E-18  1.485986E+04  2.089235E-09  3.870195E+04  8.690222E-10  3.019791E-29  6.751607E+02  1.243312E-08  1.031143E-03  4.588030E-07  1.145022E-16  2.927659E-06  3.501575E-06  1.905955E-17  3.492622E-21  2.458439E+02  1.923817E-01  7.247584E+09  1.460842E-05  9.356584E-05  1.797402E-13  1.304704E-05  1.382770E-20  1.282545E-25  3.038770E-37  9.948346E-49  9.034513E-03  2.330735E-09  5.832220E-16  1.285049E+01  6.222428E-01  2.793688E-06  2.955741E-04  4.930333E-03  2.753338E-04  6.151355E+06  4.435708E+05  1.871490E+04  6.713929E-01  1.054474E+13  6.353830E+06  1.514361E+02  1.414766E+09  8.006148E+03  4.443305E+10  6.114489E-01  3.897715E+01  1.074733E+08  1.009926E+01  1.315575E+07  7.545591E-12  7.833352E+02  2.035067E+00  1.337444E+09  4.645819E-04  8.337837E+04  1.590674E-15  4.424978E-04  7.029449E+10  3.233525E+09  1.371600E-04  1.050319E+07  5.381626E+01  1.141601E+05  8.832712E+05  1.778138E+07  9.492061E+03  1.342928E+05  1.146078E+08
  1.769620E+08  8.750084E+04  1.648612E+03  6.470846E+17  7.553900E+00  1.741425E+14  7.066627E+03  1.212354E+14  1.837040E+01  5.991407E-07  2.093511E-09  6.928084E-19  6.726638E-23  7.815001E+04  3.697101E+06  8.379366E+06  1.691017E+07  2.053264E+09  1.991966E+10  3.879994E+02  1.691017E-07  1.309824E-01  1.708720E-05  1.779229E+09  1.544304E-02  4.989730E+08  2.061194E+03  4.990660E-04  2.331590E-03  3.454569E+04  2.675592E+01  6.702416E+06  2.626104E+05  8.243934E-06  3.437792E-02  5.715037E-17  2.912363E+04  7.029115E-09  4.879071E+04  3.405784E-09  3.569715E-28  9.988406E+02  3.196766E-08  2.075304E-03  1.059503E-06  1.866901E-16  7.041362E-06  8.395191E-06  6.561287E-17  3.330935E-20  4.674224E+02  3.432100E-01  8.385836E+09  4.644368E-05  1.576526E-04  1.001828E-12  2.740775E-05  6.271745E-20  6.345684E-25  2.117474E-36  1.098469E-47  2.439384E-02  7.649249E-09  2.763887E-15  1.929555E+01  2.998930E+00  1.980352E-05  1.139089E-03  1.902897E-02  7.782148E-04  1.618856E+07  8.110249E+05  4.921666E+04  2.525752E+00  1.855720E+13  1.263963E+07  5.306797E+02  2.671828E+09  1.639201E+04  6.335311E+10  1.946198E+00  7.507130E+01  1.527780E+08  2.565370E+01  2.675382E+07  4.899498E-11  1.668426E+03  3.840697E+00  2.281243E+09  1.847631E-03  1.486624E+05  9.004255E-15  1.401996E-03  9.611888E+10  4.008594E+09  3.996190E-04  1.124770E+07  1.511060E+02  1.903903E+05  1.510980E+06  2.980295E+07  9.733386E+03  1.372213E+05  1.194922E+08
  1.776107E+08  8.957829E+04  1.655457E+03  6.597511E+17  8.955506E+00  1.775516E+14  7.944725E+03  1.235585E+14  2.066647E+01  7.433084E-07  2.523775E-09  8.657164E-19  8.295886E-23  8.248068E+04  3.992761E+06  8.726320E+06  1.787461E+07  2.052098E+09  2.013252E+10  3.965949E+02  1.808585E-07  1.484960E-01  1.834265E-05  1.955158E+09  1.818023E-02  5.209451E+08  2.327441E+03  5.766771E-04  2.531475E-03  3.946161E+04  3.028985E+01  7.311826E+06  2.932423E+05  9.753842E-06  3.881246E-02  8.536921E-17  3.295387E+04  8.845544E-09  5.091256E+04  4.378661E-09  5.661400E-28  1.080674E+03  3.829242E-08  2.376455E-03  1.252727E-06  2.099692E-16  8.161265E-06  9.724770E-06  8.067836E-17  5.008659E-20  5.223425E+02  3.817415E-01  8.613275E+09  5.705994E-05  1.735259E-04  1.364735E-12  3.098177E-05  8.112922E-20  8.340934E-25  2.944031E-36  1.650789E-47  2.907726E-02  9.386073E-09  3.604120E-15  2.064727E+01  3.733997E+00  2.556060E-05  1.419337E-03  2.290212E-02  9.222888E-04  1.867547E+07  8.750482E+05  5.677110E+04  3.004775E+00  1.974459E+13  1.366098E+07  6.767654E+02  3.040814E+09  1.880563E+04  6.800078E+10  2.421728E+00  8.514984E+01  1.627749E+08  3.083222E+01  3.065532E+07  6.951146E-11  1.914837E+03  4.310495E+00  2.562513E+09  2.425290E-03  1.672070E+05  1.252619E-14  1.767011E-03  9.930395E+10  4.039583E+09  4.712910E-04  1.095828E+07  1.782217E+02  2.040148E+05  1.615628E+06  3.333276E+07  9.843941E+03  1.387106E+05  1.209525E+08
  1.782590E+08  9.170367E+04  1.662298E+03  6.726571E+17  1.063072E+01  1.810251E+14  8.948288E+03  1.256065E+14  2.335326E+01  9.253914E-07  3.062133E-09  1.091407E-18  1.035161E-22  8.749803E+04  4.310214E+06  9.087512E+06  1.894075E+07  2.057218E+09  2.029790E+10  4.076484E+02  1.939479E-07  1.686504E-01  1.973876E-05  2.141412E+09  2.126530E-02  5.452426E+08  2.632566E+03  6.691760E-04  2.761911E-03  4.503111E+04  3.417180E+01  7.972455E+06  3.263244E+05  1.146583E-05  4.366882E-02  1.270716E-16  3.725150E+04  1.113927E-08  5.312516E+04  5.618055E-09  8.966508E-28  1.171714E+03  4.592709E-08  2.725883E-03  1.487079E-06  2.385215E-16  9.400863E-06  1.119540E-05  9.829098E-17  7.485401E-20  5.817380E+02  4.243433E-01  8.847771E+09  6.981155E-05  1.909367E-04  1.849362E-12  3.481181E-05  1.039248E-19  1.085630E-24  4.041029E-36  2.441316E-47  3.451993E-02  1.143882E-08  4.653259E-15  2.202948E+01  4.533506E+00  3.178808E-05  1.749392E-03  2.695854E-02  1.084629E-03  2.126991E+07  9.329150E+05  6.465119E+04  3.487388E+00  2.070092E+13  1.451047E+07  8.627243E+02  3.463384E+09  2.153514E+04  7.289834E+10  3.005589E+00  9.641864E+01  1.727848E+08  3.706621E+01  3.505883E+07  9.824033E-11  2.187883E+03  4.817504E+00  2.878748E+09  3.179274E-03  1.876074E+05  1.734961E-14  2.232561E-03  1.019114E+11  4.034403E+09  5.500489E-04  1.055833E+07  2.085292E+02  2.170881E+05  1.711042E+06  3.739211E+07  9.983767E+03  1.406182E+05  1.227025E+08
  1.782791E+08  9.177056E+04  1.662510E+03  6.730625E+17  1.068760E+01  1.811342E+14  8.981559E+03  1.256679E+14  2.344303E+01  9.317380E-07  3.080754E-09  1.099376E-18  1.042414E-22  8.766285E+04  4.320455E+06  9.098982E+06  1.897531E+07  2.057440E+09  2.030265E+10  4.080185E+02  1.943746E-07  1.693211E-01  1.978426E-05  2.147409E+09  2.136783E-02  5.460280E+08  2.642697E+03  6.723006E-04  2.769520E-03  4.521570E+04  3.429895E+01  7.993869E+06  3.273993E+05  1.152289E-05  4.382766E-02  1.286464E-16  3.739325E+04  1.121937E-08  5.319548E+04  5.661600E-09  9.095324E-28  1.174684E+03  4.618765E-08  2.737563E-03  1.495074E-06  2.394900E-16  9.441719E-06  1.124386E-05  9.888747E-17  7.578945E-20  5.836694E+02  4.257380E-01  8.855181E+09  7.024757E-05  1.915045E-04  1.866805E-12  3.493620E-05  1.047179E-19  1.094457E-24  4.080504E-36  2.470808E-47  3.470307E-02  1.150858E-08  4.689904E-15  2.207331E+01  4.559114E+00  3.198543E-05  1.760468E-03  2.708554E-02  1.089938E-03  2.135178E+07  9.345968E+05  6.489984E+04  3.502201E+00  2.072691E+13  1.453422E+07  8.692335E+02  3.477372E+09  2.162526E+04  7.305398E+10  3.025693E+00  9.678849E+01  1.730969E+08  3.727823E+01  3.520406E+07  9.929604E-11  2.196835E+03  4.833911E+00  2.889077E+09  3.205962E-03  1.882690E+05  1.752472E-14  2.248844E-03  1.019856E+11  4.033852E+09  5.526332E-04  1.054494E+07  2.095296E+02  2.174898E+05  1.713916E+06  3.752676E+07  9.988412E+03  1.406818E+05  1.227618E+08
  1.783194E+08  9.190450E+04  1.662936E+03  6.738740E+17  1.080227E+01  1.813526E+14  9.048481E+03  1.257906E+14  2.362369E+01  9.445636E-07  3.118353E-09  1.115497E-18  1.057083E-22  8.799393E+04  4.341004E+06  9.121966E+06  1.904468E+07  2.057893E+09  2.031209E+10  4.087625E+02  1.952314E-07  1.706707E-01  1.987564E-05  2.159442E+09  2.157418E-02  5.476038E+08  2.663078E+03  6.785958E-04  2.784815E-03  4.558703E+04  3.455451E+01  8.036859E+06  3.295582E+05  1.163775E-05  4.414687E-02  1.318537E-16  3.767825E+04  1.138128E-08  5.333641E+04  5.749676E-09  9.358464E-28  1.180649E+03  4.671321E-08  2.761076E-03  1.511195E-06  2.414414E-16  9.523883E-06  1.134130E-05  1.000901E-16  7.769456E-20  5.875483E+02  4.285407E-01  8.870023E+09  7.112729E-05  1.926450E-04  1.902167E-12  3.518601E-05  1.063207E-19  1.112309E-24  4.160537E-36  2.530805E-47  3.507203E-02  1.164927E-08  4.763990E-15  2.216115E+01  4.610424E+00  3.238029E-05  1.782768E-03  2.733942E-02  1.100601E-03  2.151566E+07  9.379365E+05  6.539755E+04  3.531761E+00  2.077818E+13  1.458124E+07  8.823922E+02  3.505499E+09  2.180645E+04  7.336576E+10  3.066273E+00  9.753169E+01  1.737213E+08  3.770565E+01  3.549604E+07  1.014402E-10  2.214824E+03  4.866841E+00  2.909815E+09  3.259967E-03  1.895969E+05  1.787991E-14  2.281755E-03  1.021333E+11  4.032703E+09  5.578297E-04  1.051807E+07  2.115422E+02  2.182931E+05  1.719657E+06  3.779760E+07  9.997746E+03  1.408096E+05  1.228815E+08
  1.783889E+08  9.213565E+04  1.663669E+03  6.752739E+17  1.100264E+01  1.817294E+14  9.164937E+03  1.260011E+14  2.393839E+01  9.670719E-07  3.184236E-09  1.143843E-18  1.082869E-22  8.856854E+04  4.376612E+06  9.161691E+06  1.916490E+07  2.058699E+09  2.032823E+10  4.100554E+02  1.967179E-07  1.730208E-01  2.003417E-05  2.180296E+09  2.193370E-02  5.503328E+08  2.698554E+03  6.895832E-04  2.811396E-03  4.623338E+04  3.499861E+01  8.111413E+06  3.333050E+05  1.183795E-05  4.470145E-02  1.375624E-16  3.817394E+04  1.166558E-08  5.358002E+04  5.904502E-09  9.829429E-28  1.191001E+03  4.763237E-08  2.802052E-03  1.539381E-06  2.448472E-16  9.666845E-06  1.151083E-05  1.021921E-16  8.108586E-20  5.942811E+02  4.334093E-01  8.895654E+09  7.266690E-05  1.946249E-04  1.964592E-12  3.561966E-05  1.091346E-19  1.143697E-24  4.301858E-36  2.637406E-47  3.571603E-02  1.189527E-08  4.894143E-15  2.231302E+01  4.699064E+00  3.306049E-05  1.821630E-03  2.777616E-02  1.119097E-03  2.179831E+07  9.436124E+05  6.625596E+04  3.582441E+00  2.086426E+13  1.466068E+07  9.055002E+02  3.554415E+09  2.212151E+04  7.390429E+10  3.137346E+00  9.882270E+01  1.747970E+08  3.845251E+01  3.600366E+07  1.052379E-10  2.246076E+03  4.923925E+00  2.945782E+09  3.354968E-03  1.918977E+05  1.850756E-14  2.339534E-03  1.023853E+11  4.030595E+09  5.668698E-04  1.047157E+07  2.150461E+02  2.196774E+05  1.729526E+06  3.826870E+07  1.001394E+04  1.410315E+05  1.230902E+08
  1.785278E+08  9.259970E+04  1.665134E+03  6.780825E+17  1.141443E+01  1.824853E+14  9.402385E+03  1.264204E+14  2.458111E+01  1.013709E-06  3.320325E-09  1.202781E-18  1.136445E-22  8.973351E+04  4.448650E+06  9.241664E+06  1.940805E+07  2.060397E+09  2.036012E+10  4.126801E+02  1.997308E-07  1.778185E-01  2.035549E-05  2.222505E+09  2.266877E-02  5.558444E+08  2.770925E+03  7.121097E-04  2.865443E-03  4.755219E+04  3.590214E+01  8.262472E+06  3.409093E+05  1.224763E-05  4.582926E-02  1.497155E-16  3.918378E+04  1.225524E-08  5.407057E+04  6.226382E-09  1.084259E-27  1.211991E+03  4.952455E-08  2.885830E-03  1.597362E-06  2.518267E-16  9.958422E-06  1.185658E-05  1.065165E-16  8.830695E-20  6.079487E+02  4.433051E-01  8.947174E+09  7.584120E-05  1.986442E-04  2.095428E-12  3.650027E-05  1.149720E-19  1.208986E-24  4.598243E-36  2.863628E-47  3.703709E-02  1.240171E-08  5.164469E-15  2.261912E+01  4.877161E+00  3.441891E-05  1.901069E-03  2.864637E-02  1.156562E-03  2.236471E+07  9.546644E+05  6.797612E+04  3.682782E+00  2.102795E+13  1.481374E+07  9.534362E+02  3.654012E+09  2.276296E+04  7.498674E+10  3.284045E+00  1.014460E+02  1.769493E+08  3.998710E+01  3.703679E+07  1.132461E-10  2.309605E+03  5.039489E+00  3.018604E+09  3.552666E-03  1.965496E+05  1.982512E-14  2.459317E-03  1.028827E+11  4.025980E+09  5.853067E-04  1.037805E+07  2.222010E+02  2.224514E+05  1.749226E+06  3.922926E+07  1.004675E+04  1.414814E+05  1.235208E+08
  1.788056E+08  9.353482E+04  1.668066E+03  6.837348E+17  1.228360E+01  1.840065E+14  9.895615E+03  1.272559E+14  2.591985E+01  1.113748E-06  3.610309E-09  1.330024E-18  1.251894E-22  9.212112E+04  4.596066E+06  9.403725E+06  1.990469E+07  2.064061E+09  2.042316E+10  4.180571E+02  2.059120E-07  1.878103E-01  2.101477E-05  2.309041E+09  2.420678E-02  5.670648E+08  2.921412E+03  7.594032E-04  2.976952E-03  5.029740E+04  3.777326E+01  8.572536E+06  3.565821E+05  1.310624E-05  4.816287E-02  1.772590E-16  4.127930E+04  1.352319E-08  5.506518E+04  6.921994E-09  1.318730E-27  1.255099E+03  5.353217E-08  3.060831E-03  1.719922E-06  2.664461E-16  1.056555E-05  1.257636E-05  1.156790E-16  1.046825E-19  6.361301E+02  4.637461E-01  9.051254E+09  8.259040E-05  2.069263E-04  2.382873E-12  3.831849E-05  1.275436E-19  1.350352E-24  5.250720E-36  3.373568E-47  3.981783E-02  1.347569E-08  5.748070E-15  2.324161E+01  5.235336E+00  3.711146E-05  2.066746E-03  3.036559E-02  1.233231E-03  2.349988E+07  9.755177E+05  7.142350E+04  3.878496E+00  2.132141E+13  1.509682E+07  1.056481E+03  3.860120E+09  2.409109E+04  7.716945E+10  3.596329E+00  1.068560E+02  1.812548E+08  4.322262E+01  3.917435E+07  1.310431E-10  2.440813E+03  5.276193E+00  3.167433E+09  3.980134E-03  2.060356E+05  2.272524E-14  2.716390E-03  1.038640E+11  4.015850E+09  6.237432E-04  1.019112E+07  2.371461E+02  2.280500E+05  1.788757E+06  4.122045E+07  1.011365E+04  1.423999E+05  1.244274E+08
  1.793611E+08  9.543349E+04  1.673928E+03  6.951812E+17  1.421639E+01  1.870872E+14  1.095706E+04  1.289469E+14  2.881020E+01  1.343310E-06  4.265758E-09  1.625163E-18  1.518290E-22  9.708803E+04  4.904712E+06  9.736479E+06  2.093553E+07  2.071937E+09  2.055135E+10  4.291204E+02  2.188681E-07  2.094280E-01  2.239709E-05  2.491474E+09  2.758562E-02  5.901706E+08  3.245957E+03  8.632275E-04  3.212742E-03  5.624415E+04  4.179499E+01  9.225677E+06  3.899585E+05  1.499855E-05  5.317050E-02  2.480430E-16  4.579051E+04  1.645097E-08  5.710955E+04  8.546481E-09  1.946934E-27  1.345687E+03  6.250661E-08  3.441810E-03  1.992812E-06  2.982381E-16  1.188712E-05  1.414256E-05  1.363366E-16  1.468474E-19  6.961955E+02  5.073534E-01  9.263637E+09  9.786774E-05  2.245096E-04  3.077375E-12  4.221363E-05  1.568037E-19  1.682879E-24  6.838118E-36  4.674794E-47  4.598793E-02  1.589757E-08  7.112795E-15  2.453469E+01  5.951017E+00  4.228730E-05  2.425089E-03  3.366612E-02  1.392470E-03  2.576735E+07  1.012041E+06  7.830903E+04  4.244615E+00  2.177711E+13  1.557607E+07  1.293637E+03  4.298579E+09  2.692609E+04  8.157460E+10  4.301816E+00  1.183099E+02  1.898398E+08  5.037918E+01  4.373031E+07  1.749118E-10  2.720077E+03  5.771627E+00  3.474443E+09  4.973316E-03  2.255636E+05  2.972075E-14  3.305384E-03  1.058639E+11  3.996581E+09  7.080037E-04  9.831832E+06  2.699649E+02  2.396559E+05  1.870383E+06  4.547184E+07  1.025006E+04  1.442772E+05  1.264249E+08
  1.797606E+08  9.682246E+04  1.678143E+03  7.035297E+17  1.578018E+01  1.893341E+14  1.178425E+04  1.302039E+14  3.106538E+01  1.535478E-06  4.804225E-09  1.874579E-18  1.741770E-22  1.007860E+05  5.138509E+06  9.983037E+06  2.170476E+07  2.077666E+09  2.064914E+10  4.371747E+02  2.286541E-07  2.263791E-01  2.344168E-05  2.631226E+09  3.029868E-02  6.072345E+08  3.499494E+03  9.458394E-04  3.392115E-03  6.092489E+04  4.494123E+01  9.723832E+06  4.158058E+05  1.652328E-05  5.708108E-02  3.153709E-16  4.931646E+04  1.892256E-08  5.862619E+04  9.937178E-09  2.571766E-27  1.414329E+03  6.982594E-08  3.742686E-03  2.213525E-06  3.231385E-16  1.293786E-05  1.538732E-05  1.534277E-16  1.870734E-19  7.427559E+02  5.410937E-01  9.419900E+09  1.105205E-04  2.380417E-04  3.695377E-12  4.525827E-05  1.818600E-19  1.970945E-24  8.266216E-36  5.908590E-47  5.098636E-02  1.789824E-08  8.287396E-15  2.551023E+01  6.459531E+00  4.576085E-05  2.705360E-03  3.589292E-02  1.511121E-03  2.739019E+07  1.034179E+06  8.323665E+04  4.484283E+00  2.200727E+13  1.585797E+07  1.492312E+03  4.633776E+09  2.910775E+04  8.473986E+10  4.881375E+00  1.270395E+02  1.959473E+08  5.610786E+01  4.723001E+07  2.146468E-10  2.934791E+03  6.145231E+00  3.699029E+09  5.811233E-03  2.398556E+05  3.588583E-14  3.795632E-03  1.074049E+11  3.986921E+09  7.758851E-04  9.594903E+06  2.963929E+02  2.485144E+05  1.932894E+06  4.873483E+07  1.034841E+04  1.456336E+05  1.280084E+08
  1.805595E+08  9.966134E+04  1.686574E+03  7.205288E+17  1.940170E+01  1.939092E+14  1.360961E+04  1.328691E+14  3.603584E+01  1.999634E-06  6.071082E-09  2.482497E-18  2.280339E-22  1.084331E+05  5.637727E+06  1.049516E+07  2.330819E+07  2.088566E+09  2.086611E+10  4.532175E+02  2.493885E-07  2.640859E-01  2.565627E-05  2.934962E+09  3.656410E-02  6.422949E+08  4.060707E+03  1.132655E-03  3.774366E-03  7.141457E+04  5.195824E+01  1.079675E+07  4.727322E+05  2.005959E-05  6.578382E-02  5.079948E-16  5.714796E+04  2.496838E-08  6.178119E+04  1.340699E-08  4.465964E-27  1.560365E+03  8.695296E-08  4.418147E-03  2.723359E-06  3.780172E-16  1.533527E-05  1.822603E-05  1.944888E-16  3.027602E-19  8.454270E+02  6.150959E-01  9.741605E+09  1.408356E-04  2.675261E-04  5.318576E-12  5.206237E-05  2.447184E-19  2.704367E-24  1.208819E-35  9.447457E-47  6.263046E-02  2.268520E-08  1.125286E-14  2.759295E+01  7.464678E+00  5.208793E-05  3.328823E-03  4.000120E-02  1.759161E-03  3.064408E+07  1.070252E+06  9.311612E+04  4.911485E+00  2.228686E+13  1.631159E+07  1.969936E+03  5.347673E+09  3.380939E+04  9.094267E+10  6.242184E+00  1.456122E+02  2.078096E+08  6.908213E+01  5.475344E+07  3.206296E-10  3.398298E+03  6.931453E+00  4.143532E+09  7.829869E-03  2.682641E+05  5.164717E-14  4.962331E-03  1.108732E+11  3.983468E+09  9.341326E-04  9.186141E+06  3.578138E+02  2.679088E+05  2.071200E+06  5.569514E+07  1.054210E+04  1.483117E+05  1.314708E+08
  1.817593E+08  1.040815E+05  1.699234E+03  7.468300E+17  2.631575E+01  2.009877E+14  1.682704E+04  1.372972E+14  4.475655E+01  2.947683E-06  8.543291E-09  3.738228E-18  3.369968E-22  1.204793E+05  6.473305E+06  1.131426E+07  2.587806E+07  2.103055E+09  2.125130E+10  4.768451E+02  2.835673E-07  3.314407E-01  2.930927E-05  3.459772E+09  4.855156E-02  6.971168E+08  5.054832E+03  1.474775E-03  4.408274E-03  9.042670E+04  6.460910E+01  1.261832E+07  5.732509E+05  2.687352E-05  8.141813E-02  1.030219E-15  7.113364E+04  3.760356E-08  6.684014E+04  2.091557E-08  1.010681E-26  1.802554E+03  1.202234E-07  5.643241E-03  3.690517E-06  4.738506E-16  1.983306E-05  2.354752E-05  2.785193E-16  6.197275E-19  1.027105E+03  7.445865E-01  1.024863E+10  2.023285E-04  3.185783E-04  9.148226E-12  6.440070E-05  3.828102E-19  4.355534E-24  2.144807E-35  1.918017E-46  8.517634E-02  3.239245E-08  1.783478E-14  3.108942E+01  9.065439E+00  6.123450E-05  4.473848E-03  4.595341E-02  2.173909E-03  3.583863E+07  1.115875E+06  1.088872E+05  5.510097E+00  2.253098E+13  1.691513E+07  2.926487E+03  6.511504E+09  4.165968E+04  9.965484E+10  8.869151E+00  1.759445E+02  2.242660E+08  9.259175E+01  6.725856E+07  5.735116E-10  4.176805E+03  8.195450E+00  4.761363E+09  1.182995E-02  3.082743E+05  8.625038E-14  7.255112E-03  1.171055E+11  4.017818E+09  1.242159E-03  8.719705E+06  4.764995E+02  3.017632E+05  2.317013E+06  6.694723E+07  1.082242E+04  1.522058E+05  1.370976E+08
  1.841587E+08  1.135185E+05  1.724554E+03  8.023478E+17  4.751889E+01  2.159294E+14  2.537215E+04  1.477539E+14  6.762421E+01  6.221132E-06  1.636509E-08  8.128647E-18  7.022375E-22  1.465434E+05  8.503748E+06  1.315046E+07  3.164105E+07  2.126183E+09  2.223508E+10  5.222301E+02  3.643265E-07  5.147000E-01  3.793946E-05  4.813423E+09  8.592450E-02  8.147012E+08  7.717086E+03  2.444025E-03  5.911922E-03  1.437103E+05  9.987578E+01  1.715893E+07  8.429400E+05  4.839492E-05  1.247237E-01  4.108089E-15  1.092878E+05  8.330425E-08  7.823226E+04  5.001450E-08  4.964527E-26  2.379147E+03  2.255947E-07  9.069277E-03  6.610338E-06  7.211505E-16  3.336839E-05  3.953844E-05  5.764905E-16  2.535933E-18  1.516603E+03  1.085592E+00  1.135557E+10  4.149356E-04  4.506594E-04  2.663659E-11  9.928069E-05  9.409164E-19  1.134380E-23  6.804687E-35  7.981742E-46  1.566993E-01  6.606222E-08  4.493025E-14  3.965377E+01  1.381166E+01  8.936478E-05  8.092542E-03  6.242814E-02  3.317241E-03  4.972757E+07  1.240265E+06  1.510600E+05  7.195391E+00  2.367327E+13  1.882661E+07  6.085277E+03  9.189538E+09  6.064979E+04  1.153274E+11  1.705054E+01  2.466452E+02  2.538760E+08  1.576616E+02  9.724510E+07  1.728492E-09  6.092799E+03  1.108858E+01  5.796937E+09  2.458520E-02  3.782899E+05  2.197507E-13  1.454273E-02  1.326382E+11  4.190894E+09  2.223527E-03  8.148065E+06  8.480371E+02  3.876002E+05  2.957280E+06  9.163310E+07  1.134626E+04  1.595606E+05  1.483814E+08
  1.862310E+08  1.219402E+05  1.746144E+03  8.513489E+17  7.693427E+01  2.291171E+14  3.536748E+04  1.583090E+14  9.364801E+01  1.136831E-05  2.736060E-08  1.497568E-17  1.238533E-21  1.695254E+05  1.066202E+07  1.489549E+07  3.706484E+07  2.127217E+09  2.327821E+10  5.537153E+02  4.447811E-07  7.353786E-01  4.661255E-05  6.382480E+09  1.402867E-01  9.193016E+08  1.086950E+04  3.654524E-03  7.416512E-03  2.110265E+05  1.445339E+02  2.213805E+07  1.170313E+06  8.016718E-05  1.791586E-01  1.294717E-14  1.559878E+05  1.597626E-07  8.913176E+04  1.031177E-07  1.844588E-25  2.968885E+03  3.770868E-07  1.333107E-02  1.053865E-05  9.882003E-16  5.224501E-05  6.180238E-05  1.081084E-15  8.233730E-18  2.112136E+03  1.484040E+00  1.236095E+10  7.593537E-04  6.008609E-04  6.520766E-11  1.445177E-04  2.034896E-18  2.574060E-23  1.834446E-34  2.717768E-45  2.619411E-01  1.212991E-07  9.916969E-14  4.891096E+01  2.094723E+01  1.352498E-04  1.356966E-02  8.536990E-02  4.790225E-03  6.747393E+07  1.400057E+06  2.049546E+05  9.602104E+00  2.571802E+13  2.163666E+07  1.107597E+04  1.212247E+10  8.279470E+04  1.301264E+11  2.932308E+01  3.261815E+02  2.836457E+08  2.430426E+02  1.320017E+08  4.317638E-09  8.401640E+03  1.436143E+01  6.763704E+09  4.471490E-02  4.480330E+05  4.773275E-13  2.545305E-02  1.479555E+11  4.402897E+09  3.657874E-03  7.880025E+06  1.376828E+03  4.799246E+05  3.673804E+06  1.170217E+08  1.169157E+04  1.645110E+05  1.573061E+08
  1.880458E+08  1.297171E+05  1.764982E+03  8.961209E+17  1.154225E+02  2.411666E+14  4.672175E+04  1.690785E+14  1.223096E+02  1.879905E-05  4.170990E-08  2.466950E-17  1.955216E-21  1.900208E+05  1.294467E+07  1.659162E+07  4.223462E+07  2.119918E+09  2.437940E+10  5.766950E+02  5.257595E-07  9.922514E-01  5.535493E-05  8.171821E+09  2.158418E-01  1.014248E+09  1.448111E+04  5.095963E-03  8.908173E-03  2.930178E+05  1.994649E+02  2.753956E+07  1.558368E+06  1.248825E-04  2.457099E-01  3.445385E-14  2.113744E+05  2.768750E-07  9.977834E+04  1.912680E-07  5.617372E-25  3.568344E+03  5.816007E-07  1.842785E-02  1.551680E-05  1.266000E-15  7.760225E-05  9.166782E-05  1.884826E-15  2.261524E-17  2.820529E+03  1.940396E+00  1.330868E+10  1.280299E-03  7.697843E-04  1.407819E-10  2.016861E-04  4.004557E-18  5.279743E-23  4.386379E-34  7.980489E-45  4.085587E-01  2.062531E-07  1.984824E-13  5.892183E+01  3.096990E+01  2.032315E-04  2.134808E-02  1.149281E-01  6.598826E-03  8.914008E+07  1.583271E+06  2.707642E+05  1.273477E+01  2.827596E+13  2.511765E+07  1.915758E+04  1.594630E+10  1.128556E+05  1.507739E+11  4.865319E+01  4.328262E+02  3.279853E+08  3.651166E+02  1.789898E+08  9.845051E-09  1.161943E+04  1.883342E+01  8.370820E+09  8.077278E-02  5.651913E+05  1.009601E-12  4.235772E-02  1.628256E+11  4.633342E+09  5.640402E-03  7.780145E+06  2.085213E+03  5.773069E+05  4.458472E+06  1.491288E+08  1.193673E+04  1.681282E+05  1.648595E+08
