 Teff =  2700.00  logg =  3.34  mixLengthPara =  0.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.00
         191
 
             z             p             T          n<H>            CS           CS2        C2K2N2       C2N2NA2       FE(OH)2           FEO           FEH            HK           KOH           NAH          NAOH            HS        K2O2H2       NA2O2H2         H2SO4           H2S            K+            KO           KO-            K2           MGS            SN           NA+           NAO          NAO-           NA2            SO           S2O           SO2           SIS            S8            H2            N2            O2            S2           FES            C+            N+            O+           CNO           TIO          TIO2           TIC          TIC2           TIS          TICL         TICL2         TICL4           TI+            S+           SI+           FE+           C3H           CA+          CAOH       CA(OH)2           CAO           CAS           CA2           CAH           TIH           LI+           LIH           LIO          LIOH          LICL          NACL           KCL          CACL         CACL2           HCL           CL+           CL-          MGCL         MGCL2        MG2CL4          FECL         FECL2          ALCL         ALCL2         ALCL3        AL2CL6          SICL         SICL2         SICL3         SICL4           H2-           H2+           HE+            VO           VO2
  4.735446E+05  3.555427E+00  7.344197E+02  5.900488E+13  7.354084E-04  1.094751E+00  2.697529E-17  1.905144E-85  1.022014E+05  4.604594E-03  1.602153E-03  3.948735E-01  1.444156E+03  2.211521E+02  3.905559E+03  6.979140E+02  1.005126E-07  1.581343E-05  1.380195E-31  4.440138E+08  1.072261E-02  6.742981E-13  4.920047E-21  2.633208E-07  1.700071E+01  9.864433E-09  1.702844E-06  6.566259E-11  2.437679E-19  1.053956E-02  2.613143E-04  2.391655E-07  3.567815E-05  1.246217E+06  4.745161E-45  2.949628E+13  1.994608E+09  1.357874E-18  5.257184E+01  2.743605E+03  2.687314E-83  1.329710E-94  1.453173E-86  9.001249E-18  1.065587E+01  1.642064E+04  7.065682E-23  6.760048E-30  1.045793E-01  1.731984E-07  1.998889E-03  1.409508E-12  3.442457E-33  5.159439E-52  3.500577E-46  3.772526E-26  7.283299E-24  1.507651E-17  4.189893E+03  9.016336E+05  1.077829E-08  7.058504E+00  1.100683E-15  4.247666E-05  2.095996E-14  3.935683E-17  6.494998E-05  2.332719E-16  6.646964E+00  6.552867E+02  1.323182E+07  4.479504E+06  1.834660E+02  4.701347E+05  6.055849E+03  7.199652E-74  1.222491E-04  5.173929E-01  3.559940E+01  1.537208E-11  9.732230E-04  5.291581E+01  3.153183E+02  4.815498E-04  2.212615E-06  6.081244E-30  1.000122E-15  1.115523E-12  2.817167E-20  1.557353E-25  4.022881E-16  6.182534E-61  1.000000E-99  2.176027E+02  5.019954E+05
  7.249784E+05  3.629726E+00  7.349505E+02  6.019460E+13  7.894357E-04  1.168177E+00  2.918211E-17  2.453328E-85  7.951650E+04  3.724951E-03  1.333345E-03  4.063079E-01  1.437542E+03  2.280901E+02  3.912541E+03  7.264309E+02  9.740135E-08  1.547882E-05  1.355128E-31  4.578321E+08  1.107649E-02  6.885872E-13  5.061924E-21  2.694442E-07  1.336360E+01  1.041597E-08  1.783017E-06  6.730316E-11  2.518534E-19  1.085467E-02  2.671821E-04  2.459602E-07  3.549895E-05  1.164688E+06  5.344970E-45  3.009113E+13  2.034825E+09  1.380991E-18  5.480226E+01  2.262059E+03  3.296846E-83  1.624283E-94  1.708265E-86  9.579141E-18  1.052503E+01  1.568059E+04  7.620279E-23  7.538391E-30  1.066142E-01  1.793199E-07  2.064995E-03  1.494745E-12  3.711078E-33  5.890393E-52  3.575965E-46  3.271505E-26  8.461446E-24  1.371882E-17  3.578635E+03  7.473474E+05  9.367829E-09  6.222001E+00  8.430008E-16  3.779130E-05  2.181931E-14  4.131958E-17  6.669108E-05  2.375875E-16  6.586963E+00  6.686934E+02  1.361419E+07  4.580577E+06  1.623587E+02  4.164312E+05  6.319156E+03  8.569779E-74  1.282394E-04  4.097815E-01  2.828180E+01  9.522174E-12  8.156125E-04  4.425072E+01  2.793411E+02  4.339029E-04  2.010356E-06  4.954811E-30  9.741404E-16  1.087189E-12  2.795674E-20  1.564251E-25  4.203369E-16  7.026004E-61  1.000000E-99  2.300135E+02  5.121091E+05
  1.227846E+06  3.783013E+00  7.360121E+02  6.264648E+13  8.730119E-04  1.258587E+00  3.286753E-17  3.864267E-85  6.395628E+04  3.152579E-03  1.162639E-03  4.334416E-01  1.474361E+03  2.429576E+02  4.039113E+03  7.758369E+02  9.800274E-08  1.569497E-05  1.433811E-31  4.799018E+08  1.186256E-02  7.431517E-13  5.566504E-21  2.864349E-07  1.098205E+01  1.144774E-08  1.949760E-06  7.272520E-11  2.775707E-19  1.154557E-02  2.828329E-04  2.596988E-07  3.655570E-05  1.064189E+06  6.052086E-45  3.131690E+13  2.117709E+09  1.506872E-18  5.787733E+01  1.908712E+03  4.808445E-83  2.412294E-94  2.413638E-86  1.084716E-17  1.056515E+01  1.511409E+04  8.641877E-23  8.897797E-30  1.094193E-01  1.904741E-07  2.160687E-03  1.613132E-12  4.302022E-33  7.536070E-52  3.942572E-46  3.084783E-26  1.053475E-23  1.325240E-17  3.141516E+03  6.347500E+05  8.514502E-09  5.583431E+00  6.785177E-16  3.503935E-05  2.368204E-14  4.583083E-17  7.104236E-05  2.557659E-16  6.713914E+00  6.960716E+02  1.427859E+07  4.774683E+06  1.473552E+02  3.746309E+05  6.806662E+03  1.195761E-73  1.401312E-04  3.430585E-01  2.356961E+01  6.371098E-12  7.134921E-04  3.813528E+01  2.536844E+02  4.032931E-04  1.879698E-06  4.219738E-30  9.700163E-16  1.072377E-12  2.828527E-20  1.604055E-25  4.606139E-16  9.034096E-61  1.000000E-99  2.501737E+02  5.329579E+05
  2.233581E+06  4.109281E+00  7.381353E+02  6.785394E+13  1.033085E-03  1.398034E+00  4.065648E-17  9.199470E-85  5.608862E+04  2.995136E-03  1.148007E-03  4.972491E-01  1.597141E+03  2.760641E+02  4.403740E+03  8.746313E+02  1.052688E-07  1.689505E-05  1.726098E-31  5.213034E+08  1.365466E-02  8.908826E-13  6.956796E-21  3.290260E-07  1.008057E+01  1.366330E-08  2.324016E-06  8.681975E-11  3.461332E-19  1.310288E-02  3.198659E-04  2.889075E-07  3.996348E-05  1.011326E+06  7.079046E-45  3.392013E+13  2.293742E+09  1.869748E-18  6.307721E+01  1.745121E+03  9.944081E-83  5.280849E-94  4.885273E-86  1.390117E-17  1.134086E+01  1.528169E+04  1.134426E-22  1.238854E-29  1.188374E-01  2.215317E-07  2.411242E-03  1.871492E-12  5.997390E-33  1.211839E-51  5.485005E-46  3.543649E-26  1.531717E-23  1.509116E-17  3.033005E+03  5.861216E+05  8.808192E-09  5.451513E+00  6.610388E-16  3.693266E-05  2.908694E-14  5.673799E-17  8.150924E-05  3.059765E-16  7.205190E+00  7.539956E+02  1.555055E+07  5.170782E+06  1.471505E+02  3.634445E+05  7.804382E+03  2.285323E-73  1.660121E-04  3.267321E-01  2.199462E+01  5.150689E-12  7.009117E-04  3.595209E+01  2.516205E+02  4.141773E-04  1.931389E-06  4.228794E-30  1.093986E-15  1.173402E-12  3.218786E-20  1.853715E-25  5.551409E-16  1.484252E-60  1.000000E-99  2.896831E+02  5.772410E+05
  4.245051E+06  4.848544E+00  7.424020E+02  7.959941E+13  1.422405E-03  1.687285E+00  6.191481E-17  5.100964E-84  5.676051E+04  3.515752E-03  1.440523E-03  6.591682E-01  1.908478E+03  3.568722E+02  5.298040E+03  1.104517E+03  1.260280E-07  2.007019E-05  2.591488E-31  6.115759E+08  1.814442E-02  1.302278E-12  1.109374E-20  4.406666E-07  1.118365E+01  1.933180E-08  3.290586E-06  1.251047E-10  5.462379E-19  1.692492E-02  4.106610E-04  3.569069E-07  4.845894E-05  1.105486E+06  9.242704E-45  3.979170E+13  2.690787E+09  2.934560E-18  7.401906E+01  1.867232E+03  4.170843E-82  2.506037E-93  2.003309E-85  2.280711E-17  1.435888E+01  1.735496E+04  2.101646E-22  2.554788E-29  1.515161E-01  3.222864E-07  3.197098E-03  2.625808E-12  1.259887E-32  3.091907E-51  1.283390E-45  5.985428E-26  3.132638E-23  2.434742E-17  3.574155E+03  6.388785E+05  1.190755E-08  6.462322E+00  9.811297E-16  5.128783E-05  4.768193E-14  8.740765E-17  1.083790E-04  4.466908E-16  8.474440E+00  8.844798E+02  1.827630E+07  6.045628E+06  1.815796E+02  4.189852E+05  1.014543E+04  8.186266E-73  2.311941E-04  3.882728E-01  2.483665E+01  5.664299E-12  8.612434E-04  4.027666E+01  3.018388E+02  5.269822E-04  2.434406E-06  6.056582E-30  1.674055E-15  1.673057E-12  4.911026E-20  2.886283E-25  8.086968E-16  3.975885E-60  1.000000E-99  3.841469E+02  6.771167E+05
  4.739247E+06  5.046638E+00  7.439539E+02  8.268006E+13  1.566598E-03  1.772441E+00  6.526818E-17  8.586563E-84  5.186181E+04  3.457995E-03  1.437990E-03  7.078568E-01  1.973037E+03  3.800820E+02  5.495220E+03  1.190081E+03  1.264017E-07  2.010635E-05  2.936910E-31  6.353945E+08  1.989883E-02  1.462208E-12  1.272127E-20  4.698544E-07  1.077384E+01  2.170166E-08  3.695433E-06  1.398582E-10  6.245340E-19  1.784091E-02  4.492698E-04  3.851592E-07  5.190566E-05  1.062330E+06  1.019464E-44  4.133172E+13  2.794925E+09  3.449268E-18  7.845157E+01  1.777498E+03  6.936784E-82  4.398277E-93  3.366593E-85  2.647855E-17  1.458287E+01  1.693839E+04  2.403797E-22  2.979753E-29  1.543738E-01  3.448189E-07  3.312704E-03  2.784791E-12  1.552907E-32  4.381496E-51  1.639657E-45  6.786858E-26  3.791610E-23  2.771966E-17  3.558595E+03  6.120794E+05  1.258105E-08  6.516426E+00  1.017076E-15  5.420656E-05  5.266703E-14  1.010833E-16  1.164765E-04  5.011614E-16  8.708582E+00  9.188011E+02  1.901979E+07  6.274616E+06  1.859956E+02  4.193659E+05  1.105954E+04  1.312743E-72  2.582294E-04  3.838935E-01  2.414282E+01  5.074006E-12  8.628748E-04  3.908527E+01  3.042888E+02  5.434468E-04  2.505541E-06  6.180289E-30  1.818551E-15  1.774220E-12  5.344501E-20  3.168673E-25  9.078074E-16  5.676625E-60  1.000000E-99  4.172841E+02  7.033042E+05
  5.727639E+06  5.467435E+00  7.470579E+02  8.920366E+13  1.895342E-03  1.950709E+00  7.257661E-17  2.417765E-83  4.455411E+04  3.433327E-03  1.468939E-03  8.167162E-01  2.113491E+03  4.311556E+02  5.921506E+03  1.379786E+03  1.278247E-07  2.026310E-05  3.784387E-31  6.854177E+08  2.391989E-02  1.845169E-12  1.674913E-20  5.349804E-07  1.027894E+01  2.729847E-08  4.654156E-06  1.748686E-10  8.170199E-19  1.983512E-02  5.374404E-04  4.481173E-07  5.961062E-05  9.992581E+05  1.232670E-44  4.459288E+13  3.015450E+09  4.767478E-18  8.795431E+01  1.650725E+03  1.904113E-81  1.344862E-92  9.452656E-85  3.564820E-17  1.517841E+01  1.631016E+04  3.162292E-22  4.071605E-29  1.613897E-01  3.971817E-07  3.576731E-03  3.142915E-12  2.370760E-32  8.750030E-51  2.716669E-45  8.923750E-26  5.527378E-23  3.660651E-17  3.607450E+03  5.756445E+05  1.434811E-08  6.760484E+00  1.138929E-15  6.179169E-05  6.471065E-14  1.350617E-16  1.346362E-04  6.316152E-16  9.220149E+00  9.914635E+02  2.058064E+07  6.757024E+06  1.990033E+02  4.281293E+05  1.311825E+04  3.350652E-72  3.215719E-04  3.855277E-01  2.341793E+01  4.293464E-12  8.867609E-04  3.766188E+01  3.149176E+02  5.877888E-04  2.696829E-06  6.647694E-30  2.181850E-15  2.027192E-12  6.422638E-20  3.871024E-25  1.143244E-15  1.151635E-59  1.000000E-99  4.914951E+02  7.587548E+05
  7.704421E+06  6.417217E+00  7.532658E+02  1.038356E+14  2.759601E-03  2.354102E+00  9.027825E-17  1.881328E-82  3.456081E+04  3.531563E-03  1.597403E-03  1.087677E+00  2.434476E+03  5.547825E+02  6.895383E+03  1.848188E+03  1.321538E-07  2.077164E-05  6.292735E-31  7.969324E+08  3.446163E-02  2.934859E-12  2.901346E-20  6.954761E-07  9.793749E+00  4.295502E-08  7.345572E-06  2.728805E-10  1.396225E-18  2.455501E-02  7.662861E-04  6.043154E-07  7.854193E-05  9.145002E+05  1.782605E-44  5.190740E+13  3.510070E+09  9.064176E-18  1.100579E+02  1.484307E+03  1.397813E-80  1.222471E-91  7.265746E-84  6.432432E-17  1.667128E+01  1.538670E+04  5.509591E-22  7.645041E-29  1.783222E-01  5.312732E-07  4.203888E-03  4.019487E-12  5.532881E-32  3.422882E-50  7.602537E-45  1.593920E-25  1.163958E-22  6.554682E-17  3.846430E+03  5.306553E+05  1.928852E-08  7.519580E+00  1.526205E-15  8.290047E-05  9.858606E-14  2.398902E-16  1.800326E-04  1.002528E-15  1.038279E+01  1.154421E+03  2.406249E+07  7.832465E+06  2.350687E+02  4.602686E+05  1.836681E+04  2.126375E-71  4.958757E-04  4.061325E-01  2.299933E+01  3.359070E-12  9.732799E-04  3.634430E+01  3.472373E+02  7.060121E-04  3.203501E-06  8.102846E-30  3.226700E-15  2.718055E-12  9.500034E-20  5.906064E-25  1.807152E-15  4.654793E-59  1.000000E-99  6.792584E+02  8.831054E+05
  1.165799E+07  8.797859E+00  7.669394E+02  1.398206E+14  5.995416E-03  3.417876E+00  1.249786E-16  1.331505E-80  1.786587E+04  3.433898E-03  1.724246E-03  1.927375E+00  3.163509E+03  9.133497E+02  9.174328E+03  3.409268E+03  1.307113E-07  2.018415E-05  1.830552E-30  1.069768E+09  7.440103E-02  7.729189E-12  9.044822E-20  1.153344E-06  8.106104E+00  1.119365E-07  1.929183E-05  6.899842E-10  4.229002E-18  3.667648E-02  1.641121E-03  1.147884E-06  1.421826E-04  6.866938E+05  3.919720E-44  6.989628E+13  4.726508E+09  3.605745E-17  1.778016E+02  1.079410E+03  9.924519E-79  1.393051E-89  5.868048E-82  2.188087E-16  1.815022E+01  1.210212E+04  1.566136E-21  2.473996E-28  1.960281E-01  8.822171E-07  5.291531E-03  6.070038E-12  3.077009E-31  6.478482E-49  6.378893E-44  5.133993E-25  5.160339E-22  2.172982E-16  4.078733E+03  4.066508E+05  3.411058E-08  8.837226E+00  2.504518E-15  1.434973E-04  2.134140E-13  8.116508E-16  3.218237E-04  2.628528E-15  1.285459E+01  1.555553E+03  3.271672E+07  1.045167E+07  3.145727E+02  5.035580E+05  3.728394E+04  1.137066E-69  1.237514E-03  4.171371E-01  2.033610E+01  1.677080E-12  1.086674E-03  3.080613E+01  3.934102E+02  9.614386E-04  4.262540E-06  1.049100E-29  6.790889E-15  4.637198E-12  2.002154E-19  1.331138E-24  4.690277E-15  9.317191E-58  1.000000E-99  1.320117E+03  1.188746E+06
  1.623441E+07  1.258535E+01  7.850586E+02  1.953993E+14  1.541479E-02  5.259002E+00  1.497401E-16  2.419073E-78  1.321823E+03  5.928726E-04  3.336680E-04  3.693452E+00  4.077881E+03  1.609284E+03  1.230477E+04  7.253891E+03  1.101105E-07  1.694872E-05  6.756245E-30  1.486543E+09  1.927671E-01  2.499365E-11  3.523629E-19  1.963927E-06  1.142404E+00  3.695081E-07  6.474943E-05  2.139045E-09  1.603531E-17  5.571423E-02  4.304917E-03  2.581425E-06  3.005994E-04  8.534249E+04  1.056844E-43  9.768014E+13  6.605295E+09  2.077239E-16  3.260662E+02  1.288400E+02  2.217431E-76  5.778941E-87  1.603123E-79  9.736260E-16  3.481763E+00  1.532293E+03  9.805048E-22  1.750402E-28  3.801866E-02  2.952293E-07  1.266659E-03  1.896415E-12  4.844648E-31  2.799201E-47  1.759076E-43  4.193936E-25  2.940426E-21  1.917728E-16  8.016070E+02  5.167124E+04  1.313106E-08  2.023311E+00  1.638838E-16  5.256329E-05  9.631828E-14  3.705748E-15  6.205546E-04  8.410125E-15  1.550798E+01  2.176206E+03  4.696847E+07  1.451035E+07  8.653423E+01  1.091295E+05  9.125481E+04  1.873494E-67  3.910138E-03  7.873097E-02  3.229107E+00  2.394174E-14  2.279761E-04  4.634053E+00  8.584647E+01  2.696742E-04  1.181627E-06  5.427975E-31  3.188167E-15  1.695989E-12  9.750832E-20  7.186604E-25  1.499773E-14  4.230871E-56  1.000000E-99  2.946466E+03  1.660172E+06
  2.081084E+07  1.784694E+01  8.055121E+02  2.700576E+14  4.068038E-02  8.006119E+00  1.595391E-16  5.406040E-76  2.807131E+03  3.216186E-03  1.998231E-03  7.270780E+00  5.278313E+03  2.821465E+03  1.620328E+04  1.604997E+04  8.898647E-08  1.297261E-05  2.735179E-29  2.043411E+09  5.356943E-01  8.848923E-11  1.520964E-18  3.452509E-06  4.966355E+00  1.310689E-06  2.316779E-04  7.055018E-09  6.553600E-17  8.227645E-02  1.222727E-02  6.220596E-06  6.819447E-04  3.223471E+05  3.100122E-43  1.350017E+14  9.129047E+09  1.382595E-15  6.265203E+02  4.669993E+02  7.126052E-74  3.703699E-84  6.726086E-77  4.582626E-15  1.575246E+01  4.466573E+03  1.503305E-20  2.921407E-27  1.727723E-01  2.303848E-06  6.582305E-03  1.196079E-11  2.098525E-29  1.608524E-45  1.863456E-41  1.204792E-23  1.621024E-20  6.060245E-15  4.972875E+03  1.985724E+05  1.708903E-07  1.496228E+01  1.134307E-14  6.310011E-04  1.067936E-12  1.921190E-14  1.247512E-03  2.986148E-14  1.896874E+01  3.009846E+03  6.416963E+07  1.961684E+07  7.430006E+02  6.925759E+05  2.237307E+05  4.323537E-65  1.280559E-02  4.461792E-01  1.451537E+01  2.629879E-13  1.445005E-03  1.962145E+01  5.514630E+02  2.165784E-03  8.950496E-06  2.041742E-29  4.791495E-14  1.860348E-11  1.389840E-18  1.093014E-23  5.125593E-14  2.513058E-54  1.000000E-99  6.684311E+03  2.291879E+06
  2.297403E+07  2.098509E+01  8.157919E+02  3.135440E+14  6.467989E-02  9.766531E+00  1.653499E-16  7.214387E-75  5.316027E+03  9.653044E-03  6.275444E-03  1.017391E+01  6.026702E+03  3.676915E+03  1.837615E+04  2.349972E+04  8.157022E-08  1.123896E-05  5.337588E-29  2.368051E+09  8.835603E-01  1.649457E-10  3.139403E-18  4.644599E-06  1.343486E+01  2.411091E-06  4.253522E-04  1.251694E-08  1.297690E-16  9.868893E-02  2.026060E-02  9.528483E-06  1.013091E-03  8.143003E+05  5.258585E-43  1.567405E+14  1.059906E+10  3.453709E-15  8.605332E+02  1.154744E+03  1.149028E-72  8.355991E-83  1.240187E-75  9.594809E-15  4.911587E+01  1.125288E+04  8.413345E-20  1.692350E-26  5.405409E-01  9.091239E-06  2.073036E-02  3.905366E-11  1.941538E-28  1.135484E-44  2.345617E-40  8.056974E-23  3.608431E-20  4.258215E-14  1.592638E+04  5.025674E+05  7.860857E-07  5.242296E+01  1.557104E-13  2.781365E-03  5.124915E-12  4.326672E-14  1.780708E-03  5.628460E-14  2.128216E+01  3.494988E+03  7.224991E+07  2.230868E+07  2.715645E+03  2.125255E+06  3.341028E+05  5.802036E-64  2.220380E-02  1.331238E+00  3.762381E+01  1.316668E-12  4.545148E-03  4.934310E+01  1.742831E+03  7.408239E-03  2.892166E-05  1.740012E-28  2.291422E-13  7.422366E-11  6.116377E-18  4.823349E-23  9.309119E-14  1.793813E-53  1.000000E-99  9.864678E+03  2.658827E+06
  2.713042E+07  2.849208E+01  8.363166E+02  4.152472E+14  1.563993E-01  1.416302E+01  1.789744E-16  1.031176E-72  8.136044E+03  3.596840E-02  2.544823E-02  1.961393E+01  7.860607E+03  6.087349E+03  2.329785E+04  4.864993E+04  7.054637E-08  8.456389E-06  1.920481E-28  3.117244E+09  2.329017E+00  5.537381E-10  1.290917E-17  8.436378E-06  4.080576E+01  7.741776E-06  1.356817E-03  3.762723E-08  4.850978E-16  1.393454E-01  5.338641E-02  2.153829E-05  2.164952E-03  2.165269E+06  1.429115E-42  2.075819E+14  1.403704E+10  2.009395E-14  1.576332E+03  2.955328E+03  2.384975E-70  3.314510E-80  3.349009E-73  3.940598E-14  1.921344E+02  2.922550E+04  1.007950E-18  2.153653E-25  2.123292E+00  5.406660E-05  7.722621E-02  1.457097E-10  6.112864E-27  4.825973E-43  1.363764E-38  1.392599E-21  1.639529E-19  7.938975E-13  6.577438E+04  1.317236E+06  6.535036E-06  2.573781E+02  4.669570E-12  2.121715E-02  4.584263E-11  2.107140E-13  3.619692E-03  1.958867E-13  2.724196E+01  4.628623E+03  8.748744E+07  2.796420E+07  1.400248E+04  7.569656E+06  6.957132E+05  8.212580E-62  6.219326E-02  4.724353E+00  9.849135E+01  5.131976E-12  1.790214E-02  1.222010E+02  6.940089E+03  3.319628E-02  1.123172E-04  1.779503E-27  2.013990E-12  4.450114E-10  4.281546E-17  3.282027E-22  2.942871E-13  7.776471E-52  1.000000E-99  2.069643E+04  3.513629E+06
  2.918005E+07  3.300619E+01  8.465018E+02  4.752790E+14  2.381749E-01  1.686574E+01  1.859435E-16  1.109861E-71  8.172865E+03  5.518144E-02  4.066271E-02  2.683463E+01  8.926605E+03  7.753465E+03  2.613598E+04  6.880140E+04  6.585536E-08  7.405235E-06  3.550648E-28  3.551342E+09  3.701997E+00  9.878557E-10  2.536070E-17  1.120307E-05  5.655607E+01  1.350533E-05  2.365833E-03  6.375611E-08  9.117245E-16  1.644436E-01  8.474679E-02  3.172131E-05  3.111161E-03  2.813115E+06  2.276780E-42  2.375917E+14  1.606635E+10  4.669536E-14  2.098100E+03  3.779223E+03  3.064124E-69  5.801560E-79  4.878681E-72  7.754588E-14  3.019516E+02  3.778198E+04  2.705314E-18  5.952274E-25  3.336896E+00  1.037325E-04  1.184209E-01  2.234603E-10  2.605690E-26  2.896934E-42  7.767950E-38  4.452153E-21  3.380299E-19  2.585650E-12  1.042073E+05  1.681226E+06  1.446457E-05  4.417343E+02  1.531120E-11  4.505457E-02  1.070397E-10  4.501936E-13  5.089789E-03  3.562612E-13  3.072626E+01  5.297549E+03  9.585458E+07  3.110807E+07  2.462714E+04  1.115226E+07  9.877582E+05  8.773682E-61  1.016301E-01  7.059699E+00  1.272202E+02  6.541411E-12  2.817327E-02  1.540127E+02  1.098940E+04  5.559591E-02  1.756312E-04  3.617140E-27  4.641004E-12  8.537094E-10  8.843795E-17  6.686771E-22  5.101011E-13  4.720453E-51  1.000000E-99  2.948494E+04  4.015793E+06
  2.932012E+07  3.333960E+01  8.471979E+02  4.796850E+14  2.450357E-01  1.706500E+01  1.864774E-16  1.303502E-71  8.155252E+03  5.664911E-02  4.186089E-02  2.740913E+01  9.004062E+03  7.882258E+03  2.634414E+04  7.042821E+04  6.555891E-08  7.341908E-06  3.701559E-28  3.582890E+09  3.819555E+00  1.027192E-09  2.654217E-17  1.141894E-05  5.765448E+01  1.402179E-05  2.456541E-03  6.607267E-08  9.514645E-16  1.663212E-01  8.742615E-02  3.255700E-05  3.188130E-03  2.855182E+06  2.348228E-42  2.397943E+14  1.621530E+10  4.943082E-14  2.138665E+03  3.832011E+03  3.640552E-69  7.037897E-79  5.845285E-72  8.118441E-14  3.105825E+02  3.835423E+04  2.885188E-18  6.361274E-25  3.431997E+00  1.081589E-04  1.216414E-01  2.296146E-10  2.866808E-26  3.269092E-42  8.711588E-38  4.802678E-21  3.550562E-19  2.790917E-12  1.071493E+05  1.703820E+06  1.521138E-05  4.565940E+02  1.647933E-11  4.725016E-02  1.130852E-10  4.738434E-13  5.208285E-03  3.709235E-13  3.097819E+01  5.346642E+03  9.647122E+07  3.133663E+07  2.550331E+04  1.141377E+07  1.011611E+06  1.029574E-60  1.050675E-01  7.235032E+00  1.291260E+02  6.617665E-12  2.897631E-02  1.560733E+02  1.130648E+04  5.742607E-02  1.806054E-04  3.777637E-27  4.897206E-12  8.899103E-10  9.266446E-17  7.001025E-22  5.294051E-13  5.331525E-51  1.000000E-99  3.019981E+04  4.052580E+06
  2.960026E+07  3.401654E+01  8.485900E+02  4.886200E+14  2.593194E-01  1.746903E+01  1.875558E-16  1.796943E-71  8.112288E+03  5.963268E-02  4.431236E-02  2.859187E+01  9.160571E+03  8.146075E+03  2.676617E+04  7.378874E+04  6.497113E-08  7.218145E-06  4.022328E-28  3.646709E+09  4.065305E+00  1.110383E-09  2.906483E-17  1.186120E-05  5.984270E+01  1.511174E-05  2.648178E-03  7.095181E-08  1.036018E-15  1.701415E-01  9.302515E-02  3.428859E-05  3.347384E-03  2.937656E+06  2.496877E-42  2.442609E+14  1.651733E+10  5.537752E-14  2.221795E+03  3.935251E+03  5.135096E-69  1.034776E-78  8.383805E-72  8.896789E-14  3.282543E+02  3.948732E+04  3.277749E-18  7.257178E-25  3.626535E+00  1.174703E-04  1.282446E-01  2.422969E-10  3.465514E-26  4.160460E-42  1.093872E-37  5.580872E-21  3.916773E-19  3.246192E-12  1.131234E+05  1.747620E+06  1.679650E-05  4.870890E+02  1.903233E-11  5.188803E-02  1.260760E-10  5.247814E-13  5.452767E-03  4.019810E-13  3.148603E+01  5.446199E+03  9.772718E+07  3.179995E+07  2.731246E+04  1.194085E+07  1.061077E+06  1.416857E-60  1.122862E-01  7.590503E+00  1.328988E+02  6.760785E-12  3.061865E-02  1.601347E+02  1.195498E+04  6.120648E-02  1.908113E-04  4.113307E-27  5.445987E-12  9.659380E-10  1.016324E-16  7.667847E-22  5.701276E-13  6.797444E-51  1.000000E-99  3.167911E+04  4.127150E+06
  2.974263E+07  3.436583E+01  8.492975E+02  4.932246E+14  2.668754E-01  1.767716E+01  1.881087E-16  2.114743E-71  8.086621E+03  6.117272E-02  4.558597E-02  2.921055E+01  9.240916E+03  8.283399E+03  2.698359E+04  7.555263E+04  6.467476E-08  7.156687E-06  4.195554E-28  3.679511E+09  4.195833E+00  1.155079E-09  3.043307E-17  1.209138E-05  6.094893E+01  1.569615E-05  2.751050E-03  7.356291E-08  1.081723E-15  1.721166E-01  9.599792E-02  3.520021E-05  3.431109E-03  2.978659E+06  2.575423E-42  2.465627E+14  1.667299E+10  5.866107E-14  2.265079E+03  3.986458E+03  6.113567E-69  1.258128E-78  1.006604E-71  9.319796E-14  3.374440E+02  4.005693E+04  3.495227E-18  7.755321E-25  3.727594E+00  1.224454E-04  1.316849E-01  2.489413E-10  3.813616E-26  4.701382E-42  1.227028E-37  6.019243E-21  4.116877E-19  3.502353E-12  1.162024E+05  1.769133E+06  1.765045E-05  5.029722E+02  2.044658E-11  5.437473E-02  1.331637E-10  5.526484E-13  5.580918E-03  4.186928E-13  3.174605E+01  5.497505E+03  9.837759E+07  3.203869E+07  2.826087E+04  1.221061E+07  1.087150E+06  1.665936E-60  1.161387E-01  7.773521E+00  1.347957E+02  6.828694E-12  3.147174E-02  1.621680E+02  1.229182E+04  6.319010E-02  1.961322E-04  4.291606E-27  5.744434E-12  1.006493E-09  1.064658E-16  8.027326E-22  5.919534E-13  7.688434E-51  1.000000E-99  3.245699E+04  4.165563E+06
