 Teff =  2700.00  logg =  3.34  mixLengthPara =  0.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.00
         191
 
             z             p             T          n<H>            CS           CS2        C2K2N2       C2N2NA2       FE(OH)2           FEO           FEH            HK           KOH           NAH          NAOH            HS        K2O2H2       NA2O2H2         H2SO4           H2S            K+            KO           KO-            K2           MGS            SN           NA+           NAO          NAO-           NA2            SO           S2O           SO2           SIS            S8            H2            N2            O2            S2           FES            C+            N+            O+           CNO           TIO          TIO2           TIC          TIC2           TIS          TICL         TICL2         TICL4           TI+            S+           SI+           FE+           C3H           CA+          CAOH       CA(OH)2           CAO           CAS           CA2           CAH           TIH           LI+           LIH           LIO          LIOH          LICL          NACL           KCL          CACL         CACL2           HCL           CL+           CL-          MGCL         MGCL2        MG2CL4          FECL         FECL2          ALCL         ALCL2         ALCL3        AL2CL6          SICL         SICL2         SICL3         SICL4           H2-           H2+           HE+            VO           VO2
  1.534580E+08  3.432450E+04  1.416977E+03  2.953257E+17  2.715422E+06  1.323168E+05  3.869261E-12  2.397552E-33  7.378799E+04  3.947702E+04  2.690444E+05  9.318194E+06  9.283338E+06  4.396783E+08  3.207882E+07  3.411773E+10  2.012028E-06  8.539430E-05  2.052249E-17  3.814847E+12  3.733030E+07  1.089401E+00  1.213110E-06  2.077181E+00  8.481167E+06  6.935712E+03  9.000170E+05  2.226360E+01  1.756796E-05  1.698441E+03  9.648545E+05  6.427906E+01  1.939563E+03  2.289440E+10  6.219278E-33  1.476189E+17  9.981743E+12  1.090213E-01  1.044038E+08  9.182764E+06  6.446731E-32  1.168336E-37  1.102877E-33  9.372610E-03  2.507421E+07  6.963352E+06  4.975918E-05  2.380096E-10  5.898342E+05  1.687929E+03  4.000221E+02  9.559617E-08  2.094332E-07  1.772885E-16  3.188717E-13  5.038536E-05  5.774098E-06  2.296193E+00  2.880765E+07  1.634179E+06  1.019663E+02  9.915950E+05  3.464099E-04  1.891136E+05  1.085289E+01  2.794270E-01  1.469116E+04  2.474286E-03  8.983523E+04  1.954967E+06  4.214110E+09  1.282218E+09  1.643009E+07  7.990769E+06  8.762833E+10  1.690673E-27  5.905449E+05  1.733410E+06  9.425147E+04  6.477318E-10  1.128615E+04  1.501143E+04  2.260103E+08  2.505141E+03  3.090407E-01  3.860217E-23  1.071551E+00  1.586292E-01  7.129115E-08  1.290796E-13  1.738672E-04  5.365833E-25  1.093827E-58  2.038273E+09  2.942662E+08
  1.540887E+08  3.526520E+04  1.422212E+03  3.022996E+17  2.914452E+06  1.360608E+05  3.832169E-12  3.660040E-33  8.099005E+04  4.637940E+04  3.178190E+05  9.791076E+06  9.473914E+06  4.587017E+08  3.286060E+07  3.627867E+10  1.982035E-06  8.415356E-05  2.342567E-17  3.901063E+12  4.048974E+07  1.205688E+00  1.359621E-06  2.156167E+00  1.001610E+07  7.660749E+03  9.985879E+05  2.455308E+01  1.964625E-05  1.743879E+03  1.052104E+06  6.917748E+01  2.087506E+03  2.615267E+10  6.814104E-33  1.511045E+17  1.021744E+13  1.279200E-01  1.098312E+08  1.038994E+07  1.028162E-31  1.969481E-37  1.804706E-33  1.060086E-02  2.903119E+07  7.817162E+06  6.302788E-05  3.031546E-10  6.825984E+05  1.948891E+03  4.280171E+02  9.533535E-08  2.908845E-07  2.460889E-16  4.784253E-13  6.771113E-05  6.532607E-06  2.946535E+00  3.244836E+07  1.780751E+06  1.221827E+02  1.130051E+06  4.547660E-04  2.242675E+05  1.347699E+01  3.248086E-01  1.575452E+04  2.790362E-03  9.304236E+04  1.947824E+06  4.124427E+09  1.250936E+09  1.808993E+07  8.231669E+06  8.992124E+10  2.514246E-27  6.186220E+05  1.997736E+06  1.022012E+05  7.279272E-10  1.279900E+04  1.579903E+04  2.567454E+08  2.774289E+03  3.265661E-01  4.190703E-23  1.310125E+00  1.810826E-01  7.967768E-08  1.390258E-13  1.907260E-04  7.463282E-25  2.178232E-58  2.089033E+09  2.914680E+08
  1.553502E+08  3.722463E+04  1.432683E+03  3.167453E+17  3.350834E+06  1.436886E+05  3.763712E-12  8.463029E-33  9.784991E+04  6.402209E+04  4.433577E+05  1.080388E+07  9.873758E+06  4.991615E+08  3.451104E+07  4.096241E+10  1.928548E-06  8.198295E-05  3.051979E-17  4.078287E+12  4.755614E+07  1.474812E+00  1.705179E-06  2.322539E+00  1.389017E+07  9.325320E+03  1.226980E+06  2.983101E+01  2.453770E-05  1.839097E+03  1.248984E+06  7.999499E+01  2.416468E+03  3.399154E+10  8.145873E-33  1.583246E+17  1.070565E+13  1.757104E-01  1.213386E+08  1.330135E+07  2.588501E-31  5.534009E-37  4.783043E-33  1.353602E-02  3.893219E+07  9.868353E+06  1.008958E-04  4.906311E-10  9.137241E+05  2.597233E+03  4.905884E+02  9.503913E-08  5.587425E-07  4.705678E-16  1.066579E-12  1.218545E-04  8.339656E-06  4.846359E+00  4.127901E+07  2.123708E+06  1.756270E+02  1.469569E+06  7.858832E-04  3.156869E+05  2.075206E+01  4.363140E-01  1.804999E+04  3.532846E-03  9.957056E+04  1.928596E+06  3.953683E+09  1.191332E+09  2.197514E+07  8.764990E+06  9.463907E+10  5.510822E-27  6.780563E+05  2.639939E+06  1.196969E+05  9.131031E-10  1.646148E+04  1.752755E+04  3.312326E+08  3.402801E+03  3.650100E-01  4.952200E-23  1.948029E+00  2.350293E-01  9.915829E-08  1.607844E-13  2.291053E-04  1.433708E-24  8.512556E-58  2.192781E+09  2.861458E+08
  1.556088E+08  3.763965E+04  1.434830E+03  3.197915E+17  3.446955E+06  1.452733E+05  3.750513E-12  1.003707E-32  1.017591E+05  6.839284E+04  4.746106E+05  1.102316E+07  9.959074E+06  5.078734E+08  3.486479E+07  4.198551E+10  1.918651E-06  8.158850E-05  3.222210E-17  4.115430E+12  4.913793E+07  1.536697E+00  1.785796E-06  2.358098E+00  1.483917E+07  9.705448E+03  1.279514E+06  3.104112E+01  2.567710E-05  1.859365E+03  1.293375E+06  8.239360E+01  2.489860E+03  3.584511E+10  8.443872E-33  1.598471E+17  1.080860E+13  1.874618E-01  1.238086E+08  1.399122E+07  3.122747E-31  6.827244E-37  5.831458E-33  1.422735E-02  4.134322E+07  1.035274E+07  1.110552E-04  5.412253E-10  9.697934E+05  2.754188E+03  5.045246E+02  9.500068E-08  6.382161E-07  5.367991E-16  1.255138E-12  1.373653E-04  8.763826E-06  5.365101E+00  4.338032E+07  2.203077E+06  1.891990E+02  1.550993E+06  8.792846E-04  3.386125E+05  2.266364E+01  4.630883E-01  1.854913E+04  3.705271E-03  1.009272E+05  1.923863E+06  3.920040E+09  1.179583E+09  2.287380E+07  8.882106E+06  9.562866E+10  6.463452E-27  6.908031E+05  2.792819E+06  1.235565E+05  9.554326E-10  1.733191E+04  1.790771E+04  3.489183E+08  3.547767E+03  3.734323E-01  5.125198E-23  2.111242E+00  2.477731E-01  1.036432E-07  1.655668E-13  2.378148E-04  1.637190E-24  1.123057E-57  2.214428E+09  2.851025E+08
  1.556330E+08  3.767864E+04  1.435031E+03  3.200774E+17  3.456047E+06  1.454214E+05  3.749294E-12  1.019799E-32  1.021326E+05  6.881568E+04  4.776368E+05  1.104384E+07  9.967101E+06  5.086943E+08  3.489809E+07  4.208213E+10  1.917745E-06  8.155254E-05  3.238582E-17  4.118909E+12  4.928806E+07  1.542601E+00  1.793508E-06  2.361444E+00  1.493076E+07  9.741652E+03  1.284525E+06  3.115651E+01  2.578606E-05  1.861270E+03  1.297593E+06  8.262070E+01  2.496819E+03  3.602280E+10  8.472085E-33  1.599900E+17  1.081827E+13  1.885973E-01  1.240409E+08  1.405738E+07  3.177846E-31  6.962220E-37  5.940206E-33  1.429360E-02  4.157566E+07  1.039916E+07  1.120532E-04  5.462008E-10  9.751937E+05  2.769302E+03  5.058449E+02  9.499724E-08  6.461793E-07  5.434279E-16  1.274326E-12  1.389088E-04  8.804442E-06  5.416237E+00  4.358202E+07  2.210655E+06  1.905182E+02  1.558818E+06  8.885505E-04  3.408354E+05  2.285066E+01  4.656630E-01  1.859624E+04  3.721748E-03  1.010541E+05  1.923407E+06  3.916922E+09  1.178494E+09  2.295958E+07  8.893160E+06  9.572145E+10  6.560235E-27  6.920033E+05  2.807496E+06  1.239217E+05  9.594642E-10  1.741545E+04  1.794364E+04  3.506149E+08  3.561595E+03  3.742275E-01  5.141638E-23  2.127130E+00  2.489948E-01  1.040711E-07  1.660191E-13  2.386435E-04  1.657571E-24  1.152445E-57  2.216455E+09  2.850059E+08
  1.556700E+08  3.773852E+04  1.435338E+03  3.205165E+17  3.470036E+06  1.456489E+05  3.747430E-12  1.044975E-32  1.027081E+05  6.946926E+04  4.823154E+05  1.107563E+07  9.979433E+06  5.099559E+08  3.494927E+07  4.223075E+10  1.916362E-06  8.149765E-05  3.263859E-17  4.124254E+12  4.951915E+07  1.551698E+00  1.805400E-06  2.366585E+00  1.507228E+07  9.797438E+03  1.292248E+06  3.133429E+01  2.595407E-05  1.864198E+03  1.304089E+06  8.297033E+01  2.507534E+03  3.629699E+10  8.515590E-33  1.602094E+17  1.083311E+13  1.903519E-01  1.243983E+08  1.415945E+07  3.264223E-31  7.174380E-37  6.110904E-33  1.439579E-02  4.193468E+07  1.047077E+07  1.136009E-04  5.539193E-10  9.835344E+05  2.792639E+03  5.078764E+02  9.499202E-08  6.585832E-07  5.537517E-16  1.304318E-12  1.413095E-04  8.867085E-06  5.495606E+00  4.389325E+07  2.222333E+06  1.925595E+02  1.570899E+06  9.029521E-04  3.442730E+05  2.314045E+01  4.696373E-01  1.866866E+04  3.747147E-03  1.012490E+05  1.922704E+06  3.912147E+09  1.176826E+09  2.309178E+07  8.910154E+06  9.586391E+10  6.711454E-27  6.938475E+05  2.830143E+06  1.244835E+05  9.656747E-10  1.754433E+04  1.799890E+04  3.532324E+08  3.582904E+03  3.754502E-01  5.166951E-23  2.151721E+00  2.508796E-01  1.047304E-07  1.667148E-13  2.399200E-04  1.689317E-24  1.199008E-57  2.219568E+09  2.848581E+08
  1.557441E+08  3.785856E+04  1.435953E+03  3.213964E+17  3.498151E+06  1.461037E+05  3.743713E-12  1.097177E-32  1.038700E+05  7.079502E+04  4.918088E+05  1.113948E+07  1.000417E+07  5.124883E+08  3.505199E+07  4.252930E+10  1.913620E-06  8.138899E-05  3.315011E-17  4.134952E+12  4.998432E+07  1.570050E+00  1.829412E-06  2.376899E+00  1.535900E+07  9.909877E+03  1.307825E+06  3.169282E+01  2.629329E-05  1.870069E+03  1.317170E+06  8.367334E+01  2.529095E+03  3.685101E+10  8.603017E-33  1.606492E+17  1.086284E+13  1.939092E-01  1.251148E+08  1.436577E+07  3.443961E-31  7.618003E-37  6.466938E-33  1.460229E-02  4.266181E+07  1.061548E+07  1.167589E-04  5.696750E-10  1.000419E+06  2.839882E+03  5.119622E+02  9.498164E-08  6.840949E-07  5.749757E-16  1.366388E-12  1.462340E-04  8.993607E-06  5.657789E+00  4.452253E+07  2.245897E+06  1.967073E+02  1.595335E+06  9.324553E-04  3.512514E+05  2.373082E+01  4.776785E-01  1.881412E+04  3.798413E-03  1.016391E+05  1.921283E+06  3.902624E+09  1.173500E+09  2.335847E+07  8.944283E+06  9.614930E+10  7.024216E-27  6.975480E+05  2.875934E+06  1.256129E+05  9.781911E-10  1.780495E+04  1.811000E+04  3.585230E+08  3.625877E+03  3.779058E-01  5.217917E-23  2.201717E+00  2.546882E-01  1.060603E-07  1.681130E-13  2.424919E-04  1.754601E-24  1.297789E-57  2.225801E+09  2.845635E+08
  1.558923E+08  3.809979E+04  1.437183E+03  3.231635E+17  3.554965E+06  1.470145E+05  3.736343E-12  1.209404E-32  1.062357E+05  7.352171E+04  5.113477E+05  1.126819E+07  1.005396E+07  5.175895E+08  3.525880E+07  4.313188E+10  1.908223E-06  8.117581E-05  3.419750E-17  4.156414E+12  5.092670E+07  1.607379E+00  1.878362E-06  2.397654E+00  1.594759E+07  1.013833E+04  1.339511E+06  3.242183E+01  2.698466E-05  1.881876E+03  1.343699E+06  8.509542E+01  2.572758E+03  3.798241E+10  8.780011E-33  1.615324E+17  1.092256E+13  2.012188E-01  1.265572E+08  1.478718E+07  3.833137E-31  8.587940E-37  7.241454E-33  1.502382E-02  4.415313E+07  1.091088E+07  1.233332E-04  6.025044E-10  1.035025E+06  2.936681E+03  5.202260E+02  9.496124E-08  7.380569E-07  6.198311E-16  1.499331E-12  1.565932E-04  9.251716E-06  5.996388E+00  4.580870E+07  2.293852E+06  2.052706E+02  1.645333E+06  9.943643E-04  3.656294E+05  2.495590E+01  4.941370E-01  1.910747E+04  3.902828E-03  1.024207E+05  1.918376E+06  3.883689E+09  1.166887E+09  2.390113E+07  9.013090E+06  9.672199E+10  7.693221E-27  7.049978E+05  2.969533E+06  1.278953E+05  1.003613E-09  1.833751E+04  1.833428E+04  3.693300E+08  3.713266E+03  3.828586E-01  5.321224E-23  2.305052E+00  2.624651E-01  1.087653E-07  1.709375E-13  2.477131E-04  1.892656E-24  1.520135E-57  2.238299E+09  2.839787E+08
  1.561886E+08  3.858687E+04  1.439643E+03  3.267268E+17  3.671002E+06  1.488451E+05  3.721841E-12  1.468827E-32  1.111399E+05  7.928900E+04  5.527316E+05  1.152975E+07  1.015476E+07  5.279398E+08  3.567803E+07  4.435992E+10  1.897790E-06  8.076623E-05  3.639413E-17  4.199657E+12  5.286054E+07  1.684617E+00  1.980085E-06  2.439676E+00  1.718784E+07  1.060999E+04  1.405061E+06  3.392894E+01  2.842075E-05  1.905753E+03  1.398279E+06  8.800771E+01  2.662339E+03  4.034181E+10  9.143757E-33  1.633133E+17  1.104299E+13  2.166524E-01  1.294828E+08  1.566635E+07  4.745733E-31  1.090743E-36  9.074948E-33  1.590215E-02  4.728867E+07  1.152619E+07  1.375756E-04  6.737524E-10  1.107692E+06  3.139791E+03  5.371143E+02  9.491953E-08  8.587660E-07  7.200270E-16  1.804314E-12  1.795167E-04  9.788724E-06  6.734243E+00  4.849435E+07  2.393128E+06  2.235160E+02  1.749980E+06  1.130640E-03  3.961406E+05  2.759300E+01  5.286075E-01  1.970399E+04  4.119385E-03  1.039897E+05  1.912309E+06  3.846254E+09  1.153811E+09  2.502395E+07  9.152727E+06  9.787505E+10  9.224029E-27  7.200941E+05  3.165035E+06  1.325547E+05  1.056030E-09  1.944947E+04  1.879134E+04  3.918665E+08  3.893853E+03  3.929222E-01  5.533176E-23  2.525746E+00  2.786759E-01  1.143603E-07  1.766993E-13  2.584712E-04  2.201374E-24  2.084000E-57  2.263423E+09  2.828261E+08
  1.567813E+08  3.957979E+04  1.444562E+03  3.339718E+17  3.912678E+06  1.525203E+05  3.693704E-12  2.162752E-32  1.216694E+05  9.218186E+04  6.454902E+05  1.206987E+07  1.036149E+07  5.492446E+08  3.653982E+07  4.690688E+10  1.878368E-06  8.001428E-05  4.122564E-17  4.287159E+12  5.693174E+07  1.849967E+00  2.199745E-06  2.525817E+00  1.993827E+07  1.161440E+04  1.545311E+06  3.714996E+01  3.151920E-05  1.954575E+03  1.513700E+06  9.410288E+01  2.850752E+03  4.546666E+10  9.906546E-33  1.669343E+17  1.128785E+13  2.510619E-01  1.354831E+08  1.757655E+07  7.258189E-31  1.755281E-36  1.422156E-32  1.780876E-02  5.421041E+07  1.285914E+07  1.709680E-04  8.413864E-10  1.267586E+06  3.586248E+03  5.722805E+02  9.481666E-08  1.160713E-06  9.700314E-16  2.607399E-12  2.356402E-04  1.095039E-05  8.485304E+00  5.434206E+07  2.605542E+06  2.649011E+02  1.978758E+06  1.460539E-03  4.647733E+05  3.369730E+01  6.041684E-01  2.093666E+04  4.584995E-03  1.071512E+05  1.899189E+06  3.773098E+09  1.128255E+09  2.742310E+07  9.438730E+06  1.002122E+11  1.323481E-26  7.510874E+05  3.591215E+06  1.422559E+05  1.167301E-09  2.187065E+04  1.973808E+04  4.407790E+08  4.278593E+03  4.136195E-01  5.977007E-23  3.028898E+00  3.138763E-01  1.263223E-07  1.886814E-13  2.813059E-04  2.973616E-24  3.904550E-57  2.314191E+09  2.805920E+08
  1.579667E+08  4.159423E+04  1.455185E+03  3.484119E+17  4.454133E+06  1.595997E+05  3.539399E-12  4.814788E-32  1.456326E+05  1.257796E+05  8.855782E+05  1.321811E+07  1.076319E+07  5.936395E+08  3.826415E+07  5.271825E+10  1.819317E-06  7.767549E-05  5.396530E-17  4.459211E+12  6.655492E+07  2.253301E+00  2.739892E-06  2.694892E+00  2.727707E+07  1.405541E+04  1.889463E+06  4.497284E+01  3.911981E-05  2.044456E+03  1.796198E+06  1.087390E+02  3.310994E+03  5.845524E+10  1.174078E-32  1.741511E+17  1.177587E+13  3.452789E-01  1.491912E+08  2.217961E+07  1.791897E-30  4.850558E-36  3.728770E-32  2.253038E-02  7.108254E+07  1.594088E+07  2.641661E-04  1.305361E-09  1.652399E+06  4.645733E+03  6.374575E+02  9.157251E-08  2.164729E-06  1.837486E-15  5.715631E-12  4.168957E-04  1.362022E-05  1.365921E+01  6.790785E+07  3.060664E+06  3.739658E+02  2.521359E+06  2.424378E-03  6.394479E+05  5.037086E+01  8.005438E-01  2.363080E+04  5.737962E-03  1.134719E+05  1.855081E+06  3.596171E+09  1.067885E+09  3.260506E+07  9.831893E+06  1.048949E+11  2.861742E-26  8.178610E+05  4.675546E+06  1.640347E+05  1.421767E-09  2.767015E+04  2.153546E+04  5.538827E+08  5.101856E+03  4.489346E-01  6.668443E-23  4.436255E+00  4.010948E-01  1.544734E-07  2.141033E-13  3.354977E-04  5.653331E-24  1.489802E-56  2.414068E+09  2.749978E+08
  1.595442E+08  4.435306E+04  1.470559E+03  3.677104E+17  5.304744E+06  1.684360E+05  3.214281E-12  1.450414E-31  1.841313E+05  1.923374E+05  1.357911E+06  1.489467E+07  1.127391E+07  6.567909E+08  4.055777E+07  6.196876E+10  1.712195E-06  7.339404E-05  7.921402E-17  4.680687E+12  8.282765E+07  2.968761E+00  3.713610E-06  2.915846E+00  4.228629E+07  1.835390E+04  2.507347E+06  5.875966E+01  5.277530E-05  2.152030E+03  2.292657E+06  1.334947E+02  4.107756E+03  8.298995E+10  1.481069E-32  1.837956E+17  1.242809E+13  5.453337E-01  1.706808E+08  3.025074E+07  6.446391E-30  2.058401E-35  1.475876E-31  3.118522E-02  1.034076E+08  2.145532E+07  4.803534E-04  2.368016E-09  2.376154E+06  6.605151E+03  7.285337E+02  8.481551E-08  5.203726E-06  4.566485E-15  1.740660E-11  9.235861E-04  1.806440E-05  2.619608E+01  9.046137E+07  3.730281E+06  5.943645E+02  3.452956E+06  4.700765E-03  9.746289E+05  8.783829E+01  1.184290E+00  2.765040E+04  7.815671E-03  1.215254E+05  1.766296E+06  3.325208E+09  9.773265E+08  4.035615E+07  1.004634E+07  1.111609E+11  8.563328E-26  9.165123E+05  6.737639E+06  1.981821E+05  1.832377E-09  3.778514E+04  2.373901E+04  7.407314E+08  6.309488E+03  4.839427E-01  7.174123E-23  7.561391E+00  5.610515E-01  2.022309E-07  2.511052E-13  4.281223E-04  1.409671E-23  9.970107E-56  2.544141E+09  2.657824E+08
  1.613094E+08  4.765749E+04  1.487761E+03  3.905739E+17  6.391560E+06  1.775510E+05  2.882715E-12  4.837051E-31  2.327494E+05  2.974387E+05  2.098061E+06  1.699785E+07  1.193415E+07  7.350583E+08  4.351819E+07  7.389763E+10  1.622434E-06  6.992948E-05  1.229112E-16  4.934902E+12  1.052750E+08  4.036444E+00  5.209224E-06  3.183029E+00  6.739204E+07  2.455723E+04  3.420763E+06  7.920870E+01  7.369320E-05  2.281856E+03  3.004081E+06  1.673797E+02  5.242811E+03  1.204135E+11  1.888195E-32  1.952213E+17  1.320080E+13  9.078157E-01  1.971619E+08  4.101938E+07  2.608797E-29  1.001794E-34  6.681885E-31  4.460733E-02  1.474718E+08  2.823643E+07  8.675054E-04  4.251601E-09  3.325057E+06  9.143586E+03  7.941716E+02  7.346644E-08  1.279513E-05  1.234513E-14  5.829997E-11  2.132419E-03  2.437859E-05  5.065911E+01  1.180782E+08  4.442298E+06  9.406282E+02  4.614206E+06  8.724961E-03  1.467109E+06  1.521582E+02  1.801473E+00  3.256977E+04  1.091561E-02  1.305567E+05  1.659178E+06  3.055711E+09  8.875735E+08  4.833641E+07  9.756698E+06  1.185198E+11  2.841406E-25  1.038321E+06  9.926448E+06  2.407788E+05  2.360733E-09  5.138363E+04  2.554044E+04  9.589112E+08  7.498016E+03  4.948850E-01  6.897561E-23  1.342133E+01  8.022017E-01  2.689656E-07  2.961279E-13  5.594457E-04  3.833721E-23  7.993797E-55  2.693796E+09  2.572324E+08
  1.628830E+08  5.081027E+04  1.503096E+03  4.121518E+17  7.481601E+06  1.846485E+05  2.612480E-12  1.379186E-30  2.817133E+05  4.266686E+05  2.996077E+06  1.909796E+07  1.261459E+07  8.122983E+08  4.656622E+07  8.605415E+10  1.566389E-06  6.789758E-05  1.835152E-16  5.164701E+12  1.298177E+08  5.304032E+00  7.035506E-06  3.440790E+00  9.977516E+07  3.161769E+04  4.488989E+06  1.033505E+02  9.917658E-05  2.406733E+03  3.812604E+06  2.040632E+02  6.532690E+03  1.649763E+11  2.301718E-32  2.060039E+17  1.393005E+13  1.428601E+00  2.227826E+08  5.213979E+07  8.801954E-29  3.984339E-34  2.504552E-30  6.106924E-02  1.918804E+08  3.440854E+07  1.376266E-03  6.689312E-09  4.228632E+06  1.154398E+04  8.142595E+02  6.167370E-08  2.664753E-05  2.932824E-14  1.659401E-10  4.318577E-03  3.137576E-05  8.640706E+01  1.437215E+08  5.017369E+06  1.353642E+03  5.693924E+06  1.378135E-02  2.012950E+06  2.336966E+02  2.577515E+00  3.731749E+04  1.456573E-02  1.386757E+05  1.559909E+06  2.842291E+09  8.167662E+08  5.431317E+07  9.133669E+06  1.254302E+11  8.088193E-25  1.158175E+06  1.374928E+07  2.819761E+05  2.876068E-09  6.561335E+04  2.659514E+04  1.145959E+09  8.318399E+03  4.817652E-01  6.076513E-23  2.196766E+01  1.087633E+00  3.424687E-07  3.396202E-13  7.069560E-04  9.178051E-23  4.916735E-54  2.831493E+09  2.511535E+08
  1.657886E+08  5.719020E+04  1.531412E+03  4.551769E+17  9.780467E+06  1.941805E+05  2.168241E-12  8.960502E-30  3.992828E+05  8.076419E+05  5.570026E+06  2.361511E+07  1.414659E+07  9.758747E+08  5.343049E+07  1.125956E+11  1.516571E-06  6.653213E-05  3.939976E-16  5.588255E+12  1.892494E+08  8.775272E+00  1.223512E-05  3.971544E+00  1.931326E+08  4.953654E+04  7.323404E+06  1.689866E+02  1.715332E-04  2.662456E+03  5.881203E+06  2.912592E+02  9.866790E+03  2.849888E+11  3.141438E-32  2.275020E+17  1.538412E+13  3.298318E+00  2.742058E+08  7.807567E+07  7.730683E-28  4.745784E-33  2.709231E-29  1.077838E-01  2.876935E+08  4.641171E+07  2.885508E-03  1.369929E-08  5.979675E+06  1.622227E+04  7.883937E+02  4.179303E-08  9.175766E-05  1.375798E-13  1.069401E-09  1.498908E-02  4.813114E-05  2.130011E+02  1.961629E+08  6.069704E+06  2.491799E+03  7.818537E+06  2.802108E-02  3.365461E+06  4.671494E+02  4.820166E+00  4.695641E+04  2.433773E-02  1.541467E+05  1.375583E+06  2.504742E+09  7.053918E+08  6.341875E+07  7.694130E+06  1.391407E+11  5.283432E-24  1.410796E+06  2.376444E+07  3.610183E+05  3.813921E-09  9.971495E+04  2.805938E+04  1.469523E+09  9.343104E+03  4.284473E-01  4.218935E-23  5.255218E+01  1.857608E+00  5.231182E-07  4.304744E-13  1.077683E-03  4.397647E-22  1.282072E-52  3.098706E+09  2.436995E+08
  1.681251E+08  6.258617E+04  1.555793E+03  4.904649E+17  1.187218E+07  1.952246E+05  1.736706E-12  3.980506E-29  5.404184E+05  1.381667E+06  9.227869E+06  2.782266E+07  1.557705E+07  1.123368E+09  6.001200E+07  1.391695E+11  1.479881E-06  6.567904E-05  7.738618E-16  5.874739E+12  2.578302E+08  1.340367E+01  1.939066E-05  4.397664E+00  3.175281E+08  7.113055E+04  1.096497E+07  2.557977E+02  2.708295E-04  2.849737E+03  8.482881E+06  3.908469E+02  1.417665E+04  4.394367E+11  3.831724E-32  2.451312E+17  1.657672E+13  6.796567E+00  3.209223E+08  1.075987E+08  4.637189E-27  3.729871E-32  1.999397E-28  1.709271E-01  3.776983E+08  5.656334E+07  4.835994E-03  2.204260E-08  7.319129E+06  1.982931E+04  7.040224E+02  2.751233E-08  2.384216E-04  4.960580E-13  4.990735E-09  4.208446E-02  6.419945E-05  4.300858E+02  2.435118E+08  6.883179E+06  3.983481E+03  9.590072E+06  4.550976E-02  4.878124E+06  7.658331E+02  7.963249E+00  5.532825E+04  3.694418E-02  1.660875E+05  1.205516E+06  2.227346E+09  6.163411E+08  6.817773E+07  6.279304E+06  1.504351E+11  2.518574E-23  1.647795E+06  3.567464E+07  4.205532E+05  4.340900E-09  1.396248E+05  2.888806E+04  1.681981E+09  9.538720E+03  3.587884E-01  2.656535E-23  1.066199E+02  2.835994E+00  7.249293E-07  5.087745E-13  1.516936E-03  1.620275E-21  1.926007E-51  3.309623E+09  2.387763E+08
  1.684833E+08  6.345336E+04  1.559550E+03  4.960797E+17  1.217183E+07  1.943818E+05  1.667518E-12  4.953552E-29  5.715551E+05  1.508133E+06  9.987038E+06  2.852348E+07  1.586608E+07  1.147698E+09  6.131321E+07  1.436007E+11  1.485731E-06  6.606284E-05  8.694806E-16  5.915395E+12  2.701857E+08  1.434473E+01  2.086807E-05  4.466202E+00  3.421229E+08  7.507980E+04  1.165649E+07  2.734005E+02  2.913164E-04  2.879646E+03  8.993037E+06  4.095447E+02  1.507684E+04  4.685444E+11  3.925301E-32  2.479358E+17  1.676647E+13  7.639207E+00  3.281562E+08  1.131574E+08  6.059573E-27  5.095875E-32  2.715699E-28  1.833090E-01  3.925165E+08  5.834235E+07  5.176620E-03  2.336503E-08  7.492203E+06  2.031059E+04  6.876731E+02  2.566362E-08  2.737198E-04  6.018498E-13  6.296960E-09  4.932872E-02  6.633392E-05  4.780219E+02  2.524003E+08  7.064273E+06  4.289847E+03  9.877427E+06  4.890757E-02  5.156733E+06  8.200736E+02  8.581420E+00  5.665337E+04  3.945248E-02  1.684088E+05  1.180285E+06  2.188357E+09  6.039050E+08  6.888409E+07  6.085519E+06  1.522315E+11  3.190143E-23  1.686997E+06  3.794151E+07  4.304550E+05  4.428454E-09  1.473085E+05  2.909319E+04  1.709095E+09  9.526600E+03  3.477626E-01  2.455559E-23  1.185961E+02  3.021790E+00  7.612199E-07  5.215549E-13  1.597499E-03  1.973882E-21  2.902551E-51  3.343713E+09  2.390042E+08
